instance,source,set,domain,cnf_sha256,solver,status,untimed_wall_ms,timing_valid,pool_workers
flat75-42.cnf,SATLIB,flat75,matching_capacity,00ca6bdf9644b37c9f5dc8316d9cd6dd451c40840bfdfb3401d6d4f6395a43ae,kissat,SATISFIABLE,68.415201,False,8
flat75-43.cnf,SATLIB,flat75,matching_capacity,ed88835beb9b6f301111fb8fa083c09e020d7e1a8c77e0890299b08580669727,kissat,SATISFIABLE,66.342805,False,8
flat75-44.cnf,SATLIB,flat75,matching_capacity,c113f13774ef64803f9f0e3162a32760af0fb1205c1efff98fb73062a5aec217,kissat,SATISFIABLE,67.868705,False,8
flat75-45.cnf,SATLIB,flat75,matching_capacity,fac40fe0f4098b08cac9f795100c6eb9aa00df3efcf1f69126636c8317ae9209,kissat,SATISFIABLE,67.286117,False,8
flat75-46.cnf,SATLIB,flat75,matching_capacity,51818f4f4aedce2fa229e0bbb8dc00681b43974c8b866107de368c79f9735bbc,kissat,SATISFIABLE,68.358987,False,8
flat75-47.cnf,SATLIB,flat75,matching_capacity,4abdd5bd67415734b80f999195498f7ef2c5d4d61959eb04a992cfa61617c1a9,kissat,SATISFIABLE,68.104143,False,8
flat75-48.cnf,SATLIB,flat75,matching_capacity,e3ea96494bd31c955863ed0091386c47ba6159e3cdc83b2980173f8a15beb81b,kissat,SATISFIABLE,70.176063,False,8
flat75-49.cnf,SATLIB,flat75,matching_capacity,3e815e35664ba0445386cdfec9a0fb0c0b5cd3ce81547a2812cc3c6ffaa50819,kissat,SATISFIABLE,67.52628,False,8
flat75-5.cnf,SATLIB,flat75,matching_capacity,9a814b1e8aba6875fd4f043fe553fc5602d6d4ff864cde9758838a0e7a1284f1,kissat,SATISFIABLE,69.685574,False,8
flat75-50.cnf,SATLIB,flat75,matching_capacity,492d40045a763f487de06e6a9d60bf9686eecde7c891a23e87acf99a9a6b8f75,kissat,SATISFIABLE,69.025311,False,8
flat75-51.cnf,SATLIB,flat75,matching_capacity,8692c626977a6c6370017d3b2cb43ba07534971b74d41dbb1995ab2a2688618d,kissat,SATISFIABLE,68.621338,False,8
flat75-52.cnf,SATLIB,flat75,matching_capacity,35e6f6bfa7602faf44d3d035f554d776ba1daa5599e2ff9d054005b697f9f309,kissat,SATISFIABLE,68.445801,False,8
flat75-53.cnf,SATLIB,flat75,matching_capacity,d1a64ab9fd6776e2b7b0418a01122250be9bf9fbc4d10d14f1579598f066270b,kissat,SATISFIABLE,66.707224,False,8
flat75-54.cnf,SATLIB,flat75,matching_capacity,dffa6eb529961dcb8e9243a8ae399e279dcc61bb7c74089a6c973218a95430d7,kissat,SATISFIABLE,66.657626,False,8
flat75-55.cnf,SATLIB,flat75,matching_capacity,b7bc604edaeec0a7086d838032e79341ebabb12e26501b0888c7bd39d0408294,kissat,SATISFIABLE,67.327255,False,8
flat75-56.cnf,SATLIB,flat75,matching_capacity,fc3ea8d1f41318de80c250ee15456b0eda1bf2d95522241856f816faeaf70f6f,kissat,SATISFIABLE,66.273723,False,8
flat75-57.cnf,SATLIB,flat75,matching_capacity,16937f96eaf803ae31df7ed255a5a90136e70281ca9e9bdc234792ec43ce850a,kissat,SATISFIABLE,66.846264,False,8
flat75-58.cnf,SATLIB,flat75,matching_capacity,3c0976c3d00a47e6d5407aab8f394548dae75079e455f6212b1dcb31e340b90a,kissat,SATISFIABLE,35.501958,False,8
flat75-59.cnf,SATLIB,flat75,matching_capacity,a8d5671b35c12654615152039832dc7ceebcd47bd52d0b055478bfe63854655e,kissat,SATISFIABLE,35.196103,False,8
flat75-6.cnf,SATLIB,flat75,matching_capacity,0d4923a0584be170e20aa0c7818bdfc1a6c3fce713ee4c1fec3a2b917a0d8adc,kissat,SATISFIABLE,66.867317,False,8
flat75-60.cnf,SATLIB,flat75,matching_capacity,8be6d6e9850e06bf6e190532dd66ee1b6a04502187bdc47439273d5f458f674c,kissat,SATISFIABLE,66.994696,False,8
flat75-61.cnf,SATLIB,flat75,matching_capacity,69e6361a346d2d672349f452240e8869ce1a5cde8e929739c2c8c4e815908647,kissat,SATISFIABLE,66.491782,False,8
flat75-62.cnf,SATLIB,flat75,matching_capacity,27906a88e0590111e2bcdb4fbd219e2d170987c0bd7a857e9bd8e3ad8117a37a,kissat,SATISFIABLE,67.862204,False,8
flat75-63.cnf,SATLIB,flat75,matching_capacity,460b3cba1273166f12018f683c9da5db5e17c447cf3c1520e4f4412d19af7c4f,kissat,SATISFIABLE,34.230718,False,8
flat75-64.cnf,SATLIB,flat75,matching_capacity,310b54310c345df193abcc18124b64e6b4ccbf4e02a37696fcdc39822392cb75,kissat,SATISFIABLE,34.118781,False,8
flat75-65.cnf,SATLIB,flat75,matching_capacity,daafa8ebbaf399ba8c0ea2d0a042f9c4e522cec4eaebeca56d0b3ba457214806,kissat,SATISFIABLE,66.80338,False,8
flat75-66.cnf,SATLIB,flat75,matching_capacity,4d0a97640335804cd1925ff7a99d2bead130ca984837425b15c76939c9c599df,kissat,SATISFIABLE,66.822545,False,8
flat75-67.cnf,SATLIB,flat75,matching_capacity,9b5fb77e2617043177821d13b5f30a1b43fac9bfad2942085199ab234b9f62a6,kissat,SATISFIABLE,67.241912,False,8
flat75-68.cnf,SATLIB,flat75,matching_capacity,cc8e44ea84b78db1d14ad9dba28e9daa84ce5ef6a43c64c97f6f12d403352fe3,kissat,SATISFIABLE,67.852983,False,8
flat75-69.cnf,SATLIB,flat75,matching_capacity,1248711f722ed488115310712bc350403be29ae92f1c866b033511b5e9258790,kissat,SATISFIABLE,67.410725,False,8
flat75-7.cnf,SATLIB,flat75,matching_capacity,ca268548bbd2acf0593add77e776f0333c2edbbe461467c7edd8ba5dec1334d5,kissat,SATISFIABLE,67.366974,False,8
flat75-70.cnf,SATLIB,flat75,matching_capacity,e94f38155dc6fdacb2f60da62d71ad14430d6a1d6e1e4d0c212e1ad1fa87c110,kissat,SATISFIABLE,67.933251,False,8
flat75-71.cnf,SATLIB,flat75,matching_capacity,5de8a0c4b39505454ddd2a79c8f5aaa9175b046f452f28192b01948bb479e405,kissat,SATISFIABLE,67.068117,False,8
flat75-72.cnf,SATLIB,flat75,matching_capacity,a5990ed1156cf5d4729a0f5a9abcc0ea41914b4c654293148cbb7b7b429d2fe1,kissat,SATISFIABLE,34.29416,False,8
flat75-73.cnf,SATLIB,flat75,matching_capacity,440088a4e83bb369d954b3307c08d0cf9f36cbd9f37b1e6f94edd5e6f3c3b14a,kissat,SATISFIABLE,66.223286,False,8
flat75-74.cnf,SATLIB,flat75,matching_capacity,c5caf43904184546fde3fc168288ad5e38e27fe9721c5fef438d7cf45eebb4fc,kissat,SATISFIABLE,67.591324,False,8
flat75-75.cnf,SATLIB,flat75,matching_capacity,d4f6650195fc5e1c522993f126cdcd8e6aac08107a7fc285dff89b3fe61fda13,kissat,SATISFIABLE,35.421979,False,8
flat75-76.cnf,SATLIB,flat75,matching_capacity,2a599e1b0a9564bb8c668c6f18c242cebd8f931f045261141c9fd2d05ab55d4e,kissat,SATISFIABLE,67.997019,False,8
flat75-77.cnf,SATLIB,flat75,matching_capacity,deb67b7b7e942d6711ec4acd38600a14e2bf4d5945522836df3dfc72c6836cf6,kissat,SATISFIABLE,35.650053,False,8
flat75-78.cnf,SATLIB,flat75,matching_capacity,93cf31cea97fedbaa3ef375a07edd10fa84154bf948d6f9b284d7597c7f9737e,kissat,SATISFIABLE,67.408257,False,8
flat75-79.cnf,SATLIB,flat75,matching_capacity,3a1ef7a740fe011069b182f3945649059de4d7777130ad102fbc2ae22b5fb339,kissat,SATISFIABLE,68.457151,False,8
flat75-8.cnf,SATLIB,flat75,matching_capacity,963ee0a8a6506311b53132d5464fbe3198d5373b06373d46e4c913232951e8c7,kissat,SATISFIABLE,66.547082,False,8
flat75-80.cnf,SATLIB,flat75,matching_capacity,55f050078757a86eab955b39f1d0c8af91f786c037267b4988b1865b9f1183ee,kissat,SATISFIABLE,67.57865,False,8
flat75-81.cnf,SATLIB,flat75,matching_capacity,93f4960ea5bd5fd4a8ee4476b2a228bb01b06a8b1f01489b5298f3ea1dd5a259,kissat,SATISFIABLE,67.767471,False,8
flat75-82.cnf,SATLIB,flat75,matching_capacity,da542d4015a77ae4c239d9ffee4420c56b11d97946fcccd36bf1d0fad3e916bb,kissat,SATISFIABLE,66.545776,False,8
flat75-83.cnf,SATLIB,flat75,matching_capacity,01477cb7acd34383e11e11beb8ae8afa82e5c4f9c91b060dfa90bed1fc80da6c,kissat,SATISFIABLE,66.403998,False,8
flat75-84.cnf,SATLIB,flat75,matching_capacity,4b86230a216c82556f29737718edbf5b2c93dac06c72251c7bb954092566baed,kissat,SATISFIABLE,34.011382,False,8
flat75-85.cnf,SATLIB,flat75,matching_capacity,adea3ccff964c49ea83958959efa604acdda4ec2ace0a537f4ba5104eaae46a8,kissat,SATISFIABLE,67.355467,False,8
flat75-86.cnf,SATLIB,flat75,matching_capacity,e8e6a86138bb793a11f1989357f1f2bb90b9097b577be0c531620d5549fb6c4d,kissat,SATISFIABLE,34.320084,False,8
flat75-87.cnf,SATLIB,flat75,matching_capacity,4d2b24657e6f165fa64135c864968f187772ca0da26aa5d275b774808d06ea8c,kissat,SATISFIABLE,34.092497,False,8
flat75-88.cnf,SATLIB,flat75,matching_capacity,e0ace3dbbd8f9d578f3180f4ceeb3d1862aac9c7fd31b27db7deb1642fb68121,kissat,SATISFIABLE,66.791669,False,8
flat75-89.cnf,SATLIB,flat75,matching_capacity,9cee50ab32c46507c4dd6b91574b5915ad1779b17ce47e904c37a83b721587a6,kissat,SATISFIABLE,34.077673,False,8
flat75-9.cnf,SATLIB,flat75,matching_capacity,d5c936bd0a5f368e6b71c8f52e3234d06930250fd7d9b2c01eb9710297a9bfb2,kissat,SATISFIABLE,36.500279,False,8
flat75-90.cnf,SATLIB,flat75,matching_capacity,3912c5b34efc76b8176314a22591bbb07a3ed5d39fdfbde1624cb195f8478bfd,kissat,SATISFIABLE,66.820348,False,8
flat75-91.cnf,SATLIB,flat75,matching_capacity,dc4f674c60b1b59550c4dc6ee12e139d08d0109f5e722eeecb9340dd5eb24703,kissat,SATISFIABLE,66.52129,False,8
flat75-92.cnf,SATLIB,flat75,matching_capacity,99df0794a2dcc96fbe30d4e3d85069f585806eda9439cfaf49b583684887d077,kissat,SATISFIABLE,66.484317,False,8
flat75-93.cnf,SATLIB,flat75,matching_capacity,1a07da9d8e44c0a6215d7c7a4e75e502bbe29ed56ad162d95e5cfdf0d2c38448,kissat,SATISFIABLE,68.013988,False,8
flat75-94.cnf,SATLIB,flat75,matching_capacity,560eabeb2739b9b9e1728a701ba3aff403963868f7790b44c6ca8cbd84226c48,kissat,SATISFIABLE,67.74638,False,8
flat75-95.cnf,SATLIB,flat75,matching_capacity,f0600cb9c9c2ce1266d58a280341f6d04a401888efc31c253d90777ed909a8ca,kissat,SATISFIABLE,34.206293,False,8
flat75-96.cnf,SATLIB,flat75,matching_capacity,608e047f67190af7845c5d75e719f70c3ed0196e43dbe1dc2acb4768ebd3b2c3,kissat,SATISFIABLE,66.802726,False,8
flat75-97.cnf,SATLIB,flat75,matching_capacity,41e8fed77f11b4d28a951848982f0f11530e4d108c7d628ad8dc5700feb34b76,kissat,SATISFIABLE,67.605224,False,8
flat75-98.cnf,SATLIB,flat75,matching_capacity,16f81045756bf8fe693f57c24fe5f62ba51ef18efd37d8cfdf4e35482aeef339,kissat,SATISFIABLE,66.970167,False,8
flat75-99.cnf,SATLIB,flat75,matching_capacity,8cbfe6ee9f5b7caff8341558db0cfbd98ec3e2262153f0800148f57ddf2520bd,kissat,SATISFIABLE,69.263167,False,8
g125.17.cnf,SATLIB,gcp-large,matching_capacity,369534077b929ef56081b5efdf62231939c81401138e87b36532ddfcdfb880a7,kissat,TIMEOUT,60036.365039,False,8
g125.18.cnf,SATLIB,gcp-large,matching_capacity,2f8144fac3c3770fce6f07377a011ef9d50ecdef5ff59c1c5653700ed2c9737e,kissat,TIMEOUT,60029.713266,False,8
g250.15.cnf,SATLIB,gcp-large,matching_capacity,c1371cdc112dbc0fe4a5915a6caf805815f9e56e5b7e10ce7a27314220482f92,kissat,TIMEOUT,60065.199747,False,8
g250.29.cnf,SATLIB,gcp-large,matching_capacity,9f793e477680f1c76e569462f19de7f1e40c6614ba2058206cd7a61538f7b0e2,kissat,TIMEOUT,60032.585916,False,8
par16-1-c.cnf,SATLIB,parity,crafted_parity,33691e8d6a59db323b77240ae6319353f3adc0738c36e7a3e1e9f3efaa182d8a,kissat,SATISFIABLE,117.420701,False,8
par16-1.cnf,SATLIB,parity,crafted_parity,21e9cfbf8803679170ce49ccd099eb0d1df86ef27559b2c058507bd56922a3f9,kissat,SATISFIABLE,167.945355,False,8
par16-2-c.cnf,SATLIB,parity,crafted_parity,d85df8f9275977bbeb1e50fb2a3b8bce59fb6e0158dbde0b0ec33fb8faa30560,kissat,SATISFIABLE,268.614533,False,8
par16-2.cnf,SATLIB,parity,crafted_parity,814bd8b56da173082122b08a01eca678a0cbdafd380563968d37ad17073e2202,kissat,SATISFIABLE,267.471306,False,8
par16-3-c.cnf,SATLIB,parity,crafted_parity,aa0cdb92b18e3097f60ae2b8bc32d40afefcce703a8d7ffc4383c5c98c8926c3,kissat,SATISFIABLE,66.416687,False,8
par16-3.cnf,SATLIB,parity,crafted_parity,bfcd69db765ab3b828d22edee3d2f84bbb54bdee1baef8aa80c8fa6a6321972f,kissat,SATISFIABLE,267.473596,False,8
par16-4-c.cnf,SATLIB,parity,crafted_parity,e9caba5b46351faec8919b234aa974f22a97a93f1ce8aaa83f17530fa401436f,kissat,SATISFIABLE,67.459869,False,8
par16-4.cnf,SATLIB,parity,crafted_parity,147cb73fd47b76c91881ffcec76fdd7080a99dc5fb3cec0f4237ebbe7160bb25,kissat,SATISFIABLE,167.706608,False,8
par16-5-c.cnf,SATLIB,parity,crafted_parity,99a4e16a6214e5cc971b00ce2fbb51feee47519c0f4398c3c8c772f24ddc3daf,kissat,SATISFIABLE,268.363205,False,8
par16-5.cnf,SATLIB,parity,crafted_parity,58e5e3a6e4c4b4c96a89089b6fe7c51ac1d366413a13b75ff50c33a728f4e1c6,kissat,SATISFIABLE,117.235922,False,8
par32-1-c.cnf,SATLIB,parity,crafted_parity,5e3253738e729c3fda8cde22e67b6d8bae0df6d53e9afabb6bd74d5ceb700312,kissat,TIMEOUT,60035.238824,False,8
par32-1.cnf,SATLIB,parity,crafted_parity,9e57d4a71c76c189fceedfd61f8786fbb6e30818b1ee61bcaa12199513bfc293,kissat,TIMEOUT,60019.960041,False,8
par32-2-c.cnf,SATLIB,parity,crafted_parity,bc94a298db22f71a8b03d9804267e4361c78b028073b6c60e3625d4d25cf17ef,kissat,TIMEOUT,60031.58254,False,8
par32-2.cnf,SATLIB,parity,crafted_parity,c073497abbc8b481e111192111b42cf76f94b6141582cb7372283da5542b2c9e,kissat,TIMEOUT,60024.294584,False,8
par32-3-c.cnf,SATLIB,parity,crafted_parity,fe096410a048413b6279239143bab90bb5fb54037f7ac38d431cf81e892c12b6,kissat,TIMEOUT,60014.472442,False,8
par32-3.cnf,SATLIB,parity,crafted_parity,44b9dabdbdd579d12e7cfa91b367fb2f2fb50dd7a7a3fef385c035327d4dcc68,kissat,TIMEOUT,60013.362545,False,8
par32-4-c.cnf,SATLIB,parity,crafted_parity,fc94a60586d86c705914d16c8a6d8e77375bc61d0b5724386701bf2e8da36b2b,kissat,TIMEOUT,60013.487689,False,8
par32-4.cnf,SATLIB,parity,crafted_parity,c8b751575eaeaa3c19827116b171a2e8d693ef12a232aeb560b75f73200b2970,kissat,TIMEOUT,60013.777416,False,8
par32-5-c.cnf,SATLIB,parity,crafted_parity,e38d5ae7a2ed8a9f45620e5c256f98ecb6649d3fc3fc82f6597255f09d3c3d17,kissat,TIMEOUT,60013.164767,False,8
par32-5.cnf,SATLIB,parity,crafted_parity,9fc09da69b6694bcad4dbc5efd6a4fad9dbddeda2239d1b8255bbfd4d3454b54,kissat,SATISFIABLE,51073.755782,False,8
par8-1-c.cnf,SATLIB,parity,crafted_parity,6aefe62063ac9db5c0646e36c673fcb14bfcc10aa80fa2a63dccf57517c0fe69,kissat,SATISFIABLE,34.454954,False,8
par8-1.cnf,SATLIB,parity,crafted_parity,a7eccfea7ce54392fdb4511abcec42350a0a6a2baa866bb773eed5d6d7c829bf,kissat,SATISFIABLE,34.575824,False,8
par8-2-c.cnf,SATLIB,parity,crafted_parity,ef25a881e989edccc18980b42e4a3d21bd52f7bed8f2239cc2c53df6c964091f,kissat,SATISFIABLE,34.645376,False,8
par8-2.cnf,SATLIB,parity,crafted_parity,27ce92885c98ea70114dd72e191fe56021433c25fe200903b1a5848dece42092,kissat,SATISFIABLE,66.802074,False,8
par8-3-c.cnf,SATLIB,parity,crafted_parity,50748f338e39ad96d9e64fd22b76df59d9b402bbbbb7fe0cd7533d038b079a02,kissat,SATISFIABLE,66.795621,False,8
par8-3.cnf,SATLIB,parity,crafted_parity,a12e607de7884ae690e9470262a91d8a959a91e76a9616e4bc9a98f9b7e7065d,kissat,SATISFIABLE,66.441981,False,8
par8-4-c.cnf,SATLIB,parity,crafted_parity,514d999116b35abb2df659bafaf6b5ca7205ea0855ae4ae99646e56da298dba2,kissat,SATISFIABLE,67.343881,False,8
par8-4.cnf,SATLIB,parity,crafted_parity,610c938acfc3d3aceba2698ff9deedbdfbac121e9d3debf20681fafbb5194d32,kissat,SATISFIABLE,67.292844,False,8
par8-5-c.cnf,SATLIB,parity,crafted_parity,43decab5a22998cd7b8ed76525a1c53c073ade11723cb68329bc01a863bff938,kissat,SATISFIABLE,67.240013,False,8
par8-5.cnf,SATLIB,parity,crafted_parity,a284a1a704a87a2a7689332620105d9a8674c97fa4247aa869a70e304e51e34f,kissat,SATISFIABLE,67.263897,False,8
pret150_25.cnf,SATLIB,pret,crafted_parity,b52d0f8985d25a26728b03f2d1390677ffceb2b7241ae6d5170011734a4f017b,kissat,UNKNOWN,34.821216,False,8
pret150_40.cnf,SATLIB,pret,crafted_parity,523f438264e67340c212f8e6250d32bdf17494ecf54890fa01e73c62ea00888f,kissat,UNKNOWN,35.682395,False,8
pret150_60.cnf,SATLIB,pret,crafted_parity,6945ddc43ad28f90d4dbc1ded6ca838a2a88dae79c271cbf0eb5801877320fca,kissat,UNKNOWN,18.207472,False,8
pret150_75.cnf,SATLIB,pret,crafted_parity,c947b58d6dcac13305e8572764a592b721c7203452db153a8d42ed1e263059f2,kissat,UNKNOWN,34.291429,False,8
pret60_25.cnf,SATLIB,pret,crafted_parity,a62c960d89de0bbf1e6e3f894d1ab2a7acf0b60d1765413facff639899fb2770,kissat,UNKNOWN,18.284475,False,8
pret60_40.cnf,SATLIB,pret,crafted_parity,9ed34260070aa4145fc86cac7af1e250c586806aea98ebd94aec1edde0b0123d,kissat,UNKNOWN,34.387954,False,8
pret60_60.cnf,SATLIB,pret,crafted_parity,4369e739d0e28b48047a121bd745e1a97cc89ba714fe008118b257871ae7e129,kissat,UNKNOWN,17.914106,False,8
pret60_75.cnf,SATLIB,pret,crafted_parity,767efdcbd7af12062f6d59546cfca3ec9590259eadf3b9ac3b42cc3d77b5b131,kissat,UNKNOWN,34.953157,False,8
dubois100.cnf,SATLIB,dubois,crafted_parity,c3c45967ab3a1ee3cc8cd09454bcbc95e33539ad6af29f3c08c4fcefd13d0964,kissat,UNKNOWN,18.345197,False,8
dubois20.cnf,SATLIB,dubois,crafted_parity,82059aba0e5773644b386eb6bcbe53680655390cb041873a3cb3e93f7bd896a7,kissat,UNSATISFIABLE,34.639182,False,8
dubois21.cnf,SATLIB,dubois,crafted_parity,6989eedd78392551b0a2b4fe97de968bdb190c3806b32cbc9171f0747eb0f3d3,kissat,UNSATISFIABLE,34.984811,False,8
dubois22.cnf,SATLIB,dubois,crafted_parity,ced29f39ae3ceb0d56bbe5d6f68a1d0b58560a171677234bd5f9a04a2444aee9,kissat,UNSATISFIABLE,34.900206,False,8
dubois23.cnf,SATLIB,dubois,crafted_parity,8e40b75d1c8e4ec86aa6538d871cbfe6435c6b50f8128f9e7cb9b727a2b905cb,kissat,UNSATISFIABLE,34.529408,False,8
dubois24.cnf,SATLIB,dubois,crafted_parity,b85663a68ec76c176d1f8678cb8406216c5e539a976e741012b5adc7ad70aaca,kissat,UNSATISFIABLE,34.059202,False,8
dubois25.cnf,SATLIB,dubois,crafted_parity,82ded7ea789cb2aca4110512730ad9eb1e0261f91cc6caf02d227d3b2f812e0c,kissat,UNSATISFIABLE,35.201085,False,8
dubois26.cnf,SATLIB,dubois,crafted_parity,c00826a01ddc332f7886017e2e2af31114c92ae97cd8e420cbe3fe543e4ed60c,kissat,UNSATISFIABLE,35.745461,False,8
dubois27.cnf,SATLIB,dubois,crafted_parity,4fbcf8ecca5cc8bf5822599c86c63227b08460e35a876bb0230c2439cbc81a80,kissat,UNSATISFIABLE,67.347733,False,8
dubois28.cnf,SATLIB,dubois,crafted_parity,f2da676017587d0d900a504b465da30624867ae7e879f93fedf329af50cf9a71,kissat,UNSATISFIABLE,35.985835,False,8
dubois29.cnf,SATLIB,dubois,crafted_parity,e84e30ebcb47fca67551bab6e26f5f4e4e5a04bb1924008b24081ea441d24883,kissat,UNSATISFIABLE,71.963202,False,8
dubois30.cnf,SATLIB,dubois,crafted_parity,5ab95e48051afa9d7410d52fb07ead3e8a4ec97243d9f9c3f36aa0ebe78d4059,kissat,UNSATISFIABLE,35.63591,False,8
dubois50.cnf,SATLIB,dubois,crafted_parity,417ea88d5df96c7e6da2250cbe6da7effd012d7de0b0e037ee086254e4e2fc59,kissat,UNSATISFIABLE,68.625649,False,8
aim-100-1_6-no-1.cnf,SATLIB,aim,crafted_structured,42058adae7534bb0613399393b369724c172055a0056a433ddc82cd6512545e2,kissat,UNSATISFIABLE,68.366061,False,8
aim-100-1_6-no-2.cnf,SATLIB,aim,crafted_structured,c7a787035bfb27d7b15dbb05ad2fbd558fb1fb58a6106980c16719c3d925dac9,kissat,UNSATISFIABLE,67.494757,False,8
aim-100-1_6-no-3.cnf,SATLIB,aim,crafted_structured,6b68655073b4516a75f8ac0158955bc5e83d177f67707b9186eb677b16145c83,kissat,UNSATISFIABLE,67.10459,False,8
aim-100-1_6-no-4.cnf,SATLIB,aim,crafted_structured,3d4f79f02573f3122d3114d2a2d0a557667e01c0942eb2e8103790c1a0790079,kissat,UNSATISFIABLE,67.131804,False,8
aim-100-1_6-yes1-1.cnf,SATLIB,aim,crafted_structured,74560a84735393495e1665fb2999f6b7948fb7f12b11c23e530aedccbf8cbbec,kissat,SATISFIABLE,34.706016,False,8
aim-100-1_6-yes1-2.cnf,SATLIB,aim,crafted_structured,36724f19cc67f2ed90154dc6f863eddae69f3c9b7c19677fa367f55359e9c859,kissat,SATISFIABLE,68.058671,False,8
aim-100-1_6-yes1-3.cnf,SATLIB,aim,crafted_structured,de0aff20107169ba4d169c7eec5d592eeabd4b0121f69472595f4fc87176b52c,kissat,SATISFIABLE,67.774836,False,8
aim-100-1_6-yes1-4.cnf,SATLIB,aim,crafted_structured,9769c011731f00bd7b8e9fc30e84b6434a863653889531cbf97ccc1af6fa7a7b,kissat,SATISFIABLE,67.806133,False,8
aim-100-2_0-no-1.cnf,SATLIB,aim,crafted_structured,b603147fd98006d1cadc57821296bb760744fec03a1b7ddc88bd4a2b4333fb36,kissat,UNSATISFIABLE,68.213946,False,8
aim-100-2_0-no-2.cnf,SATLIB,aim,crafted_structured,6abe060edf22b2639c408ad891266cf7c33135d796105b1c31e8023638ee6cd4,kissat,UNSATISFIABLE,66.787242,False,8
aim-100-2_0-no-3.cnf,SATLIB,aim,crafted_structured,b1e0c7b2e42f7c04cda89803ebfa492c6e2572faf0814bc042ffb4ae489a9c60,kissat,UNSATISFIABLE,34.899681,False,8
aim-100-2_0-no-4.cnf,SATLIB,aim,crafted_structured,a2882a6249cede130072501fae59c0e74a975401a44d07a1f225de1daa8d127e,kissat,UNSATISFIABLE,35.377155,False,8
aim-100-2_0-yes1-1.cnf,SATLIB,aim,crafted_structured,c2d8d8d1a0723ed0502b185b757a068b4df088e059bd51e39a0837579fe15114,kissat,SATISFIABLE,34.737753,False,8
aim-100-2_0-yes1-2.cnf,SATLIB,aim,crafted_structured,b9009d68e6cb4ce01bd92de354c7cd28176f9adc464a75b8b69b3e563ca86c1c,kissat,SATISFIABLE,35.087229,False,8
aim-100-2_0-yes1-3.cnf,SATLIB,aim,crafted_structured,282e53bfa4375709700f3cc12be8c63ccf0a88cc53cacdb614690c5a937927f6,kissat,SATISFIABLE,34.76816,False,8
aim-100-2_0-yes1-4.cnf,SATLIB,aim,crafted_structured,0fae4e8ba360cc4508546b7230fdec14f859eb7de47b6a84ce82fea90f0b1b81,kissat,SATISFIABLE,34.531597,False,8
aim-100-3_4-yes1-1.cnf,SATLIB,aim,crafted_structured,28bed18fc63fc15ddd8d7d6de295d5dd50933346e901594d8fc0429bf50a0b9c,kissat,SATISFIABLE,66.90493,False,8
aim-100-3_4-yes1-2.cnf,SATLIB,aim,crafted_structured,0709c8a6a342e86c07f73b650bc504a93571a0641598a49c8392e9692419d314,kissat,SATISFIABLE,34.823696,False,8
aim-100-3_4-yes1-3.cnf,SATLIB,aim,crafted_structured,3d630d367acf82e488b54bd0c880553c2284e8cc836164675a8a7efc77dcad64,kissat,SATISFIABLE,66.988829,False,8
aim-100-3_4-yes1-4.cnf,SATLIB,aim,crafted_structured,81b521bad4394bbac016f323d5ea18e2795d370f335f3f9000661e15d9f61ffd,kissat,SATISFIABLE,34.452153,False,8
aim-100-6_0-yes1-1.cnf,SATLIB,aim,crafted_structured,6b38243f35dc58c6b93e29d0fc9279378eb9dc3c6a6f3d79b231806847e14c1b,kissat,SATISFIABLE,66.856518,False,8
aim-100-6_0-yes1-2.cnf,SATLIB,aim,crafted_structured,d7c724e0d895fc9b638d23feb0e46314a362efb544f2cf67e4e38ff72c2bb178,kissat,SATISFIABLE,67.202881,False,8
aim-100-6_0-yes1-3.cnf,SATLIB,aim,crafted_structured,cfff265b00bbdf36f1b21f5abe2b5651a608123a4f60d771cb358f612dec912d,kissat,SATISFIABLE,35.081825,False,8
aim-100-6_0-yes1-4.cnf,SATLIB,aim,crafted_structured,e44655bdab896c1410f569a594fcf8e33e08587cffa66b91a98215e60064a056,kissat,SATISFIABLE,34.499374,False,8
aim-200-1_6-no-1.cnf,SATLIB,aim,crafted_structured,8dd8d8f1311dbb924feec992351d46a26eb55b61f2f167023e425c8a6d4fe992,kissat,UNSATISFIABLE,66.652291,False,8
aim-200-1_6-no-2.cnf,SATLIB,aim,crafted_structured,94a57fc9d0d0eb1bf99f734ce144f5aceeaec933a39b28af808029437c130150,kissat,UNSATISFIABLE,66.64884,False,8
aim-200-1_6-no-3.cnf,SATLIB,aim,crafted_structured,df960ed505574b0c30a32ee2f40169d1ca1b3b6e2e864bc50fafc16bbe4b590a,kissat,UNSATISFIABLE,66.680499,False,8
aim-200-1_6-no-4.cnf,SATLIB,aim,crafted_structured,0af71bc6e8893dc6514fb8848139ea27b94a3d8ae8334f5e23b94abfbda6ecd1,kissat,UNSATISFIABLE,66.457205,False,8
aim-200-1_6-yes1-1.cnf,SATLIB,aim,crafted_structured,8b8cace803201c59258bc3066e13deeeacb87f612651fede8baf96a4effe93d7,kissat,SATISFIABLE,66.625251,False,8
aim-200-1_6-yes1-2.cnf,SATLIB,aim,crafted_structured,eaffd737fc26f475ea376d0e3189e07a1581f7ca66f07b06c6dfb84f9a6beb3d,kissat,SATISFIABLE,35.062192,False,8
aim-200-1_6-yes1-3.cnf,SATLIB,aim,crafted_structured,845cb97fcfb081d38ffb96ac97f0ab69203521ffd59052b9355f61f52010efca,kissat,SATISFIABLE,66.990671,False,8
