seed,boxes,resources,demands,capacities,reachable,exhaustive_result,python_flow_result,native_flow_result,exhaustive_subset,exhaustive_ms,python_flow_ms,native_flow_ms,mismatch
700768,4,5,"[3,1,1,2]","[2,3,2,3,1]","[[0,1,2,3,4],[0,1,2,3,4],[1,3,4],[0,1,2,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.060689,0.039317,0.002896,False
700769,7,3,"[1,2,1,2,1,2,1]","[3,1,2]","[[2],[0,1],[2],[1,2],[1,2],[0,1,2],[0,1,2]]",UNSAT,UNSAT,UNSAT,"[1, 3]",0.039591,0.05597,0.004488,False
700770,3,2,"[1,1,2]","[3,1]","[[0,1],[1],[0,1]]",UNSAT,UNSAT,UNSAT,"[1, 2]",0.013677,0.029153,0.001937,False
700771,1,7,[1],"[2,1,3,2,3,1,2]",[[4]],FEASIBLE,FEASIBLE,FEASIBLE,null,0.006056,0.01345,0.00099,False
700772,1,4,[1],"[2,2,1,1]",[[1]],FEASIBLE,FEASIBLE,FEASIBLE,null,0.004161,0.011012,0.000706,False
700773,4,3,"[2,1,1,2]","[3,3,2]","[[1,2],[0],[1,2],[1,2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.040401,0.028065,0.001829,False
700774,4,6,"[2,3,1,2]","[3,2,1,1,1,2]","[[0,2,3,5],[1,2,4,5],[5],[0,2,3,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.069922,0.039705,0.00251,False
700775,2,2,"[1,1]","[3,2]","[[0,1],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.007592,0.01477,0.000988,False
700776,5,3,"[1,3,1,3,1]","[1,3,1]","[[1],[0,1,2],[1],[0,1,2],[0]]",UNSAT,UNSAT,UNSAT,"[1, 3]",0.028302,0.047941,0.003357,False
700777,3,7,"[2,2,1]","[3,2,2,3,1,3,2]","[[0,1,3,4],[1,3,4,5,6],[0,2,3,4,5,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.036805,0.033087,0.002726,False
700778,5,6,"[1,2,1,1,2]","[2,2,2,2,2,3]","[[0,2,3,5],[0,3,5],[0],[0,1,2,3,4,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.145547,0.147988,0.004204,False
700779,4,2,"[1,1,2,2]","[2,3]","[[1],[1],[0,1],[0,1]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3]",0.031768,0.037031,0.002392,False
700780,7,7,"[1,2,3,1,1,3,2]","[1,1,2,2,3,3,2]","[[1],[1,6],[0,1,2,3,6],[6],[0,1,3,6],[0,1,2,3,4,5,6],[2,4]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.03818,0.078903,0.006551,False
700781,7,1,"[1,1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.011596,0.039604,0.002627,False
700782,1,1,[1],[1],[[0]],FEASIBLE,FEASIBLE,FEASIBLE,null,0.002956,0.010457,0.000544,False
700783,5,6,"[2,2,1,1,1]","[2,2,3,3,1,3]","[[0,1,2,3,5],[0,2,4],[0,2,3,5],[0],[2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.146969,0.053083,0.00355,False
700784,4,7,"[3,1,1,1]","[3,1,3,2,2,1,1]","[[0,1,2,3,4,6],[0,2,4,5],[0,1,2,3,4,5,6],[3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.079903,0.038226,0.002876,False
700785,3,5,"[3,3,2]","[1,3,2,3,2]","[[0,1,3,4],[0,1,2,3,4],[2,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.027989,0.036732,0.002278,False
700786,2,2,"[1,1]","[2,1]","[[0,1],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.007692,0.014819,0.000957,False
700787,3,3,"[3,1,3]","[1,1,3]","[[0,1,2],[0,1,2],[0,1,2]]",UNSAT,UNSAT,UNSAT,"[0, 2]",0.013716,0.038853,0.002667,False
700788,4,3,"[1,2,3,2]","[3,3,1]","[[0],[0,1,2],[0,1,2],[0,2]]",UNSAT,UNSAT,UNSAT,"[2, 3]",0.025885,0.045194,0.003029,False
700789,1,2,[1],"[3,1]","[[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.003454,0.013212,0.000742,False
700790,3,2,"[1,1,2]","[3,3]","[[1],[1],[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.015753,0.021114,0.001297,False
700791,7,4,"[2,1,1,1,1,1,1]","[1,2,1,1]","[[2,3],[1],[3],[0,3],[2],[1,3],[3]]",UNSAT,UNSAT,UNSAT,"[0, 2]",0.028201,0.04782,0.003415,False
700792,5,3,"[1,1,1,1,1]","[1,3,2]","[[0,1,2],[2],[0,1,2],[0,2],[0,2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.083514,0.043242,0.002541,False
700793,4,5,"[1,2,2,2]","[3,1,2,3,2]","[[1,2,3],[0,1,2,3,4],[0,1,2,3,4],[3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.060336,0.038627,0.002776,False
700794,3,4,"[2,2,2]","[2,3,2,3]","[[0,1,2],[0,3],[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.024315,0.035764,0.002135,False
700795,1,1,[1],[3],[[0]],FEASIBLE,FEASIBLE,FEASIBLE,null,0.002817,0.00953,0.000582,False
700796,2,3,"[2,3]","[1,1,1]","[[1,2],[0,1,2]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.009326,0.030065,0.002078,False
700797,1,1,[1],[2],[[0]],FEASIBLE,FEASIBLE,FEASIBLE,null,0.003217,0.011289,0.000473,False
700798,5,7,"[2,1,3,3,1]","[3,3,1,2,3,3,3]","[[1,5],[5],[0,1,2,5,6],[1,2,3,5,6],[5,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.166091,0.047123,0.00313,False
700799,6,1,"[1,1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3]",0.054212,0.037627,0.002431,False
700800,5,5,"[2,1,2,1,1]","[1,2,3,1,3]","[[0,1],[0,1],[0,2,3,4],[0,1],[4]]",UNSAT,UNSAT,UNSAT,"[0, 1, 3]",0.064209,0.04731,0.003341,False
700801,2,1,"[1,1]",[2],"[[0],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.005936,0.014177,0.000775,False
700802,6,6,"[1,1,3,1,3,3]","[2,3,2,3,3,3]","[[1],[0,3,4,5],[1,2,4],[3],[0,1,2,3,4,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.302977,0.182776,0.003662,False
700803,5,4,"[1,1,1,1,1]","[3,3,2,2]","[[0],[0,1,2,3],[1,2,3],[1],[3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.103157,0.030538,0.001903,False
700804,1,2,[2],"[3,3]","[[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.003507,0.013548,0.000797,False
700805,4,3,"[1,1,1,2]","[2,1,2]","[[1,2],[1],[0,2],[0,1,2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.040777,0.037718,0.002237,False
700806,2,1,"[1,1]",[1],"[[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.006003,0.020991,0.001315,False
700807,4,5,"[1,2,1,2]","[1,2,1,3,1]","[[0,1,3],[1,2,3,4],[0,1,3,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.060148,0.039655,0.002836,False
700808,3,3,"[3,1,2]","[1,2,3]","[[0,1,2],[1,2],[0,2]]",UNSAT,UNSAT,UNSAT,"[0, 2]",0.01401,0.034865,0.002193,False
700809,3,5,"[1,1,3]","[1,2,3,3,2]","[[2,4],[3],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.028216,0.027471,0.001941,False
700810,2,5,"[1,1]","[3,2,1,3,2]","[[0,1,4],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.012611,0.017156,0.001694,False
700811,2,5,"[1,1]","[3,2,1,2,1]","[[0,1,2,3,4],[0,2,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.013006,0.019738,0.002209,False
700812,7,7,"[2,3,2,3,1,2,1]","[2,1,1,3,2,2,2]","[[0,1,2,5],[1,2,3,4,5,6],[0,1,4,5,6],[2,4,5,6],[0],[0,3,4,6],[1,3,5]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 4, 5]",0.708607,0.113911,0.009918,False
700813,5,3,"[3,1,1,1,2]","[2,1,3]","[[0,1,2],[0],[2],[0],[0,1,2]]",UNSAT,UNSAT,UNSAT,"[0, 1, 3]",0.044421,0.046105,0.003512,False
700814,7,5,"[1,1,2,1,2,2,1]","[3,2,2,1,1]","[[0,1,2,3,4],[1],[1,2,3,4],[0,1],[0,1,2,3],[1,2,3,4],[0,4]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 4, 5, 6]",0.594073,0.188628,0.007074,False
700815,4,2,"[1,1,1,1]","[2,2]","[[1],[1],[0,1],[1]]",UNSAT,UNSAT,UNSAT,"[0, 1, 3]",0.024396,0.031486,0.002616,False
700816,6,4,"[1,3,1,2,2,2]","[1,3,1,1]","[[0,1,2,3],[0,2,3],[0,2],[0,1,2,3],[0,1,2,3],[0,1,3]]",UNSAT,UNSAT,UNSAT,"[1, 2]",0.037868,0.065795,0.005873,False
700817,1,6,[1],"[2,1,1,3,1,1]",[[5]],FEASIBLE,FEASIBLE,FEASIBLE,null,0.005646,0.014162,0.000902,False
700818,3,4,"[1,2,1]","[3,2,1,1]","[[3],[0,3],[1]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.01425,0.030178,0.00202,False
700819,4,6,"[1,2,2,2]","[3,3,1,3,3,2]","[[0,1,2],[0,1,2,3,5],[0,2,3,5],[0,2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.068955,0.049338,0.00331,False
700820,6,6,"[1,3,1,1,2,1]","[1,1,2,3,2,1]","[[0,1,5],[3,4,5],[0],[0,1,2,4,5],[0,2,4,5],[2]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 4, 5]",0.337119,0.065051,0.004992,False
700821,4,2,"[1,1,1,1]","[1,3]","[[0],[0,1],[1],[0]]",UNSAT,UNSAT,UNSAT,"[0, 3]",0.018167,0.032793,0.001902,False
700822,6,1,"[1,1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3]",0.054126,0.056681,0.002237,False
700823,2,7,"[1,1]","[1,3,2,3,3,2,1]","[[0,2,3,4,6],[2,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.016902,0.021188,0.001585,False
700824,2,5,"[2,1]","[1,3,3,3,1]","[[1,3],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.012784,0.025255,0.00156,False
700825,6,6,"[2,1,1,2,1,2]","[2,1,2,3,1,3]","[[2,4],[0,1,3,4,5],[1,2,3,4],[1,3],[0,1,2,3,4,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.340797,0.17824,0.005174,False
700826,4,6,"[2,3,1,2]","[3,2,3,1,1,3]","[[0,2,3,4],[0,1,2],[1,2,5],[0,2,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.071436,0.038751,0.002556,False
700827,2,4,"[1,2]","[3,2,2,1]","[[2],[0,1,2,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.011209,0.020461,0.001316,False
700828,5,1,"[1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.021767,0.033149,0.001976,False
700829,3,4,"[3,2,1]","[1,2,1,2]","[[0,1,2,3],[1,2,3],[1,2,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.024588,0.03253,0.001845,False
700830,5,3,"[2,1,1,2,1]","[3,1,2]","[[0,1],[0,2],[0,1,2],[0,1,2],[2]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 4]",0.084108,0.048284,0.003335,False
700831,6,1,"[1,1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3]",0.055438,0.037113,0.001961,False
700832,5,5,"[1,1,1,1,1]","[3,3,1,1,2]","[[0,1,2,3,4],[1,2],[1],[0,1,2,3],[0,2,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.1299,0.037348,0.002521,False
700833,3,4,"[1,1,2]","[3,2,3,2]","[[2],[2],[0,1,2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.026713,0.023321,0.001358,False
700834,5,6,"[3,2,3,1,3]","[3,2,3,1,2,1]","[[0,1,2,3,4,5],[1,2,4,5],[0,3,4,5],[0,1,2,3,4,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.158277,0.077472,0.004162,False
700835,1,5,[3],"[2,2,1,2,2]","[[0,1,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.008449,0.024423,0.001096,False
700836,1,1,[1],[1],[[0]],FEASIBLE,FEASIBLE,FEASIBLE,null,0.002856,0.010975,0.000482,False
700837,7,6,"[1,1,2,2,2,1,1]","[3,2,2,2,1,2]","[[2,3],[0,4,5],[0,1,4,5],[0,1,2,4,5],[1,2,4],[2,3],[1,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.735862,0.055189,0.003655,False
700838,2,6,"[1,1]","[3,3,1,3,1,3]","[[1],[2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.015603,0.017451,0.001122,False
700839,4,6,"[1,1,1,1]","[3,2,1,3,2,1]","[[1,2,4,5],[4],[0,1,2,4,5],[0,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.071975,0.030544,0.00221,False
700840,1,5,[2],"[1,3,1,1,2]","[[1,2,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.005303,0.016325,0.001218,False
700841,6,2,"[1,1,1,1,2,1]","[2,3]","[[0],[0],[0],[1],[0,1],[1]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.044182,0.042891,0.00261,False
700842,4,6,"[2,1,1,2]","[3,2,1,2,3,3]","[[2,4],[0,1,2,3,4,5],[0,2,5],[1,2,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.073032,0.039256,0.002656,False
700843,2,6,"[2,1]","[2,3,1,1,2,3]","[[0,2,4,5],[1,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.01506,0.021911,0.001539,False
700844,2,3,"[1,2]","[3,1,2]","[[0,2],[0,2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.009964,0.018782,0.001102,False
700845,6,5,"[3,1,1,2,2,1]","[1,1,2,2,3]","[[0,1,2,4],[1,3],[1,2,3],[0,1,3,4],[0,2,3],[0,2,4]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 4]",0.240137,0.113677,0.006296,False
700846,1,2,[1],"[2,1]","[[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.004164,0.013176,0.000644,False
700847,1,6,[3],"[1,3,3,1,1,1]","[[0,1,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.005969,0.019888,0.001213,False
700848,5,7,"[3,3,3,1,3]","[3,2,3,3,1,1,1]","[[0,2,3],[0,1,2,3,5,6],[0,1,2,3,4],[6],[0,1,2,3,4,5,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.172342,0.14077,0.003741,False
700849,3,2,"[1,1,1]","[1,3]","[[0],[0,1],[1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.016442,0.020258,0.001167,False
700850,1,3,[2],"[2,3,1]","[[0,1,2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.004151,0.014484,0.001257,False
700851,2,1,"[1,1]",[1],"[[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.005794,0.021717,0.001235,False
700852,2,3,"[2,3]","[3,3,1]","[[0,1],[0,1,2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.010233,0.023878,0.00139,False
700853,6,4,"[3,2,2,1,1,1]","[1,2,2,1]","[[0,1,2,3],[0,1],[0,1,2,3],[0,3],[0,1,2,3],[0,2,3]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.071658,0.067273,0.004871,False
700854,6,4,"[1,1,2,1,1,1]","[1,3,1,1]","[[1],[2],[1,3],[0,3],[1,2,3],[0,2]]",UNSAT,UNSAT,UNSAT,"[1, 2, 3, 5]",0.183278,0.049545,0.00355,False
700855,7,6,"[3,3,1,1,1,2,1]","[1,1,1,3,3,3]","[[0,3,4,5],[2,3,4],[2,3,4,5],[0],[0],[0,1,2,3,4,5],[5]]",UNSAT,UNSAT,UNSAT,"[3, 4]",0.102085,0.082676,0.005224,False
700856,3,7,"[1,1,1]","[1,1,2,2,1,2,2]","[[1,2,3,4,5,6],[3],[0,1,2,3,4,5,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.038474,0.029474,0.002475,False
700857,1,5,[3],"[2,2,1,1,2]","[[0,1,2,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.005114,0.019582,0.001245,False
700858,5,1,"[1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3]",0.035892,0.034362,0.002033,False
700859,7,5,"[1,3,2,2,2,1,1]","[2,2,2,1,2]","[[2],[0,1,2,3,4],[0,3],[0,2,3,4],[0,1,2,3,4],[0,1,2,3,4],[2,4]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 4]",0.428986,0.163921,0.007654,False
700860,5,6,"[1,1,3,1,2]","[1,1,1,3,3,3]","[[1,2,3],[1],[0,2,3,4,5],[0,1,2,3,4],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.152782,0.06315,0.004588,False
700861,4,2,"[1,1,2,2]","[1,1]","[[0,1],[1],[0,1],[0,1]]",UNSAT,UNSAT,UNSAT,"[0, 2]",0.015115,0.036168,0.002977,False
700862,1,5,[3],"[2,1,3,2,2]","[[0,1,2,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.005329,0.019251,0.001421,False
700863,4,1,"[1,1,1,1]",[2],"[[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.016513,0.030001,0.001807,False
700864,5,7,"[2,1,2,2,2]","[1,3,1,2,2,2,1]","[[0,1,2,5],[0,6],[1,3,4,5,6],[1,6],[0,2,3,4,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.177323,0.065415,0.004263,False
700865,7,6,"[1,1,3,1,3,2,2]","[2,1,1,3,2,2]","[[0,1,2,4,5],[0,1,3],[0,1,2,3,4,5],[0,1,4,5],[1,2,3,4,5],[0,1,2,3,4,5],[0,1]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 4, 5, 6]",0.653566,0.093549,0.00743,False
700866,4,4,"[1,1,1,1]","[3,3,3,1]","[[0,2],[3],[2],[0,1,2,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.052316,0.052958,0.001738,False
700867,1,7,[2],"[2,2,1,1,2,1,1]","[[0,2,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.007026,0.018446,0.001132,False
700868,5,7,"[2,3,1,2,3]","[2,2,2,3,2,3,1]","[[3,4,5,6],[0,1,2,3,4,5,6],[0,2,4,5,6],[1,2,4,6],[0,1,2,3,4,5,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.174391,0.060524,0.004018,False
700869,2,4,"[1,1]","[3,2,3,1]","[[0,1,2,3],[2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.011528,0.104585,0.001265,False
700870,5,7,"[3,2,3,1,1]","[2,3,2,3,1,1,2]","[[0,1,2,4,6],[0,1,2,3,4,5,6],[0,2,4,5,6],[2,5],[5,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.171222,0.083438,0.004369,False
700871,3,3,"[1,2,2]","[1,2,2]","[[1,2],[0,1,2],[0,2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.020682,0.035426,0.001995,False
700872,3,2,"[2,1,1]","[3,3]","[[0,1],[0],[1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.016113,0.021352,0.00122,False
700873,6,4,"[1,3,3,1,1,1]","[3,3,2,2]","[[0,2],[1,2,3],[0,1,2,3],[2],[1],[3]]",UNSAT,UNSAT,UNSAT,"[1, 2, 3, 5]",0.182092,0.055343,0.003568,False
700874,3,4,"[1,3,1]","[1,1,1,1]","[[1,2],[0,1,2,3],[0,3]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.024598,0.040356,0.002849,False
700875,2,1,"[1,1]",[3],"[[0],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.005991,0.01472,0.000685,False
700876,1,2,[1],"[2,1]","[[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.00355,0.013157,0.000606,False
700877,2,7,"[2,2]","[1,2,1,1,2,1,3]","[[0,1,2,3,4,5,6],[2,3,4,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.018095,0.028192,0.002539,False
700878,6,7,"[3,2,3,2,1,2]","[3,2,1,2,2,2,2]","[[0,1,2,3,4,5,6],[0,1,2,3,4,5],[0,1,2,3,5,6],[0,4,5],[0],[0,1,2,3,4,5,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.365386,0.104007,0.006324,False
700879,1,2,[1],"[1,2]","[[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.004369,0.012403,0.00065,False
700880,7,1,"[1,1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.011788,0.040768,0.002691,False
700881,4,5,"[3,1,3,1]","[3,2,1,1,1]","[[0,1,2,3,4],[3,4],[0,1,2,3,4],[1,3,4]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3]",0.062071,0.140376,0.004222,False
700882,1,4,[1],"[1,3,3,3]","[[0,1,2,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.004961,0.014574,0.001027,False
700883,7,2,"[2,1,1,1,2,1,1]","[2,1]","[[0,1],[0],[0,1],[0,1],[0,1],[1],[1]]",UNSAT,UNSAT,UNSAT,"[0, 4]",0.022003,0.049947,0.003355,False
700884,4,7,"[2,3,2,2]","[1,3,1,1,1,2,2]","[[0,1,2,3,4,5,6],[0,1,2,3,5,6],[5,6],[3,4,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.082284,0.047325,0.003139,False
700885,6,5,"[1,1,1,2,2,2]","[3,2,1,3,3]","[[0,1,2,3,4],[0,1,2,3],[0,1,4],[0,1,2,3,4],[1,2,3],[3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.27125,0.05159,0.003471,False
700886,3,2,"[1,1,1]","[1,3]","[[0],[0,1],[0]]",UNSAT,UNSAT,UNSAT,"[0, 2]",0.011727,0.028161,0.001797,False
700887,5,7,"[2,2,3,2,3]","[3,3,1,2,1,2,3]","[[1,2],[5,6],[0,1,2,3,4,5,6],[2,3,6],[1,4,5,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.177567,0.054769,0.003376,False
700888,3,1,"[1,1,1]",[3],"[[0],[0],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.011994,0.017778,0.001036,False
700889,4,1,"[1,1,1,1]",[3],"[[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3]",0.02195,0.031038,0.001809,False
700890,4,3,"[1,1,2,1]","[1,3,3]","[[2],[0],[0,2],[2]]",UNSAT,UNSAT,UNSAT,"[1, 2]",0.022244,0.033909,0.002719,False
700891,7,6,"[2,1,3,2,1,2,1]","[3,1,2,1,2,2]","[[1,2,4],[2],[0,1,2,3,4,5],[0,1,2,3,4,5],[3,4],[0,2,3],[1]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 4, 5, 6]",0.653325,0.122627,0.007901,False
700892,2,2,"[1,2]","[2,2]","[[1],[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.008038,0.027709,0.001017,False
700893,5,6,"[1,3,2,1,2]","[2,1,2,1,2,2]","[[4],[1,2,3,4,5],[0,1,3,4],[0],[0,3,4,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.240314,0.064842,0.003842,False
700894,6,4,"[2,1,3,1,2,2]","[1,2,3,3]","[[1,3],[0,3],[0,2,3],[0,1],[0,1,2],[2,3]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 5]",0.148933,0.062753,0.004424,False
700895,4,7,"[3,2,3,3]","[3,3,3,1,3,1,1]","[[1,2,3,5,6],[5,6],[0,1,5],[0,2,3,5,6]]",UNSAT,UNSAT,UNSAT,"[1, 2]",0.042228,0.061914,0.006673,False
700896,4,4,"[2,1,3,2]","[1,1,3,2]","[[1,3],[3],[0,1,2,3],[0,1]]",UNSAT,UNSAT,UNSAT,"[0, 3]",0.024351,0.046326,0.005255,False
700897,4,7,"[3,2,3,3]","[2,3,3,1,2,3,1]","[[0,1,2,3,4,6],[0,1,2,3,4,5,6],[0,1,2,3,4,5,6],[3,4,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.084208,0.073533,0.007637,False
700898,7,7,"[3,2,2,3,1,1,1]","[1,3,1,2,1,1,3]","[[1,3,4,5],[0,1,2,5,6],[3,6],[0,1,2],[0,1,2,3,4,5,6],[5],[1,2,3]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 5, 6]",0.805346,0.145733,0.012843,False
700899,3,2,"[1,1,2]","[3,3]","[[0,1],[0],[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.016825,0.02695,0.002278,False
700900,6,3,"[1,2,1,1,1,1]","[2,2,1]","[[2],[0,1,2],[1],[1,2],[0],[0,2]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3]",0.114702,0.054431,0.005578,False
700901,3,7,"[2,1,2]","[3,2,2,2,1,2,1]","[[0,1],[0,4,6],[0,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.04108,0.02899,0.003075,False
700902,7,2,"[2,1,1,1,1,2,1]","[2,3]","[[0,1],[0],[0],[0,1],[0],[0,1],[1]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.055787,0.160364,0.005965,False
700903,3,2,"[2,1,1]","[2,1]","[[0,1],[0,1],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.015946,0.031566,0.003333,False
700904,1,6,[2],"[2,3,3,3,2,1]","[[0,1,2,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.006247,0.018334,0.001998,False
700905,2,4,"[2,1]","[1,1,3,3]","[[0,1,2],[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.01999,0.028746,0.00281,False
700906,3,4,"[1,1,1]","[2,2,3,2]","[[0],[2],[2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.024297,0.019572,0.001993,False
700907,6,6,"[3,1,2,1,1,3]","[2,2,1,1,1,1]","[[1,2,3,4,5],[0,1,2,3,4],[0,3,4],[1,4,5],[1,3,5],[0,1,2]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 5]",0.208984,0.076636,0.009288,False
