seed,boxes,resources,demands,capacities,reachable,exhaustive_result,python_flow_result,native_flow_result,exhaustive_subset,exhaustive_ms,python_flow_ms,native_flow_ms,mismatch
701127,4,6,"[1,3,2,2]","[2,3,1,3,3,3]","[[2,4],[1,2,3],[0,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.070923,0.049287,0.002861,False
701128,7,4,"[1,1,1,1,1,3,2]","[1,3,3,2]","[[0,1,3],[1],[3],[0,2],[2],[0,1,2,3],[0,1,2,3]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 4, 5, 6]",0.445576,0.064679,0.004635,False
701129,2,2,"[1,2]","[3,1]","[[0],[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.007713,0.021033,0.000885,False
701130,7,6,"[1,2,1,3,3,2,1]","[1,2,1,2,3,2]","[[3],[1,2],[0,5],[1,2,3,5],[0,1,2,3,4,5],[0,2,3],[0,1,5]]",UNSAT,UNSAT,UNSAT,"[0, 1, 3, 5]",0.319444,0.157025,0.005636,False
701131,2,1,"[1,1]",[1],"[[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.005977,0.020958,0.000988,False
701132,4,3,"[1,1,1,2]","[2,2,1]","[[1,2],[2],[0,1],[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.040703,0.026763,0.001576,False
701133,2,5,"[2,1]","[1,1,1,1,3]","[[2,3,4],[1,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.013085,0.020741,0.001404,False
701134,5,3,"[2,3,2,1,2]","[2,2,1]","[[0,1,2],[0,1,2],[1,2],[0,1],[0,1,2]]",UNSAT,UNSAT,UNSAT,"[1, 2]",0.039425,0.053671,0.003448,False
701135,1,2,[1],"[3,1]",[[1]],FEASIBLE,FEASIBLE,FEASIBLE,null,0.003822,0.011272,0.000615,False
701136,5,7,"[2,2,1,2,2]","[3,3,3,3,1,2,1]","[[0,1,2,4,5,6],[1,2],[4],[0,1,3,4,5],[0,1,2,3,4,5,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.170676,0.047291,0.0033,False
701137,6,1,"[1,1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.02874,0.037084,0.001896,False
701138,3,6,"[1,2,1]","[2,2,3,2,1,3]","[[0,1,2,3,4,5],[0,1,2,4],[0,2,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.032651,0.031036,0.002191,False
701139,5,1,"[1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.021686,0.032549,0.001607,False
701140,2,1,"[1,1]",[3],"[[0],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.008292,0.013999,0.000633,False
701141,1,5,[1],"[3,3,3,2,2]",[[2]],FEASIBLE,FEASIBLE,FEASIBLE,null,0.005044,0.012089,0.001329,False
701142,4,7,"[1,1,3,2]","[3,1,3,2,3,2,2]","[[5],[2,4],[0,1,3,5],[1,2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.078854,0.048362,0.002879,False
701143,5,5,"[2,3,1,1,2]","[1,3,2,1,3]","[[0,1],[2,3,4],[4],[1],[0,1]]",UNSAT,UNSAT,UNSAT,"[0, 4]",0.034903,0.132745,0.003199,False
701144,1,6,[1],"[1,1,2,3,2,3]",[[4]],FEASIBLE,FEASIBLE,FEASIBLE,null,0.005871,0.013131,0.000799,False
701145,1,2,[2],"[2,1]","[[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.003393,0.013213,0.000688,False
701146,5,5,"[3,1,1,1,2]","[1,2,2,2,3]","[[0,1,2,3,4],[0,3],[3,4],[2,3],[2,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.124408,0.054408,0.003186,False
701147,5,5,"[3,1,2,1,2]","[1,2,3,3,1]","[[0,1,2,3],[4],[1,2,3,4],[0,1,2,3,4],[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.128424,0.058192,0.003457,False
701148,6,3,"[1,2,1,2,1,1]","[2,3,2]","[[2],[0,1,2],[1,2],[0,1,2],[0,1],[2]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 4, 5]",0.175077,0.052481,0.003681,False
701149,7,7,"[1,1,2,1,1,2,1]","[2,1,1,2,1,2,2]","[[1,2,5,6],[1,2,3,4,5],[0,1,3,4,6],[4],[0],[1,2,3,4,5,6],[4]]",UNSAT,UNSAT,UNSAT,"[3, 6]",0.136186,0.064401,0.004528,False
701150,7,7,"[3,1,2,1,3,2,2]","[3,1,1,2,1,2,2]","[[0,1,4,6],[1,2,4],[1,3,4,5],[0,1,2,3,4,5,6],[1,2,4,5,6],[0,1,2,4,6],[0,1,2,3,4,5,6]]",UNSAT,UNSAT,UNSAT,"[0, 1, 4, 5]",0.379987,0.099381,0.008521,False
701151,5,6,"[2,2,1,1,1]","[3,3,3,3,2,3]","[[2,3],[0,1,2,3,4],[2,4,5],[5],[5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.144403,0.037593,0.002336,False
701152,7,5,"[1,1,3,2,3,1,1]","[1,1,3,2,2]","[[0,1,2,3,4],[4],[0,1,2,4],[1,2],[0,2,3],[0,1,2,3,4],[0,1,2,3,4]]",UNSAT,UNSAT,UNSAT,"[2, 3, 4]",0.21988,0.172335,0.005836,False
701153,5,5,"[2,2,2,2,3]","[3,3,1,1,3]","[[0,1,2],[1,4],[0,2],[0,2],[0,3,4]]",UNSAT,UNSAT,UNSAT,"[2, 3]",0.048874,0.05505,0.003546,False
701154,7,4,"[3,2,1,1,3,3,3]","[2,3,2,3]","[[0,1,2,3],[1,2],[1],[2,3],[1,2,3],[0,1,2,3],[0,2,3]]",UNSAT,UNSAT,UNSAT,"[1, 4, 6]",0.167039,0.120342,0.004925,False
701155,4,3,"[1,1,2,2]","[1,1,2]","[[0,1],[0,1],[0,1,2],[1,2]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.030284,0.041755,0.002735,False
701156,6,6,"[2,1,2,1,1,1]","[3,2,1,3,3,2]","[[0,2,4,5],[0,2,3,4,5],[0,1,2,3,4,5],[3],[2,3],[3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.314615,0.046955,0.003085,False
701157,6,5,"[2,1,1,3,3,2]","[3,3,1,1,1]","[[0,1],[2,3,4],[0,1],[0,1,2,3,4],[0,1,2,4],[0,1,2,3,4]]",UNSAT,UNSAT,UNSAT,"[0, 3, 4, 5]",0.205794,0.073197,0.005243,False
701158,6,6,"[1,2,2,1,3,1]","[2,3,1,3,2,3]","[[0,2,3,4],[3,4],[0,5],[3],[0,1,2,3],[5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.303526,0.048271,0.002826,False
701159,6,1,"[1,1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.02847,0.036834,0.001896,False
701160,4,6,"[2,1,1,1]","[1,2,3,3,2,3]","[[0,1,2,3,4,5],[0,1,2,3,4,5],[1],[4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.069119,0.047716,0.002973,False
701161,2,1,"[1,1]",[2],"[[0],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.006001,0.014022,0.000597,False
701162,6,7,"[1,2,1,3,3,2]","[1,1,2,3,2,3,2]","[[0,2,3,4,6],[0,1,3,4,6],[0,1,3,5,6],[0,1,2,3,4,6],[1,2,5,6],[0,5,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.443856,0.065068,0.004019,False
701163,6,1,"[1,1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.029297,0.038004,0.001698,False
701164,4,2,"[1,1,1,2]","[2,1]","[[1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,UNSAT,"[0, 3]",0.014866,0.035535,0.002255,False
701165,3,7,"[3,3,1]","[1,1,1,1,2,1,3]","[[1,2,3,4,5,6],[2,4,5],[5]]",UNSAT,UNSAT,UNSAT,"[1, 2]",0.032054,0.054145,0.003274,False
701166,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.007186,0.024835,0.00141,False
701167,3,4,"[1,2,3]","[3,1,3,1]","[[0,1,2],[1,2,3],[0,1,2,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.023973,0.031223,0.001876,False
701168,5,5,"[3,1,1,1,3]","[3,2,1,3,1]","[[0,1,2,4],[4],[0,1,3,4],[0,2,3],[0,2,3,4]]",UNSAT,UNSAT,UNSAT,"[0, 1, 4]",0.068601,0.070985,0.005372,False
701169,3,1,"[1,1,1]",[2],"[[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.011001,0.026774,0.001542,False
701170,4,1,"[1,1,1,1]",[2],"[[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.015611,0.029393,0.001598,False
701171,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.006752,0.024026,0.001197,False
701172,7,3,"[1,2,2,1,1,2,1]","[1,2,1]","[[0],[0,1],[0,1,2],[1],[2],[0,2],[1]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.02032,0.051909,0.00365,False
701173,6,5,"[2,1,2,3,2,1]","[3,3,1,3,1]","[[0,1,2,3,4],[0,3,4],[0,1,2,3,4],[0,1,3,4],[0,1,2,3,4],[4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.260233,0.152675,0.004509,False
701174,2,2,"[1,1]","[3,3]","[[0,1],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.007929,0.015002,0.000924,False
701175,2,2,"[2,1]","[3,2]","[[0,1],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.007276,0.016173,0.00097,False
701176,5,7,"[1,2,1,2,1]","[2,3,2,2,3,3,3]","[[0,1,2,3,4,5,6],[0,1,2,3,4,6],[0,2],[3,5,6],[3,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.169231,0.04369,0.003083,False
701177,2,1,"[1,1]",[3],"[[0],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.005889,0.013941,0.000624,False
701178,6,7,"[1,3,1,3,1,2]","[3,2,3,1,3,1,2]","[[2],[0,2,3,4,5,6],[0,2],[0,1,3,4,6],[1,3,6],[0,1,2,4,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.386388,0.056561,0.003597,False
701179,1,6,[2],"[3,2,3,1,1,2]","[[0,2,4,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.006229,0.017518,0.001156,False
701180,6,1,"[1,1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.028283,0.036988,0.001618,False
701181,4,1,"[1,1,1,1]",[1],"[[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.007969,0.028525,0.001394,False
701182,6,5,"[3,3,2,3,1,3]","[2,1,3,1,1]","[[0,2,3,4],[0,1,2,3,4],[0,1,2,3],[0,1,2,4],[3],[0,1,2,3]]",UNSAT,UNSAT,UNSAT,"[0, 1, 3]",0.105958,0.080444,0.005348,False
701183,4,5,"[2,3,2,1]","[2,1,2,1,1]","[[0,1,2,3,4],[0,1,2,4],[0,1,3],[0,1]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3]",0.059003,0.072778,0.004576,False
701184,7,3,"[1,2,1,1,3,3,2]","[3,2,3]","[[0,1,2],[0,2],[1,2],[2],[0,1,2],[0,1,2],[0,1,2]]",UNSAT,UNSAT,UNSAT,"[0, 1, 4, 5]",0.18333,0.148058,0.004283,False
701185,1,2,[1],"[1,2]","[[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.003717,0.011945,0.000591,False
701186,7,6,"[3,3,1,3,1,3,3]","[2,1,3,2,2,3]","[[1,2,3],[1,2,3],[0,2],[2,3,4],[0],[0,1,2,4,5],[0,1,2,3,4,5]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.034625,0.084627,0.005761,False
701187,2,5,"[2,1]","[1,1,3,2,2]","[[0,1,3,4],[1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.013572,0.027965,0.001658,False
701188,3,5,"[2,1,1]","[2,1,2,2,3]","[[3,4],[4],[3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.028392,0.022253,0.001335,False
701189,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.006782,0.024585,0.001063,False
701190,1,4,[2],"[2,2,3,2]","[[0,1,2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.004667,0.015319,0.000886,False
701191,1,1,[1],[1],[[0]],FEASIBLE,FEASIBLE,FEASIBLE,null,0.002489,0.009232,0.000538,False
701192,6,7,"[2,1,2,2,2,1]","[2,2,3,2,1,2,1]","[[0,1,2,3,4,5,6],[3],[0,2,3,4,5,6],[0,2,4,5],[0,1,4,5,6],[2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.369101,0.058828,0.003613,False
701193,1,6,[1],"[3,3,2,1,1,3]","[[0,1,2,4,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.006019,0.016098,0.001075,False
701194,1,3,[2],"[3,1,2]","[[1,2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.003947,0.013606,0.000825,False
701195,1,6,[3],"[3,3,3,1,1,2]","[[1,3,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.005552,0.018359,0.001053,False
701196,5,6,"[1,1,2,3,1]","[1,1,2,3,3,1]","[[0,1,3,5],[0,1,2,3,4,5],[1,4,5],[0,1,2,4,5],[0,3,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.146657,0.061136,0.004079,False
701197,6,5,"[2,3,2,3,2,1]","[2,2,3,2,1]","[[0,1,3],[0,2,3],[1,4],[0,1,2,3,4],[0,1,2,4],[4]]",UNSAT,UNSAT,UNSAT,"[2, 5]",0.065189,0.152243,0.004658,False
701198,6,3,"[1,2,1,2,1,2]","[2,1,1]","[[0,1,2],[1,2],[0,2],[0,1],[0],[0,1,2]]",UNSAT,UNSAT,UNSAT,"[1, 3]",0.033134,0.051662,0.003449,False
701199,1,7,[3],"[3,1,3,2,1,1,2]","[[0,1,3,4,5,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.006381,0.021523,0.001299,False
701200,2,4,"[2,1]","[3,3,1,2]","[[0,1,2,3],[0,1,2,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.011438,0.021754,0.001448,False
701201,1,7,[3],"[3,3,3,3,2,3,2]","[[0,1,2,4,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.006341,0.020098,0.001133,False
701202,3,5,"[1,1,1]","[1,2,2,1,1]","[[0,1,3,4],[0,1,2,3],[1,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.028094,0.027412,0.001804,False
701203,7,5,"[1,3,2,1,2,2,3]","[3,2,3,3,3]","[[4],[1,2,4],[0,1,2,3,4],[0,1,4],[2,4],[0,1,3,4],[0,3,4]]",UNSAT,UNSAT,UNSAT,"[0, 1, 4, 6]",0.286934,0.087921,0.005543,False
701204,6,4,"[2,1,2,1,1,1]","[1,1,3,3]","[[1,2,3],[1,2,3],[1,2],[0],[0,1,2,3],[2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.214496,0.074741,0.003532,False
701205,4,1,"[1,1,1,1]",[1],"[[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.00842,0.029043,0.001504,False
701206,6,7,"[1,3,2,1,1,2]","[3,2,3,3,2,1,2]","[[1,2,4],[0,1,3,4,5,6],[0,1,2,3,4,5,6],[4],[0],[0,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.343712,0.063216,0.004038,False
701207,6,6,"[1,1,3,2,1,2]","[3,3,1,3,2,3]","[[3],[0,1,2,4,5],[0,1,2,5],[1,2,3,4,5],[1,2,3,4,5],[2,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.301884,0.146325,0.004174,False
701208,2,5,"[2,3]","[1,3,2,2,2]","[[1,2,3],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.013272,0.026051,0.001715,False
701209,4,4,"[1,1,2,2]","[3,1,1,1]","[[1],[2],[0,1,2,3],[0,3]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3]",0.05006,0.043418,0.002965,False
701210,3,7,"[1,1,1]","[1,1,3,1,2,1,2]","[[0,1,2,3,5,6],[1,2,3,5],[0,1,2,3,4,5,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.040359,0.032299,0.00262,False
701211,3,5,"[1,2,1]","[1,3,1,3,2]","[[0,1,2,3,4],[0,4],[4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.028586,0.033964,0.002129,False
701212,7,5,"[1,2,1,2,1,1,2]","[2,1,1,1,1]","[[1],[2,3,4],[3],[0,1,2,3,4],[3],[1],[0,1,4]]",UNSAT,UNSAT,UNSAT,"[0, 5]",0.043306,0.062375,0.004605,False
701213,5,7,"[3,1,2,1,3]","[3,3,1,1,3,2,3]","[[0,1,2,5,6],[3,5],[0,2,3,4,6],[0],[0,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.201353,0.060915,0.003634,False
701214,5,6,"[1,1,1,2,2]","[1,3,3,2,1,1]","[[3,4,5],[0,1,2,3,4,5],[0,1,4,5],[1,3,4,5],[0,1,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.158614,0.057961,0.004006,False
701215,1,3,[1],"[1,1,3]",[[0]],FEASIBLE,FEASIBLE,FEASIBLE,null,0.004661,0.012521,0.00068,False
701216,3,5,"[2,2,3]","[3,3,2,2,3]","[[0,1,2,4],[3,4],[0,1,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.028144,0.032498,0.00196,False
701217,1,7,[1],"[2,1,1,3,2,1,1]",[[2]],FEASIBLE,FEASIBLE,FEASIBLE,null,0.006259,0.01776,0.000853,False
701218,6,3,"[1,1,1,1,1,1]","[3,2,3]","[[2],[0,2],[1,2],[2],[0],[0,1,2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.169938,0.177442,0.00201,False
701219,2,6,"[1,2]","[2,2,1,1,1,1]","[[0,1,2,3],[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.014912,0.021624,0.001429,False
701220,5,7,"[1,1,2,2,3]","[3,2,2,3,3,2,2]","[[0,1,2,3,4,5],[0],[2,3,5,6],[0,1,2,3,6],[2,5,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.16938,0.047402,0.003073,False
701221,4,6,"[1,1,1,1]","[1,2,2,3,2,1]","[[0,1,3],[0,1,2,3,4,5],[5],[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.070935,0.031492,0.002184,False
701222,7,6,"[1,2,2,2,2,3,1]","[3,1,2,2,2,2]","[[0],[0,1,2],[0,2,3,4,5],[0,1,5],[0,1,2,4],[0,2,3,5],[4]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 4, 5, 6]",0.634093,0.129051,0.006743,False
701223,2,5,"[3,2]","[2,3,3,1,1]","[[0,1,3,4],[1,2,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.013394,0.026511,0.001688,False
701224,2,4,"[1,1]","[3,3,2,1]","[[0,1,2,3],[0,1,2,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.011154,0.018924,0.00133,False
701225,2,6,"[3,2]","[1,1,3,3,3,3]","[[0,1,2,3,4,5],[0,1,3,4,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.014641,0.03014,0.001916,False
701226,5,6,"[1,1,3,1,2]","[3,3,3,2,2,1]","[[0,1,3,4,5],[0,3],[0,1,2,3,5],[0],[0,3,4,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.143578,0.052517,0.003596,False
701227,1,2,[2],"[3,3]","[[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.003469,0.014628,0.000708,False
701228,5,5,"[1,2,2,3,1]","[2,3,2,3,1]","[[0,2,3,4],[0,1,2,3,4],[1,4],[0,2,3,4],[4]]",UNSAT,UNSAT,UNSAT,"[2, 4]",0.051391,0.065055,0.004359,False
701229,1,2,[1],"[1,3]",[[1]],FEASIBLE,FEASIBLE,FEASIBLE,null,0.088892,0.011117,0.000615,False
701230,1,4,[1],"[1,3,3,2]","[[0,1,2,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.004559,0.013641,0.001014,False
701231,3,1,"[1,1,1]",[2],"[[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.01099,0.025444,0.001375,False
701232,4,5,"[2,2,1,1]","[3,3,1,1,3]","[[0,4],[0,1,2,3,4],[2],[0,1,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.060033,0.033685,0.002248,False
701233,6,2,"[1,1,1,2,2,2]","[3,1]","[[0,1],[0],[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,UNSAT,"[3, 4]",0.036387,0.047161,0.003341,False
701234,5,7,"[2,1,2,1,1]","[1,1,2,1,1,3,3]","[[0,5],[2,6],[0,2,6],[0,3,4,5,6],[0,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.164784,0.041038,0.002824,False
701235,3,7,"[2,3,2]","[1,1,3,2,2,3,1]","[[1,4,5,6],[0,2,6],[2,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.036214,0.03496,0.002028,False
701236,6,3,"[1,1,2,1,2,1]","[2,1,2]","[[0],[0],[0,1,2],[0,2],[0,1],[0,1]]",UNSAT,UNSAT,UNSAT,"[0, 1, 4]",0.059334,0.048464,0.003357,False
701237,4,7,"[1,3,1,1]","[1,1,3,3,1,2,1]","[[3,4,5,6],[1,2,5,6],[3],[5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.077121,0.032865,0.002151,False
701238,5,7,"[1,1,1,1,2]","[2,3,2,1,2,1,2]","[[4],[0,1,2,3,4,5,6],[0,1,2,3,4,5,6],[0,3,4,5,6],[0,1,2,3,4,5,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.18026,0.047859,0.003987,False
701239,6,3,"[1,1,3,1,3,2]","[1,2,2]","[[0,1,2],[2],[0,1,2],[0],[0,1,2],[0,1]]",UNSAT,UNSAT,UNSAT,"[2, 3]",0.039508,0.05349,0.003609,False
701240,7,1,"[1,1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.011775,0.039386,0.002447,False
701241,2,1,"[1,1]",[3],"[[0],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.005862,0.013919,0.000718,False
701242,5,7,"[3,1,2,1,2]","[3,2,2,2,3,1,3]","[[0,1,2,3,6],[2,3],[0,2,3],[6],[1,2,3,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.165513,0.044825,0.002838,False
701243,4,4,"[2,1,1,1]","[3,1,2,2]","[[0,3],[0],[0,1,3],[1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.049641,0.027576,0.001667,False
701244,6,2,"[1,2,2,1,1,1]","[3,2]","[[0,1],[0,1],[0,1],[1],[0,1],[1]]",UNSAT,UNSAT,UNSAT,"[1, 2, 3]",0.061932,0.047325,0.002999,False
701245,5,6,"[1,3,1,3,1]","[3,1,1,2,2,2]","[[3],[0,4,5],[0,3,4],[2,3,4,5],[5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.147359,0.041481,0.002448,False
701246,7,7,"[3,1,1,3,1,1,3]","[3,1,2,2,2,2,2]","[[2,5,6],[5,6],[4],[1,2,3,4,5],[1,3],[0],[0,1,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.868702,0.082385,0.004384,False
701247,6,3,"[1,1,1,3,1,1]","[1,2,3]","[[0,1,2],[0,1],[0],[0,1,2],[0],[1,2]]",UNSAT,UNSAT,UNSAT,"[2, 3]",0.040774,0.069388,0.003756,False
701248,5,5,"[1,1,1,1,2]","[2,3,3,1,2]","[[2,3,4],[0,1,2,3,4],[3],[3],[1,2]]",UNSAT,UNSAT,UNSAT,"[2, 3]",0.049332,0.050849,0.00292,False
701249,5,7,"[2,1,1,2,3]","[2,2,3,2,3,3,2]","[[0,1,2,3,6],[2,5],[1],[0,6],[0,1,4,5,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.169759,0.047083,0.002829,False
701250,5,6,"[2,1,3,2,2]","[2,3,1,1,1,1]","[[1,2,4],[1,2],[0,1,2,3,4,5],[0,1,2,3,4,5],[1,2,3,4]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 4]",0.149085,0.188425,0.00635,False
701251,6,3,"[1,2,3,1,2,2]","[1,2,1]","[[0,1],[0,1],[0,1,2],[2],[0,1],[0,1,2]]",UNSAT,UNSAT,UNSAT,"[1, 2]",0.030962,0.055074,0.00342,False
701252,2,7,"[1,2]","[1,3,2,1,2,3,2]","[[0,1,3,5,6],[1,2,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.017051,0.024831,0.001611,False
701253,6,6,"[2,1,2,1,2,2]","[3,2,3,2,1,3]","[[1,2,3,4,5],[5],[0,1,2,3],[0,1,2,3,4,5],[0,2,3],[0,2,3,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.311159,0.05363,0.003536,False
701254,6,4,"[1,3,3,1,3,1]","[3,3,3,1]","[[0,1],[0,1,2,3],[1,2,3],[2,3],[1,2,3],[0,1,2,3]]",UNSAT,UNSAT,UNSAT,"[2, 4]",0.055918,0.062813,0.004187,False
701255,2,3,"[1,1]","[3,1,1]","[[1,2],[2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.009677,0.016714,0.001017,False
701256,3,3,"[2,2,1]","[2,2,1]","[[0,1,2],[0,1],[1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.020903,0.033778,0.001798,False
701257,3,7,"[2,1,1]","[1,3,3,2,1,2,2]","[[0,1,2,3,4,6],[1,2],[3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.037833,0.027915,0.001835,False
701258,4,3,"[2,1,1,2]","[2,3,2]","[[0,2],[0],[1],[1,2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.040915,0.028207,0.001543,False
701259,5,4,"[1,1,3,3,1]","[3,2,2,3]","[[0,1,2,3],[3],[0,1,2,3],[0,1,2,3],[1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.104554,0.057607,0.003115,False
701260,4,4,"[1,3,3,1]","[1,3,1,3]","[[1,2],[0,1,2,3],[0,2,3],[0,1,2]]",UNSAT,UNSAT,UNSAT,"[1, 2]",0.026198,0.143898,0.003699,False
701261,4,3,"[2,3,1,1]","[3,2,1]","[[0,1],[0,1,2],[0],[1]]",UNSAT,UNSAT,UNSAT,"[0, 1, 3]",0.032651,0.040044,0.002404,False
701262,7,4,"[1,1,1,2,3,1,1]","[3,2,2,3]","[[0,3],[0,1,2,3],[2,3],[0,2],[0,1,2],[0],[1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.455386,0.065969,0.003745,False
