seed,boxes,resources,demands,capacities,reachable,exhaustive_result,flow_result,exhaustive_subset,exhaustive_ms,flow_ms,mismatch
500165,1,3,[2],"[1,3,2]","[[0,2]]",FEASIBLE,FEASIBLE,null,0.004433000,0.015551000,False
500166,5,3,"[2,1,1,1,2]","[2,2,2]","[[0,1,2],[0,1],[0,1,2],[0],[1,2]]",UNSAT,UNSAT,"[0,1,2,3,4]",0.091644000,0.067716000,False
500167,6,6,"[3,2,3,2,2,3]","[3,3,2,3,1,2]","[[0,4,5],[3,5],[1,2,3,4],[0,1,2,3,4,5],[2,3,4,5],[0,1,2,3,4,5]]",UNSAT,UNSAT,"[0,1,2,4,5]",0.328080000,0.179704000,False
500168,3,5,"[1,2,2]","[3,2,1,1,2]","[[0,1,3,4],[2,3],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.030809000,0.030854000,False
500169,2,7,"[3,1]","[2,1,2,3,3,1,2]","[[0,1,2,3,4,5],[2]]",FEASIBLE,FEASIBLE,null,0.018059000,0.026938000,False
500170,5,7,"[2,3,2,1,3]","[3,1,1,1,3,1,1]","[[0,2,3,4,5],[0,1,4,6],[1,2,3,5],[0,1],[0,1,2,3,4,6]]",FEASIBLE,FEASIBLE,null,0.184691000,0.073216000,False
500171,7,5,"[1,2,2,2,3,1,1]","[1,3,1,2,3]","[[4],[0,1,2,3,4],[0,1,2,3,4],[0,1,2,3,4],[1,2,4],[0,1,2,3,4],[1,3]]",UNSAT,UNSAT,"[0,1,2,3,4,5]",0.549815000,0.118596000,False
500172,7,6,"[2,1,1,2,2,3,3]","[2,1,2,1,1,2]","[[1,2,4],[1,4,5],[0,1,2,3,4,5],[0,1,2,4],[0,1,2,3,4,5],[1,3,4,5],[0,1,2,3,4,5]]",UNSAT,UNSAT,"[0,1,5,6]",0.385554000,0.098971000,False
500173,6,7,"[1,3,3,2,1,3]","[1,1,1,1,3,3,1]","[[1,4],[0,1,2,6],[0,1,2,4,6],[0,2,3,5,6],[3],[0,1,3,4,5,6]]",UNSAT,UNSAT,"[1,2]",0.065099000,0.112727000,False
500174,1,2,[1],"[3,3]",[[0]],FEASIBLE,FEASIBLE,null,0.003897000,0.012140000,False
500175,3,3,"[1,1,3]","[1,1,1]","[[1],[2],[0,1,2]]",UNSAT,UNSAT,"[0,2]",0.015571000,0.035347000,False
500176,5,7,"[2,3,1,2,2]","[3,1,3,1,3,1,3]","[[0,1,2,4,5],[0,1,3],[0,2,4,6],[0,1,3,5],[0,1,4,5]]",FEASIBLE,FEASIBLE,null,0.183967000,0.074541000,False
500177,7,6,"[2,1,1,1,1,1,1]","[2,1,3,2,2,3]","[[3,4],[1,2,3],[0,1,2,3,4,5],[3,4],[2,4],[1],[1]]",UNSAT,UNSAT,"[5,6]",0.132251000,0.174664000,False
500178,2,3,"[2,1]","[2,2,1]","[[0,1,2],[0,2]]",FEASIBLE,FEASIBLE,null,0.010558000,0.021324000,False
500179,1,4,[2],"[3,2,3,3]","[[0,1,3]]",FEASIBLE,FEASIBLE,null,0.005116000,0.016355000,False
500180,6,7,"[1,1,1,2,2,2]","[3,3,2,1,2,1,2]","[[5],[5],[1,2,4,5,6],[0,3,5,6],[0,1,2,3,4,5],[1,2,3]]",UNSAT,UNSAT,"[0,1]",0.036800000,0.060638000,False
500181,7,5,"[3,1,1,1,1,1,3]","[1,2,2,1,3]","[[0,1,2,3,4],[0,2,3,4],[0],[0],[0,1],[0,2,3,4],[0,2,3,4]]",UNSAT,UNSAT,"[2,3]",0.076162000,0.102377000,False
500182,7,6,"[1,1,1,2,1,3,2]","[3,2,2,3,3,3]","[[2],[0,1,2,3,4,5],[0,3],[0,1,2,4,5],[1,2,4],[0,1,2,4,5],[0,4]]",FEASIBLE,FEASIBLE,null,0.697724000,0.086154000,False
500183,6,3,"[1,2,2,2,1,1]","[2,2,1]","[[1,2],[0,1,2],[0,1,2],[0,2],[0],[2]]",UNSAT,UNSAT,"[3,5]",0.054399000,0.056151000,False
500184,1,5,[2],"[2,2,3,3,2]","[[0,4]]",FEASIBLE,FEASIBLE,null,0.005771000,0.017276000,False
500185,4,3,"[1,3,1,1]","[3,2,1]","[[2],[0,1,2],[1],[2]]",UNSAT,UNSAT,"[0,1]",0.014936000,0.039299000,False
500186,7,3,"[1,1,2,1,1,2,1]","[1,1,2]","[[0,1],[0,1],[0,1,2],[1],[0,1],[0,2],[2]]",UNSAT,UNSAT,"[0,1,2]",0.083168000,0.062714000,False
500187,2,3,"[1,1]","[3,2,3]","[[1],[0,1]]",FEASIBLE,FEASIBLE,null,0.010189000,0.017677000,False
500188,2,1,"[1,1]",[3],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.006412000,0.014952000,False
500189,5,5,"[2,2,3,1,3]","[2,1,3,2,3]","[[0,1,2,4],[0,1,2,3,4],[0,1,2,3],[0,1,3,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.132033000,0.075394000,False
500190,7,7,"[1,3,1,3,3,1,2]","[3,2,2,1,3,2,3]","[[1],[0,1,2,5,6],[4],[1,3,6],[1,2,4,5],[4,6],[0,1,2,3,5,6]]",FEASIBLE,FEASIBLE,null,0.864705000,0.195240000,False
500191,4,5,"[3,2,2,1]","[2,2,3,2,3]","[[0,1,2,3,4],[1,2,3],[0,1],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.064917000,0.053064000,False
500192,3,1,"[1,1,1]",[3],"[[0],[0],[0]]",FEASIBLE,FEASIBLE,null,0.012027000,0.018900000,False
500193,4,6,"[3,1,3,2]","[3,2,3,2,2,3]","[[0,1,2,3,4,5],[0,1,2,3,4,5],[0,3,4],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.073667000,0.049004000,False
500194,7,4,"[1,1,2,1,1,3,1]","[2,1,1,3]","[[0,1],[1],[0,1,3],[0,2,3],[1],[0,1,2,3],[1]]",UNSAT,UNSAT,"[1,4]",0.053044000,0.084224000,False
500195,3,7,"[1,2,1]","[1,1,3,2,1,2,3]","[[5],[0,1,2,3,4,5,6],[1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.039683000,0.033764000,False
500196,1,7,[3],"[2,1,2,1,3,1,2]","[[0,1,2,3,4,5,6]]",FEASIBLE,FEASIBLE,null,0.006659000,0.023049000,False
500197,3,7,"[2,3,1]","[2,2,3,1,3,3,3]","[[0,1],[0,2,3,4,5],[6]]",FEASIBLE,FEASIBLE,null,0.038069000,0.031489000,False
500198,7,3,"[2,2,1,1,1,3,2]","[2,1,1]","[[0,1,2],[0,1],[0,1],[1],[2],[0,1,2],[0,1]]",UNSAT,UNSAT,"[0,5]",0.031284000,0.058023000,False
500199,6,1,"[1,1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.056473000,0.039381000,False
500200,3,1,"[1,1,1]",[2],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.017047000,0.043199000,False
500201,1,4,[1],"[2,2,2,1]",[[3]],FEASIBLE,FEASIBLE,null,0.005270000,0.015021000,False
500202,5,3,"[1,2,2,1,1]","[1,1,1]","[[2],[0,1,2],[0,1,2],[1,2],[2]]",UNSAT,UNSAT,"[0,4]",0.024348000,0.174349000,False
500203,6,3,"[2,1,1,2,3,2]","[2,2,2]","[[1,2],[0,2],[1],[1,2],[0,1,2],[0,1]]",UNSAT,UNSAT,"[0,2,3]",0.068977000,0.055501000,False
500204,1,7,[1],"[2,3,2,3,3,1,3]",[[4]],FEASIBLE,FEASIBLE,null,0.006543000,0.014339000,False
500205,7,3,"[3,1,1,2,1,1,2]","[3,1,2]","[[0,1,2],[0],[2],[0,1],[0,1],[0,2],[0,1,2]]",UNSAT,UNSAT,"[0,3]",0.026188000,0.060659000,False
500206,5,1,"[1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.022433000,0.033979000,False
500207,5,1,"[1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.035816000,0.035730000,False
500208,5,2,"[1,1,1,1,2]","[3,3]","[[0],[0,1],[0],[0,1],[0,1]]",FEASIBLE,FEASIBLE,null,0.062974000,0.041330000,False
500209,2,5,"[2,1]","[1,1,1,3,2]","[[0,2,3,4],[0,1,3]]",FEASIBLE,FEASIBLE,null,0.013179000,0.022856000,False
500210,2,4,"[1,2]","[1,1,3,2]","[[0],[1,2,3]]",FEASIBLE,FEASIBLE,null,0.011395000,0.019055000,False
500211,1,2,[1],"[2,3]","[[0,1]]",FEASIBLE,FEASIBLE,null,0.003346000,0.011697000,False
500212,6,7,"[1,2,1,3,1,2]","[2,1,3,1,2,2,2]","[[2],[1,2,3,5,6],[3],[0,1,2,4,5,6],[0,1,2,3,4,5,6],[3,4,6]]",FEASIBLE,FEASIBLE,null,0.377354000,0.056039000,False
500213,5,4,"[1,1,2,1,1]","[3,3,2,3]","[[1,3],[2],[0,1,2,3],[0],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.104785000,0.033932000,False
500214,7,4,"[1,3,1,3,1,2,3]","[3,2,3,1]","[[0,1],[0,1,2,3],[0,1,2,3],[0,1,3],[0,1,2,3],[1,2],[1,2,3]]",UNSAT,UNSAT,"[3,6]",0.076895000,0.073541000,False
500215,7,2,"[1,1,2,1,2,1,1]","[2,3]","[[0,1],[0],[0,1],[1],[0,1],[0,1],[0]]",UNSAT,UNSAT,"[1,2,4]",0.093116000,0.150069000,False
500216,6,1,"[1,1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.055091000,0.039088000,False
500217,4,2,"[1,1,1,1]","[2,1]","[[0,1],[1],[0],[1]]",UNSAT,UNSAT,"[1,3]",0.018449000,0.030206000,False
500218,7,7,"[2,1,3,2,1,1,2]","[1,3,1,1,3,1,3]","[[0,1,2,4,5],[1,4],[1,2,3,4,5,6],[0,1,2,3,4,5,6],[1,3,5],[0],[0,2,3]]",FEASIBLE,FEASIBLE,null,0.754764000,0.132981000,False
500219,4,1,"[1,1,1,1]",[3],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.022679000,0.032109000,False
500220,5,5,"[2,1,3,2,2]","[1,1,3,2,1]","[[0,1,2,4],[0,1,2,3,4],[0,1,2,3,4],[0,2,3],[0,2,4]]",UNSAT,UNSAT,"[0,2,3,4]",0.117743000,0.069153000,False
500221,4,7,"[1,2,1,1]","[3,2,3,2,2,3,2]","[[0],[0,1,2,3,4,5,6],[0,1,3,4,5,6],[3]]",FEASIBLE,FEASIBLE,null,0.080912000,0.035092000,False
500222,5,7,"[2,1,1,1,2]","[2,3,3,3,3,3,2]","[[0,2,6],[1,2],[0,3,4,5],[3,4],[0,1,2,3,5]]",FEASIBLE,FEASIBLE,null,0.172778000,0.042047000,False
500223,2,6,"[2,3]","[3,1,1,2,1,2]","[[0,1,2,3,4],[3,4,5]]",FEASIBLE,FEASIBLE,null,0.015289000,0.028436000,False
500224,3,2,"[1,2,1]","[2,2]","[[0],[0,1],[0]]",UNSAT,UNSAT,"[0,1,2]",0.015675000,0.029793000,False
500225,1,3,[1],"[1,2,1]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.004344000,0.013377000,False
500226,5,6,"[1,1,2,2,1]","[1,1,2,2,1,1]","[[0],[1,5],[2,3,4],[0,3,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.174812000,0.047521000,False
500227,1,7,[2],"[3,2,3,1,2,1,3]","[[3,4]]",FEASIBLE,FEASIBLE,null,0.006805000,0.017267000,False
500228,5,6,"[3,3,2,2,1]","[3,1,2,1,1,1]","[[0,1,3,4,5],[0,1,2,3,4,5],[0,2,5],[0,2,3,4],[2,3]]",UNSAT,UNSAT,"[0,1,2,3]",0.123722000,0.190356000,False
500229,6,1,"[1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.010389000,0.037113000,False
500230,5,3,"[1,2,2,1,1]","[3,3,2]","[[0,1,2],[0,1,2],[0,1,2],[0],[2]]",FEASIBLE,FEASIBLE,null,0.086655000,0.046228000,False
500231,4,5,"[1,1,1,2]","[2,3,2,3,2]","[[1],[2,3,4],[0,1,3],[2,4]]",FEASIBLE,FEASIBLE,null,0.062378000,0.030903000,False
500232,2,5,"[2,2]","[1,1,2,1,2]","[[0,1,2,3,4],[0,3]]",FEASIBLE,FEASIBLE,null,0.014009000,0.033645000,False
500233,3,2,"[1,2,1]","[1,3]","[[0],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1]",0.009664000,0.031909000,False
500234,2,7,"[1,1]","[2,2,1,2,3,1,2]","[[0,2,3,4,6],[2,3,5,6]]",FEASIBLE,FEASIBLE,null,0.017630000,0.023381000,False
500235,6,2,"[1,1,1,1,1,2]","[1,2]","[[0],[1],[1],[0],[0],[0,1]]",UNSAT,UNSAT,"[0,3]",0.018376000,0.045670000,False
500236,2,2,"[2,2]","[3,2]","[[0,1],[0,1]]",FEASIBLE,FEASIBLE,null,0.007932000,0.021895000,False
500237,7,4,"[1,3,1,1,2,2,1]","[3,3,1,1]","[[2],[0,1,2,3],[0,1,2,3],[2,3],[0,1,2,3],[0,1],[1]]",UNSAT,UNSAT,"[0,1,3]",0.095635000,0.068623000,False
500238,4,4,"[1,3,1,1]","[3,1,1,1]","[[0,1,2,3],[0,1,3],[3],[0]]",UNSAT,UNSAT,"[1,2]",0.026747000,0.040741000,False
500239,1,1,[1],[2],[[0]],FEASIBLE,FEASIBLE,null,0.006674000,0.011123000,False
500240,4,4,"[2,1,2,1]","[2,3,3,2]","[[0,2,3],[0,3],[1,2,3],[3]]",FEASIBLE,FEASIBLE,null,0.051366000,0.032663000,False
500241,5,4,"[2,1,1,1,1]","[3,3,1,3]","[[0,1,2,3],[1],[0,1,2,3],[3],[3]]",FEASIBLE,FEASIBLE,null,0.181680000,0.041950000,False
500242,4,6,"[1,1,2,1]","[1,3,2,1,2,2]","[[0,1,2,3,4,5],[2,5],[1,2,3,4,5],[2]]",FEASIBLE,FEASIBLE,null,0.074199000,0.160200000,False
500243,6,2,"[2,1,2,2,1,1]","[2,1]","[[0,1],[1],[0,1],[0,1],[0,1],[1]]",UNSAT,UNSAT,"[0,1]",0.015169000,0.064440000,False
500244,7,5,"[1,1,1,1,3,2,1]","[3,3,2,1,2]","[[0],[0,1,3,4],[0,1,2,3,4],[1,3,4],[0,1,2,3,4],[0,1,2,3,4],[4]]",FEASIBLE,FEASIBLE,null,0.574123000,0.064056000,False
500245,2,4,"[1,1]","[2,1,3,3]","[[0,1,2,3],[1,2,3]]",FEASIBLE,FEASIBLE,null,0.011905000,0.020244000,False
500246,4,4,"[1,2,1,3]","[1,2,3,3]","[[0],[1,2],[3],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.053223000,0.034448000,False
500247,5,2,"[1,1,1,1,1]","[1,1]","[[1],[0],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1,2]",0.032710000,0.041436000,False
500248,2,3,"[1,2]","[2,1,3]","[[1,2],[1,2]]",FEASIBLE,FEASIBLE,null,0.010337000,0.027259000,False
500249,7,7,"[1,3,3,3,1,3,2]","[2,3,1,2,1,2,3]","[[1,6],[0,1,2,3,4,5,6],[0,1,2,3,4,5,6],[0,1,2,3,4,5,6],[0,1,2,3,4,5,6],[1,2,5,6],[0,1,3,5,6]]",UNSAT,UNSAT,"[0,1,2,3,5,6]",0.739438000,0.172601000,False
500250,6,4,"[3,2,2,1,1,1]","[1,2,1,3]","[[0,1,2,3],[0,1,3],[0,2,3],[0,3],[1],[1]]",UNSAT,UNSAT,"[0,1,2,3]",0.146878000,0.062622000,False
500251,5,5,"[1,2,1,3,2]","[2,3,1,3,2]","[[0,1,2,3,4],[0,2,3,4],[0,1,2,3],[0,2,3,4],[0,4]]",FEASIBLE,FEASIBLE,null,0.132007000,0.065632000,False
500252,3,2,"[1,1,1]","[3,3]","[[1],[0],[0,1]]",FEASIBLE,FEASIBLE,null,0.016652000,0.026922000,False
500253,3,4,"[1,3,1]","[3,2,3,1]","[[1],[0,1,3],[0]]",FEASIBLE,FEASIBLE,null,0.024905000,0.026733000,False
500254,3,2,"[1,1,1]","[2,2]","[[0],[1],[1]]",FEASIBLE,FEASIBLE,null,0.016687000,0.019680000,False
500255,3,4,"[1,1,2]","[2,2,3,3]","[[2],[2,3],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.024926000,0.025547000,False
500256,6,6,"[2,1,3,3,2,2]","[3,1,3,3,2,2]","[[0,1,5],[1,2,3,5],[0,2,3,5],[1,4,5],[1,2],[0,1,2,3,4,5]]",UNSAT,UNSAT,"[3,4]",0.087353000,0.086900000,False
500257,4,6,"[3,2,3,2]","[3,1,1,1,2,3]","[[0,1,2,3,4,5],[0,1,2,3],[1,2,4,5],[0,1]]",FEASIBLE,FEASIBLE,null,0.073284000,0.081886000,False
500258,3,5,"[3,3,1]","[3,1,2,2,2]","[[0,1,2,3],[0,1,2,3,4],[4]]",FEASIBLE,FEASIBLE,null,0.029834000,0.036082000,False
500259,2,4,"[2,2]","[3,2,3,2]","[[2,3],[0,1,3]]",FEASIBLE,FEASIBLE,null,0.012016000,0.023260000,False
500260,7,4,"[1,2,1,1,2,3,2]","[1,3,1,3]","[[3],[0,3],[0,1,2,3],[3],[0,1,3],[0,1,2,3],[1,2]]",UNSAT,UNSAT,"[1,5,6]",0.180441000,0.084272000,False
500261,6,6,"[1,1,3,1,2,1]","[3,1,3,1,2,1]","[[3],[0,1,2],[0,2,3,4,5],[3],[2,3],[1,2,3,4,5]]",UNSAT,UNSAT,"[0,3]",0.151404000,0.092196000,False
500262,6,6,"[1,2,2,1,1,2]","[2,2,3,1,2,1]","[[2,3,4,5],[0,1,2,3,4,5],[0,1,2,4],[0,1,2],[0,1,2,3,4,5],[0,3,4]]",FEASIBLE,FEASIBLE,null,0.322767000,0.062400000,False
500263,3,5,"[3,2,3]","[2,2,2,2,3]","[[0,2,4],[2,4],[1,3,4]]",FEASIBLE,FEASIBLE,null,0.030440000,0.048866000,False
500264,3,2,"[1,1,1]","[1,2]","[[1],[0],[1]]",FEASIBLE,FEASIBLE,null,0.016934000,0.020345000,False
500265,5,2,"[1,2,1,1,2]","[1,3]","[[0,1],[0,1],[1],[0,1],[0,1]]",UNSAT,UNSAT,"[1,4]",0.024899000,0.153947000,False
500266,7,7,"[3,1,3,1,1,1,1]","[2,1,3,1,2,1,3]","[[1,2,3,4,6],[0,1,4,5],[0,1,3,4,5,6],[1],[2],[3,4],[6]]",FEASIBLE,FEASIBLE,null,0.789376000,0.079513000,False
500267,5,1,"[1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.009798000,0.035063000,False
500268,7,4,"[3,1,2,1,1,1,2]","[3,3,1,1]","[[0,1,2,3],[2],[0,1,2],[0,1,2],[0,1,2,3],[0],[0,2]]",UNSAT,UNSAT,"[1,6]",0.058658000,0.092160000,False
500269,5,5,"[3,1,1,3,2]","[1,1,3,3,2]","[[1,2,3,4],[0,2],[0,1,3,4],[0,1,2,3,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.131660000,0.056037000,False
500270,6,2,"[1,1,1,2,1,1]","[1,1]","[[1],[0,1],[0,1],[0,1],[0,1],[1]]",UNSAT,UNSAT,"[0,3]",0.018881000,0.046969000,False
500271,7,1,"[1,1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.011804000,0.042041000,False
500272,5,2,"[1,1,1,2,2]","[2,1]","[[0,1],[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[3,4]",0.030330000,0.045029000,False
500273,1,4,[3],"[1,3,1,2]","[[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.004945000,0.019904000,False
500274,5,4,"[3,1,1,1,2]","[2,3,3,1]","[[0,1,2,3],[0,1,2,3],[0,1,3],[2],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.110737000,0.043179000,False
500275,4,2,"[1,1,1,1]","[2,3]","[[1],[0],[0],[0]]",UNSAT,UNSAT,"[1,2,3]",0.029582000,0.032700000,False
500276,7,1,"[1,1,1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.087966000,0.045151000,False
500277,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.007564000,0.026558000,False
500278,1,2,[1],"[3,3]",[[1]],FEASIBLE,FEASIBLE,null,0.003813000,0.011675000,False
500279,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.008833000,0.124189000,False
500280,4,1,"[1,1,1,1]",[2],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.016570000,0.031759000,False
500281,2,2,"[2,2]","[1,3]","[[0,1],[0,1]]",UNSAT,UNSAT,"[0,1]",0.008501000,0.029541000,False
500282,2,7,"[1,3]","[1,2,1,2,3,3,3]","[[0,1,2,4],[0,1,2,3,4,5,6]]",FEASIBLE,FEASIBLE,null,0.018476000,0.031293000,False
500283,1,5,[1],"[2,3,1,2,3]",[[4]],FEASIBLE,FEASIBLE,null,0.006580000,0.014984000,False
500284,7,2,"[1,1,1,1,2,1,1]","[3,3]","[[1],[1],[1],[1],[0,1],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.134196000,0.052511000,False
500285,7,3,"[1,1,2,1,1,1,2]","[1,3,1]","[[1,2],[1],[0,2],[1,2],[1],[0],[0,1,2]]",UNSAT,UNSAT,"[2,5]",0.054814000,0.055741000,False
500286,3,2,"[2,2,1]","[3,1]","[[0,1],[0,1],[0]]",UNSAT,UNSAT,"[0,1]",0.009625000,0.034604000,False
500287,5,3,"[1,2,1,2,2]","[2,1,2]","[[0],[0,1,2],[1],[0,1],[0,2]]",UNSAT,UNSAT,"[2,3]",0.034256000,0.063161000,False
500288,5,4,"[1,1,2,2,2]","[2,1,2,1]","[[0],[0,2,3],[0,1,2,3],[1,2],[1,2]]",UNSAT,UNSAT,"[3,4]",0.049228000,0.070689000,False
500289,2,4,"[2,1]","[3,3,1,3]","[[0,1],[0,3]]",FEASIBLE,FEASIBLE,null,0.011648000,0.020702000,False
500290,3,1,"[1,1,1]",[3],"[[0],[0],[0]]",FEASIBLE,FEASIBLE,null,0.011672000,0.018758000,False
500291,4,3,"[3,1,1,2]","[3,1,3]","[[0,1,2],[0,1,2],[2],[0,2]]",FEASIBLE,FEASIBLE,null,0.043214000,0.056064000,False
500292,2,6,"[3,3]","[2,3,3,3,3,1]","[[0,3,4,5],[0,1,2,4,5]]",FEASIBLE,FEASIBLE,null,0.015811000,0.031149000,False
500293,4,6,"[2,1,3,1]","[1,2,2,3,3,3]","[[0,1,2,5],[3],[0,1,4],[1]]",FEASIBLE,FEASIBLE,null,0.073120000,0.049240000,False
500294,5,5,"[1,1,3,1,3]","[1,2,1,1,3]","[[2,3],[0,1,2,3,4],[0,1,2,3],[0,2,3,4],[1,2,3,4]]",UNSAT,UNSAT,"[0,2,4]",0.098180000,0.182831000,False
500295,5,6,"[2,1,2,2,2]","[3,2,3,2,3,1]","[[1,4],[0,1,3,4,5],[1,2,3,4,5],[4,5],[0,2,3,5]]",FEASIBLE,FEASIBLE,null,0.156276000,0.047676000,False
500296,3,3,"[2,1,3]","[1,1,2]","[[0,1,2],[0,1],[0,1,2]]",UNSAT,UNSAT,"[0,2]",0.015041000,0.051982000,False
500297,6,1,"[1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.010924000,0.037868000,False
500298,2,1,"[1,1]",[3],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.006498000,0.015252000,False
500299,5,4,"[1,1,1,1,2]","[2,2,2,2]","[[3],[2,3],[0,1],[1],[0,2,3]]",FEASIBLE,FEASIBLE,null,0.110133000,0.033755000,False
500300,1,1,[1],[2],[[0]],FEASIBLE,FEASIBLE,null,0.008259000,0.020023000,False
500301,6,3,"[1,2,2,1,3,1]","[3,3,1]","[[1],[0,1,2],[0,1,2],[2],[0,1,2],[1]]",UNSAT,UNSAT,"[3,4]",0.049135000,0.062948000,False
500302,1,6,[1],"[1,2,2,3,3,1]",[[4]],FEASIBLE,FEASIBLE,null,0.005779000,0.013978000,False
500303,2,5,"[3,1]","[1,2,3,1,2]","[[0,2,3],[2,3,4]]",FEASIBLE,FEASIBLE,null,0.013378000,0.024915000,False
500304,4,6,"[1,2,2,1]","[1,2,1,2,3,1]","[[1,2,3],[0,1,2,3,4],[0,3,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.070493000,0.041140000,False
500305,7,7,"[1,3,2,2,1,3,1]","[3,1,3,1,3,1,3]","[[6],[0,4,6],[4,6],[0,1,3,4,6],[0,2,3,6],[0,2,3,4],[1,2]]",FEASIBLE,FEASIBLE,null,0.786161000,0.074298000,False
500306,6,6,"[3,3,2,1,1,3]","[3,2,2,3,3,3]","[[0,2,3],[1,3,5],[0,2,4,5],[0,1,2,4,5],[0,2,5],[0,1,2,4,5]]",FEASIBLE,FEASIBLE,null,0.311914000,0.067141000,False
500307,1,3,[1],"[3,2,1]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.004298000,0.153963000,False
500308,3,2,"[2,1,1]","[1,2]","[[0,1],[1],[1]]",UNSAT,UNSAT,"[0,1,2]",0.015753000,0.035052000,False
500309,6,1,"[1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.010213000,0.035700000,False
500310,1,5,[2],"[1,1,2,2,3]","[[0,3]]",FEASIBLE,FEASIBLE,null,0.005196000,0.015552000,False
500311,5,4,"[1,1,1,2,1]","[3,1,2,2]","[[0,2,3],[0],[2,3],[1,2,3],[2]]",FEASIBLE,FEASIBLE,null,0.103551000,0.041643000,False
500312,5,6,"[1,1,1,1,2]","[3,2,3,3,1,1]","[[0],[0,3],[0,2],[0,1,2,3,4],[0,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.142805000,0.037859000,False
500313,7,4,"[2,1,1,3,1,1,1]","[3,1,1,2]","[[0,1],[3],[1],[0,2,3],[0],[2],[1]]",UNSAT,UNSAT,"[0,2]",0.027263000,0.051893000,False
500314,6,3,"[1,3,1,1,2,1]","[3,2,1]","[[2],[0,1,2],[0,1,2],[0,1,2],[0,1,2],[1]]",UNSAT,UNSAT,"[0,1]",0.018590000,0.054218000,False
500315,4,7,"[2,3,3,1]","[2,1,3,3,1,3,1]","[[0,1,2,3,4,5,6],[0,2,6],[0,1,3,4,5,6],[2,6]]",FEASIBLE,FEASIBLE,null,0.099957000,0.052047000,False
500316,4,4,"[1,3,2,3]","[1,2,3,3]","[[0,1,3],[0,1,3],[1,2],[0,1,2,3]]",UNSAT,UNSAT,"[1,2,3]",0.052231000,0.068347000,False
500317,1,5,[3],"[1,3,1,1,1]","[[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.005181000,0.020020000,False
500318,4,7,"[1,1,3,1]","[2,2,2,2,2,3,2]","[[1],[6],[0,2,3,5,6],[2,5]]",FEASIBLE,FEASIBLE,null,0.075267000,0.031149000,False
500319,7,1,"[1,1,1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.036243000,0.040334000,False
500320,3,2,"[2,1,2]","[1,2]","[[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,2]",0.011284000,0.122681000,False
