seed,boxes,resources,demands,capacities,reachable,exhaustive_result,flow_result,exhaustive_subset,exhaustive_ms,flow_ms,mismatch
500165,1,3,[2],"[1,3,2]","[[0,2]]",FEASIBLE,FEASIBLE,null,0.004980000,0.017217000,False
500166,5,3,"[2,1,1,1,2]","[2,2,2]","[[0,1,2],[0,1],[0,1,2],[0],[1,2]]",UNSAT,UNSAT,"[0,1,2,3,4]",0.098595000,0.072403000,False
500167,6,6,"[3,2,3,2,2,3]","[3,3,2,3,1,2]","[[0,4,5],[3,5],[1,2,3,4],[0,1,2,3,4,5],[2,3,4,5],[0,1,2,3,4,5]]",UNSAT,UNSAT,"[0,1,2,4,5]",0.332642000,0.195019000,False
500168,3,5,"[1,2,2]","[3,2,1,1,2]","[[0,1,3,4],[2,3],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.033583000,0.032965000,False
500169,2,7,"[3,1]","[2,1,2,3,3,1,2]","[[0,1,2,3,4,5],[2]]",FEASIBLE,FEASIBLE,null,0.019038000,0.029336000,False
500170,5,7,"[2,3,2,1,3]","[3,1,1,1,3,1,1]","[[0,2,3,4,5],[0,1,4,6],[1,2,3,5],[0,1],[0,1,2,3,4,6]]",FEASIBLE,FEASIBLE,null,0.201521000,0.078215000,False
500171,7,5,"[1,2,2,2,3,1,1]","[1,3,1,2,3]","[[4],[0,1,2,3,4],[0,1,2,3,4],[0,1,2,3,4],[1,2,4],[0,1,2,3,4],[1,3]]",UNSAT,UNSAT,"[0,1,2,3,4,5]",0.614499000,0.128288000,False
500172,7,6,"[2,1,1,2,2,3,3]","[2,1,2,1,1,2]","[[1,2,4],[1,4,5],[0,1,2,3,4,5],[0,1,2,4],[0,1,2,3,4,5],[1,3,4,5],[0,1,2,3,4,5]]",UNSAT,UNSAT,"[0,1,5,6]",0.398578000,0.103607000,False
500173,6,7,"[1,3,3,2,1,3]","[1,1,1,1,3,3,1]","[[1,4],[0,1,2,6],[0,1,2,4,6],[0,2,3,5,6],[3],[0,1,3,4,5,6]]",UNSAT,UNSAT,"[1,2]",0.068621000,0.121163000,False
500174,1,2,[1],"[3,3]",[[0]],FEASIBLE,FEASIBLE,null,0.004085000,0.012953000,False
500175,3,3,"[1,1,3]","[1,1,1]","[[1],[2],[0,1,2]]",UNSAT,UNSAT,"[0,2]",0.016374000,0.037943000,False
500176,5,7,"[2,3,1,2,2]","[3,1,3,1,3,1,3]","[[0,1,2,4,5],[0,1,3],[0,2,4,6],[0,1,3,5],[0,1,4,5]]",FEASIBLE,FEASIBLE,null,0.197699000,0.080765000,False
500177,7,6,"[2,1,1,1,1,1,1]","[2,1,3,2,2,3]","[[3,4],[1,2,3],[0,1,2,3,4,5],[3,4],[2,4],[1],[1]]",UNSAT,UNSAT,"[5,6]",0.189488000,0.198641000,False
500178,2,3,"[2,1]","[2,2,1]","[[0,1,2],[0,2]]",FEASIBLE,FEASIBLE,null,0.011834000,0.023406000,False
500179,1,4,[2],"[3,2,3,3]","[[0,1,3]]",FEASIBLE,FEASIBLE,null,0.005814000,0.018015000,False
500180,6,7,"[1,1,1,2,2,2]","[3,3,2,1,2,1,2]","[[5],[5],[1,2,4,5,6],[0,3,5,6],[0,1,2,3,4,5],[1,2,3]]",UNSAT,UNSAT,"[0,1]",0.041145000,0.067086000,False
500181,7,5,"[3,1,1,1,1,1,3]","[1,2,2,1,3]","[[0,1,2,3,4],[0,2,3,4],[0],[0],[0,1],[0,2,3,4],[0,2,3,4]]",UNSAT,UNSAT,"[2,3]",0.084222000,0.112241000,False
500182,7,6,"[1,1,1,2,1,3,2]","[3,2,2,3,3,3]","[[2],[0,1,2,3,4,5],[0,3],[0,1,2,4,5],[1,2,4],[0,1,2,4,5],[0,4]]",FEASIBLE,FEASIBLE,null,0.775265000,0.093983000,False
500183,6,3,"[1,2,2,2,1,1]","[2,2,1]","[[1,2],[0,1,2],[0,1,2],[0,2],[0],[2]]",UNSAT,UNSAT,"[3,5]",0.060826000,0.061036000,False
500184,1,5,[2],"[2,2,3,3,2]","[[0,4]]",FEASIBLE,FEASIBLE,null,0.006303000,0.018772000,False
500185,4,3,"[1,3,1,1]","[3,2,1]","[[2],[0,1,2],[1],[2]]",UNSAT,UNSAT,"[0,1]",0.017754000,0.044858000,False
500186,7,3,"[1,1,2,1,1,2,1]","[1,1,2]","[[0,1],[0,1],[0,1,2],[1],[0,1],[0,2],[2]]",UNSAT,UNSAT,"[0,1,2]",0.086553000,0.065534000,False
500187,2,3,"[1,1]","[3,2,3]","[[1],[0,1]]",FEASIBLE,FEASIBLE,null,0.011296000,0.019846000,False
500188,2,1,"[1,1]",[3],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.007105000,0.017240000,False
500189,5,5,"[2,2,3,1,3]","[2,1,3,2,3]","[[0,1,2,4],[0,1,2,3,4],[0,1,2,3],[0,1,3,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.151976000,0.089079000,False
500190,7,7,"[1,3,1,3,3,1,2]","[3,2,2,1,3,2,3]","[[1],[0,1,2,5,6],[4],[1,3,6],[1,2,4,5],[4,6],[0,1,2,3,5,6]]",FEASIBLE,FEASIBLE,null,0.876467000,0.208519000,False
500191,4,5,"[3,2,2,1]","[2,2,3,2,3]","[[0,1,2,3,4],[1,2,3],[0,1],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.088771000,0.061302000,False
500192,3,1,"[1,1,1]",[3],"[[0],[0],[0]]",FEASIBLE,FEASIBLE,null,0.013532000,0.021213000,False
500193,4,6,"[3,1,3,2]","[3,2,3,2,2,3]","[[0,1,2,3,4,5],[0,1,2,3,4,5],[0,3,4],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.084067000,0.054795000,False
500194,7,4,"[1,1,2,1,1,3,1]","[2,1,1,3]","[[0,1],[1],[0,1,3],[0,2,3],[1],[0,1,2,3],[1]]",UNSAT,UNSAT,"[1,4]",0.059431000,0.095027000,False
500195,3,7,"[1,2,1]","[1,1,3,2,1,2,3]","[[5],[0,1,2,3,4,5,6],[1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.045172000,0.035960000,False
500196,1,7,[3],"[2,1,2,1,3,1,2]","[[0,1,2,3,4,5,6]]",FEASIBLE,FEASIBLE,null,0.007587000,0.026500000,False
500197,3,7,"[2,3,1]","[2,2,3,1,3,3,3]","[[0,1],[0,2,3,4,5],[6]]",FEASIBLE,FEASIBLE,null,0.044768000,0.057768000,False
500198,7,3,"[2,2,1,1,1,3,2]","[2,1,1]","[[0,1,2],[0,1],[0,1],[1],[2],[0,1,2],[0,1]]",UNSAT,UNSAT,"[0,5]",0.036494000,0.067423000,False
500199,6,1,"[1,1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.066845000,0.045374000,False
500200,3,1,"[1,1,1]",[2],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.019567000,0.047375000,False
500201,1,4,[1],"[2,2,2,1]",[[3]],FEASIBLE,FEASIBLE,null,0.006033000,0.016187000,False
500202,5,3,"[1,2,2,1,1]","[1,1,1]","[[2],[0,1,2],[0,1,2],[1,2],[2]]",UNSAT,UNSAT,"[0,4]",0.028389000,0.195485000,False
500203,6,3,"[2,1,1,2,3,2]","[2,2,2]","[[1,2],[0,2],[1],[1,2],[0,1,2],[0,1]]",UNSAT,UNSAT,"[0,2,3]",0.082177000,0.064444000,False
500204,1,7,[1],"[2,3,2,3,3,1,3]",[[4]],FEASIBLE,FEASIBLE,null,0.007593000,0.016823000,False
500205,7,3,"[3,1,1,2,1,1,2]","[3,1,2]","[[0,1,2],[0],[2],[0,1],[0,1],[0,2],[0,1,2]]",UNSAT,UNSAT,"[0,3]",0.030825000,0.071252000,False
500206,5,1,"[1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.026381000,0.039916000,False
500207,5,1,"[1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.042353000,0.040124000,False
500208,5,2,"[1,1,1,1,2]","[3,3]","[[0],[0,1],[0],[0,1],[0,1]]",FEASIBLE,FEASIBLE,null,0.076442000,0.049674000,False
500209,2,5,"[2,1]","[1,1,1,3,2]","[[0,2,3,4],[0,1,3]]",FEASIBLE,FEASIBLE,null,0.015942000,0.027472000,False
500210,2,4,"[1,2]","[1,1,3,2]","[[0],[1,2,3]]",FEASIBLE,FEASIBLE,null,0.013357000,0.023002000,False
500211,1,2,[1],"[2,3]","[[0,1]]",FEASIBLE,FEASIBLE,null,0.004289000,0.013569000,False
500212,6,7,"[1,2,1,3,1,2]","[2,1,3,1,2,2,2]","[[2],[1,2,3,5,6],[3],[0,1,2,4,5,6],[0,1,2,3,4,5,6],[3,4,6]]",FEASIBLE,FEASIBLE,null,0.427778000,0.066413000,False
500213,5,4,"[1,1,2,1,1]","[3,3,2,3]","[[1,3],[2],[0,1,2,3],[0],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.127209000,0.040403000,False
500214,7,4,"[1,3,1,3,1,2,3]","[3,2,3,1]","[[0,1],[0,1,2,3],[0,1,2,3],[0,1,3],[0,1,2,3],[1,2],[1,2,3]]",UNSAT,UNSAT,"[3,6]",0.094229000,0.088604000,False
500215,7,2,"[1,1,2,1,2,1,1]","[2,3]","[[0,1],[0],[0,1],[1],[0,1],[0,1],[0]]",UNSAT,UNSAT,"[1,2,4]",0.101695000,0.167125000,False
500216,6,1,"[1,1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.068198000,0.051798000,False
500217,4,2,"[1,1,1,1]","[2,1]","[[0,1],[1],[0],[1]]",UNSAT,UNSAT,"[1,3]",0.023658000,0.038185000,False
500218,7,7,"[2,1,3,2,1,1,2]","[1,3,1,1,3,1,3]","[[0,1,2,4,5],[1,4],[1,2,3,4,5,6],[0,1,2,3,4,5,6],[1,3,5],[0],[0,2,3]]",FEASIBLE,FEASIBLE,null,0.922640000,0.137388000,False
500219,4,1,"[1,1,1,1]",[3],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.026112000,0.037695000,False
500220,5,5,"[2,1,3,2,2]","[1,1,3,2,1]","[[0,1,2,4],[0,1,2,3,4],[0,1,2,3,4],[0,2,3],[0,2,4]]",UNSAT,UNSAT,"[0,2,3,4]",0.140564000,0.078956000,False
500221,4,7,"[1,2,1,1]","[3,2,3,2,2,3,2]","[[0],[0,1,2,3,4,5,6],[0,1,3,4,5,6],[3]]",FEASIBLE,FEASIBLE,null,0.096039000,0.041895000,False
500222,5,7,"[2,1,1,1,2]","[2,3,3,3,3,3,2]","[[0,2,6],[1,2],[0,3,4,5],[3,4],[0,1,2,3,5]]",FEASIBLE,FEASIBLE,null,0.204142000,0.048972000,False
500223,2,6,"[2,3]","[3,1,1,2,1,2]","[[0,1,2,3,4],[3,4,5]]",FEASIBLE,FEASIBLE,null,0.018130000,0.039426000,False
500224,3,2,"[1,2,1]","[2,2]","[[0],[0,1],[0]]",UNSAT,UNSAT,"[0,1,2]",0.018438000,0.035646000,False
500225,1,3,[1],"[1,2,1]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.005020000,0.015801000,False
500226,5,6,"[1,1,2,2,1]","[1,1,2,2,1,1]","[[0],[1,5],[2,3,4],[0,3,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.179338000,0.060034000,False
500227,1,7,[2],"[3,2,3,1,2,1,3]","[[3,4]]",FEASIBLE,FEASIBLE,null,0.007900000,0.020022000,False
500228,5,6,"[3,3,2,2,1]","[3,1,2,1,1,1]","[[0,1,3,4,5],[0,1,2,3,4,5],[0,2,5],[0,2,3,4],[2,3]]",UNSAT,UNSAT,"[0,1,2,3]",0.147014000,0.290233000,False
500229,6,1,"[1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.012509000,0.044022000,False
500230,5,3,"[1,2,2,1,1]","[3,3,2]","[[0,1,2],[0,1,2],[0,1,2],[0],[2]]",FEASIBLE,FEASIBLE,null,0.099956000,0.053078000,False
500231,4,5,"[1,1,1,2]","[2,3,2,3,2]","[[1],[2,3,4],[0,1,3],[2,4]]",FEASIBLE,FEASIBLE,null,0.073210000,0.035388000,False
500232,2,5,"[2,2]","[1,1,2,1,2]","[[0,1,2,3,4],[0,3]]",FEASIBLE,FEASIBLE,null,0.015623000,0.038528000,False
500233,3,2,"[1,2,1]","[1,3]","[[0],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1]",0.011088000,0.035896000,False
500234,2,7,"[1,1]","[2,2,1,2,3,1,2]","[[0,2,3,4,6],[2,3,5,6]]",FEASIBLE,FEASIBLE,null,0.020352000,0.026730000,False
500235,6,2,"[1,1,1,1,1,2]","[1,2]","[[0],[1],[1],[0],[0],[0,1]]",UNSAT,UNSAT,"[0,3]",0.021658000,0.048730000,False
500236,2,2,"[2,2]","[3,2]","[[0,1],[0,1]]",FEASIBLE,FEASIBLE,null,0.009448000,0.024730000,False
500237,7,4,"[1,3,1,1,2,2,1]","[3,3,1,1]","[[2],[0,1,2,3],[0,1,2,3],[2,3],[0,1,2,3],[0,1],[1]]",UNSAT,UNSAT,"[0,1,3]",0.129602000,0.082085000,False
500238,4,4,"[1,3,1,1]","[3,1,1,1]","[[0,1,2,3],[0,1,3],[3],[0]]",UNSAT,UNSAT,"[1,2]",0.031091000,0.046999000,False
500239,1,1,[1],[2],[[0]],FEASIBLE,FEASIBLE,null,0.003484000,0.012551000,False
500240,4,4,"[2,1,2,1]","[2,3,3,2]","[[0,2,3],[0,3],[1,2,3],[3]]",FEASIBLE,FEASIBLE,null,0.060494000,0.037291000,False
500241,5,4,"[2,1,1,1,1]","[3,3,1,3]","[[0,1,2,3],[1],[0,1,2,3],[3],[3]]",FEASIBLE,FEASIBLE,null,0.123916000,0.041736000,False
500242,4,6,"[1,1,2,1]","[1,3,2,1,2,2]","[[0,1,2,3,4,5],[2,5],[1,2,3,4,5],[2]]",FEASIBLE,FEASIBLE,null,0.086396000,0.156266000,False
500243,6,2,"[2,1,2,2,1,1]","[2,1]","[[0,1],[1],[0,1],[0,1],[0,1],[1]]",UNSAT,UNSAT,"[0,1]",0.017498000,0.055492000,False
500244,7,5,"[1,1,1,1,3,2,1]","[3,3,2,1,2]","[[0],[0,1,3,4],[0,1,2,3,4],[1,3,4],[0,1,2,3,4],[0,1,2,3,4],[4]]",FEASIBLE,FEASIBLE,null,0.649240000,0.065512000,False
500245,2,4,"[1,1]","[2,1,3,3]","[[0,1,2,3],[1,2,3]]",FEASIBLE,FEASIBLE,null,0.014068000,0.023984000,False
500246,4,4,"[1,2,1,3]","[1,2,3,3]","[[0],[1,2],[3],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.061418000,0.039899000,False
500247,5,2,"[1,1,1,1,1]","[1,1]","[[1],[0],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1,2]",0.042677000,0.050399000,False
500248,2,3,"[1,2]","[2,1,3]","[[1,2],[1,2]]",FEASIBLE,FEASIBLE,null,0.011746000,0.030822000,False
500249,7,7,"[1,3,3,3,1,3,2]","[2,3,1,2,1,2,3]","[[1,6],[0,1,2,3,4,5,6],[0,1,2,3,4,5,6],[0,1,2,3,4,5,6],[0,1,2,3,4,5,6],[1,2,5,6],[0,1,3,5,6]]",UNSAT,UNSAT,"[0,1,2,3,5,6]",0.869140000,0.213578000,False
500250,6,4,"[3,2,2,1,1,1]","[1,2,1,3]","[[0,1,2,3],[0,1,3],[0,2,3],[0,3],[1],[1]]",UNSAT,UNSAT,"[0,1,2,3]",0.169464000,0.083944000,False
500251,5,5,"[1,2,1,3,2]","[2,3,1,3,2]","[[0,1,2,3,4],[0,2,3,4],[0,1,2,3],[0,2,3,4],[0,4]]",FEASIBLE,FEASIBLE,null,0.159336000,0.078050000,False
500252,3,2,"[1,1,1]","[3,3]","[[1],[0],[0,1]]",FEASIBLE,FEASIBLE,null,0.019429000,0.024358000,False
500253,3,4,"[1,3,1]","[3,2,3,1]","[[1],[0,1,3],[0]]",FEASIBLE,FEASIBLE,null,0.029669000,0.030838000,False
500254,3,2,"[1,1,1]","[2,2]","[[0],[1],[1]]",FEASIBLE,FEASIBLE,null,0.019361000,0.022865000,False
500255,3,4,"[1,1,2]","[2,2,3,3]","[[2],[2,3],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.031501000,0.034477000,False
500256,6,6,"[2,1,3,3,2,2]","[3,1,3,3,2,2]","[[0,1,5],[1,2,3,5],[0,2,3,5],[1,4,5],[1,2],[0,1,2,3,4,5]]",UNSAT,UNSAT,"[3,4]",0.103912000,0.102688000,False
500257,4,6,"[3,2,3,2]","[3,1,1,1,2,3]","[[0,1,2,3,4,5],[0,1,2,3],[1,2,4,5],[0,1]]",FEASIBLE,FEASIBLE,null,0.086942000,0.094867000,False
500258,3,5,"[3,3,1]","[3,1,2,2,2]","[[0,1,2,3],[0,1,2,3,4],[4]]",FEASIBLE,FEASIBLE,null,0.035245000,0.041178000,False
500259,2,4,"[2,2]","[3,2,3,2]","[[2,3],[0,1,3]]",FEASIBLE,FEASIBLE,null,0.014122000,0.027393000,False
500260,7,4,"[1,2,1,1,2,3,2]","[1,3,1,3]","[[3],[0,3],[0,1,2,3],[3],[0,1,3],[0,1,2,3],[1,2]]",UNSAT,UNSAT,"[1,5,6]",0.300698000,0.102846000,False
500261,6,6,"[1,1,3,1,2,1]","[3,1,3,1,2,1]","[[3],[0,1,2],[0,2,3,4,5],[3],[2,3],[1,2,3,4,5]]",UNSAT,UNSAT,"[0,3]",0.049275000,0.071566000,False
500262,6,6,"[1,2,2,1,1,2]","[2,2,3,1,2,1]","[[2,3,4,5],[0,1,2,3,4,5],[0,1,2,4],[0,1,2],[0,1,2,3,4,5],[0,3,4]]",FEASIBLE,FEASIBLE,null,0.378708000,0.068958000,False
500263,3,5,"[3,2,3]","[2,2,2,2,3]","[[0,2,4],[2,4],[1,3,4]]",FEASIBLE,FEASIBLE,null,0.035478000,0.041632000,False
500264,3,2,"[1,1,1]","[1,2]","[[1],[0],[1]]",FEASIBLE,FEASIBLE,null,0.019139000,0.022971000,False
500265,5,2,"[1,2,1,1,2]","[1,3]","[[0,1],[0,1],[1],[0,1],[0,1]]",UNSAT,UNSAT,"[1,4]",0.029128000,0.175423000,False
500266,7,7,"[3,1,3,1,1,1,1]","[2,1,3,1,2,1,3]","[[1,2,3,4,6],[0,1,4,5],[0,1,3,4,5,6],[1],[2],[3,4],[6]]",FEASIBLE,FEASIBLE,null,0.949653000,0.092917000,False
500267,5,1,"[1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.011395000,0.040663000,False
500268,7,4,"[3,1,2,1,1,1,2]","[3,3,1,1]","[[0,1,2,3],[2],[0,1,2],[0,1,2],[0,1,2,3],[0],[0,2]]",UNSAT,UNSAT,"[1,6]",0.068877000,0.178338000,False
500269,5,5,"[3,1,1,3,2]","[1,1,3,3,2]","[[1,2,3,4],[0,2],[0,1,3,4],[0,1,2,3,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.157677000,0.064946000,False
500270,6,2,"[1,1,1,2,1,1]","[1,1]","[[1],[0,1],[0,1],[0,1],[0,1],[1]]",UNSAT,UNSAT,"[0,3]",0.022378000,0.053819000,False
500271,7,1,"[1,1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.014006000,0.048684000,False
500272,5,2,"[1,1,1,2,2]","[2,1]","[[0,1],[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[3,4]",0.035794000,0.052007000,False
500273,1,4,[3],"[1,3,1,2]","[[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.006248000,0.024041000,False
500274,5,4,"[3,1,1,1,2]","[2,3,3,1]","[[0,1,2,3],[0,1,2,3],[0,1,3],[2],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.131919000,0.051155000,False
500275,4,2,"[1,1,1,1]","[2,3]","[[1],[0],[0],[0]]",UNSAT,UNSAT,"[1,2,3]",0.035133000,0.038286000,False
500276,7,1,"[1,1,1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.114883000,0.052991000,False
500277,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.008540000,0.030622000,False
500278,1,2,[1],"[3,3]",[[1]],FEASIBLE,FEASIBLE,null,0.004438000,0.013829000,False
500279,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.009394000,0.139433000,False
500280,4,1,"[1,1,1,1]",[2],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.019684000,0.036472000,False
500281,2,2,"[2,2]","[1,3]","[[0,1],[0,1]]",UNSAT,UNSAT,"[0,1]",0.009432000,0.034348000,False
500282,2,7,"[1,3]","[1,2,1,2,3,3,3]","[[0,1,2,4],[0,1,2,3,4,5,6]]",FEASIBLE,FEASIBLE,null,0.020516000,0.035264000,False
500283,1,5,[1],"[2,3,1,2,3]",[[4]],FEASIBLE,FEASIBLE,null,0.006467000,0.015025000,False
500284,7,2,"[1,1,1,1,2,1,1]","[3,3]","[[1],[1],[1],[1],[0,1],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.154395000,0.055549000,False
500285,7,3,"[1,1,2,1,1,1,2]","[1,3,1]","[[1,2],[1],[0,2],[1,2],[1],[0],[0,1,2]]",UNSAT,UNSAT,"[2,5]",0.064928000,0.065134000,False
500286,3,2,"[2,2,1]","[3,1]","[[0,1],[0,1],[0]]",UNSAT,UNSAT,"[0,1]",0.011358000,0.038884000,False
500287,5,3,"[1,2,1,2,2]","[2,1,2]","[[0],[0,1,2],[1],[0,1],[0,2]]",UNSAT,UNSAT,"[2,3]",0.041090000,0.074143000,False
500288,5,4,"[1,1,2,2,2]","[2,1,2,1]","[[0],[0,2,3],[0,1,2,3],[1,2],[1,2]]",UNSAT,UNSAT,"[3,4]",0.059125000,0.082564000,False
500289,2,4,"[2,1]","[3,3,1,3]","[[0,1],[0,3]]",FEASIBLE,FEASIBLE,null,0.013934000,0.024388000,False
500290,3,1,"[1,1,1]",[3],"[[0],[0],[0]]",FEASIBLE,FEASIBLE,null,0.014006000,0.022229000,False
500291,4,3,"[3,1,1,2]","[3,1,3]","[[0,1,2],[0,1,2],[2],[0,2]]",FEASIBLE,FEASIBLE,null,0.050834000,0.039208000,False
500292,2,6,"[3,3]","[2,3,3,3,3,1]","[[0,3,4,5],[0,1,2,4,5]]",FEASIBLE,FEASIBLE,null,0.018842000,0.036518000,False
500293,4,6,"[2,1,3,1]","[1,2,2,3,3,3]","[[0,1,2,5],[3],[0,1,4],[1]]",FEASIBLE,FEASIBLE,null,0.086636000,0.056255000,False
500294,5,5,"[1,1,3,1,3]","[1,2,1,1,3]","[[2,3],[0,1,2,3,4],[0,1,2,3],[0,2,3,4],[1,2,3,4]]",UNSAT,UNSAT,"[0,2,4]",0.097564000,0.199961000,False
500295,5,6,"[2,1,2,2,2]","[3,2,3,2,3,1]","[[1,4],[0,1,3,4,5],[1,2,3,4,5],[4,5],[0,2,3,5]]",FEASIBLE,FEASIBLE,null,0.181675000,0.055582000,False
500296,3,3,"[2,1,3]","[1,1,2]","[[0,1,2],[0,1],[0,1,2]]",UNSAT,UNSAT,"[0,2]",0.017166000,0.060646000,False
500297,6,1,"[1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.012627000,0.044359000,False
500298,2,1,"[1,1]",[3],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.007420000,0.017546000,False
500299,5,4,"[1,1,1,1,2]","[2,2,2,2]","[[3],[2,3],[0,1],[1],[0,2,3]]",FEASIBLE,FEASIBLE,null,0.144017000,0.040118000,False
500300,1,1,[1],[2],[[0]],FEASIBLE,FEASIBLE,null,0.016125000,0.032802000,False
500301,6,3,"[1,2,2,1,3,1]","[3,3,1]","[[1],[0,1,2],[0,1,2],[2],[0,1,2],[1]]",UNSAT,UNSAT,"[3,4]",0.057455000,0.081161000,False
500302,1,6,[1],"[1,2,2,3,3,1]",[[4]],FEASIBLE,FEASIBLE,null,0.006930000,0.018331000,False
500303,2,5,"[3,1]","[1,2,3,1,2]","[[0,2,3],[2,3,4]]",FEASIBLE,FEASIBLE,null,0.015936000,0.030953000,False
500304,4,6,"[1,2,2,1]","[1,2,1,2,3,1]","[[1,2,3],[0,1,2,3,4],[0,3,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.084567000,0.059598000,False
500305,7,7,"[1,3,2,2,1,3,1]","[3,1,3,1,3,1,3]","[[6],[0,4,6],[4,6],[0,1,3,4,6],[0,2,3,6],[0,2,3,4],[1,2]]",FEASIBLE,FEASIBLE,null,0.887164000,0.076490000,False
500306,6,6,"[3,3,2,1,1,3]","[3,2,2,3,3,3]","[[0,2,3],[1,3,5],[0,2,4,5],[0,1,2,4,5],[0,2,5],[0,1,2,4,5]]",FEASIBLE,FEASIBLE,null,0.360374000,0.071067000,False
500307,1,3,[1],"[3,2,1]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.004848000,0.145407000,False
500308,3,2,"[2,1,1]","[1,2]","[[0,1],[1],[1]]",UNSAT,UNSAT,"[0,1,2]",0.018410000,0.035527000,False
500309,6,1,"[1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.011913000,0.041522000,False
500310,1,5,[2],"[1,1,2,2,3]","[[0,3]]",FEASIBLE,FEASIBLE,null,0.006104000,0.018322000,False
500311,5,4,"[1,1,1,2,1]","[3,1,2,2]","[[0,2,3],[0],[2,3],[1,2,3],[2]]",FEASIBLE,FEASIBLE,null,0.122796000,0.048534000,False
500312,5,6,"[1,1,1,1,2]","[3,2,3,3,1,1]","[[0],[0,3],[0,2],[0,1,2,3,4],[0,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.167824000,0.045000000,False
500313,7,4,"[2,1,1,3,1,1,1]","[3,1,1,2]","[[0,1],[3],[1],[0,2,3],[0],[2],[1]]",UNSAT,UNSAT,"[0,2]",0.032345000,0.060755000,False
500314,6,3,"[1,3,1,1,2,1]","[3,2,1]","[[2],[0,1,2],[0,1,2],[0,1,2],[0,1,2],[1]]",UNSAT,UNSAT,"[0,1]",0.021230000,0.064476000,False
500315,4,7,"[2,3,3,1]","[2,1,3,3,1,3,1]","[[0,1,2,3,4,5,6],[0,2,6],[0,1,3,4,5,6],[2,6]]",FEASIBLE,FEASIBLE,null,0.093663000,0.055624000,False
500316,4,4,"[1,3,2,3]","[1,2,3,3]","[[0,1,3],[0,1,3],[1,2],[0,1,2,3]]",UNSAT,UNSAT,"[1,2,3]",0.052756000,0.073908000,False
500317,1,5,[3],"[1,3,1,1,1]","[[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.006173000,0.022994000,False
500318,4,7,"[1,1,3,1]","[2,2,2,2,2,3,2]","[[1],[6],[0,2,3,5,6],[2,5]]",FEASIBLE,FEASIBLE,null,0.095917000,0.037536000,False
500319,7,1,"[1,1,1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.042411000,0.046482000,False
500320,3,2,"[2,1,2]","[1,2]","[[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,2]",0.012982000,0.143611000,False
