run_order,instance,family,scale,variant,noise_percent,variables,clauses,cnf_sha256,expected_result,repetition,timeout_seconds,solver,solver_version,binary_sha256,seed,runtime_ms,status,timed_out,exit_code,peak_rss_kb,conflicts,decisions,propagations,raw_log,benefit_gate_decision,benefit_gate_ms,benefit_gate_reason,boxes_found,fallback_cdcl_ms,fallback_exit_code,fallback_status,fallback_timed_out,fallback_used,final_result,flow_edges,flow_ms,flow_nodes,gate_decision,gate_ms,gate_reason,gate_signals,maximum_flow,recovery_ms,recovery_reason,recovery_status,registry_ms,registry_reason,registry_status,resources_found,structural_result,total_demand,total_lkk_hybrid_ms,witness_file,witness_valid,total_lkk_end_to_end_ms
37,005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,0,144,1097,64dd020aa88c22deea202e06e4dfaa9d932b35f2c9d45fed680663cd8c18c2c2,UNSATISFIABLE,1,5.0,lkk_hybrid,,,1,1220.966265,UNSATISFIABLE,False,0,19240,10,49432,475080,results/phase3/20260816Tphase3candidate02Z/logs/measurements/hybrid/00037__005_overlapping_hall_violation_boundary_low_scale8_noise0__lkk_hybrid__seed1__rep1.log,RUN_LKK,0.009431,"deterministic_accept(signal_count=1097,clauses=1097)",17,569.77478,20,UNSATISFIABLE,False,True,UNSATISFIABLE,0,0.0,0,RUN_LKK,4.056595,monotone_cardinality_signal,"{""estimated_resolution_pairs"":2160,""mirror_pairs"":0,""mixed_clauses"":0,""monotone_negative_clauses"":1080,""monotone_positive_clauses"":17}",,3.219689,fixed_point,COMPLETE,479.670129,family_check_budget,UNKNOWN,0,UNKNOWN,,1079.819255,,False,1220.966265
38,005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,0,144,1097,64dd020aa88c22deea202e06e4dfaa9d932b35f2c9d45fed680663cd8c18c2c2,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,619.849478,UNSATISFIABLE,False,20,3480,10,49432,475080,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00038__005_overlapping_hall_violation_boundary_low_scale8_noise0__cadical__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,0,144,1097,64dd020aa88c22deea202e06e4dfaa9d932b35f2c9d45fed680663cd8c18c2c2,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,166.866472,UNSATISFIABLE,False,20,2452,8422,12151,245912,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00039__005_overlapping_hall_violation_boundary_low_scale8_noise0__kissat__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,0,144,1097,64dd020aa88c22deea202e06e4dfaa9d932b35f2c9d45fed680663cd8c18c2c2,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,2,517.984196,UNSATISFIABLE,False,20,3272,6,41438,398267,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00040__005_overlapping_hall_violation_boundary_low_scale8_noise0__cadical__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,0,144,1097,64dd020aa88c22deea202e06e4dfaa9d932b35f2c9d45fed680663cd8c18c2c2,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,2,217.959106,UNSATISFIABLE,False,20,1924,7581,10588,297832,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00041__005_overlapping_hall_violation_boundary_low_scale8_noise0__kissat__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,0,144,1097,64dd020aa88c22deea202e06e4dfaa9d932b35f2c9d45fed680663cd8c18c2c2,UNSATISFIABLE,1,5.0,lkk_hybrid,,,2,1122.852813,UNSATISFIABLE,False,0,19092,6,41438,398267,results/phase3/20260816Tphase3candidate02Z/logs/measurements/hybrid/00042__005_overlapping_hall_violation_boundary_low_scale8_noise0__lkk_hybrid__seed2__rep1.log,RUN_LKK,0.010101,"deterministic_accept(signal_count=1097,clauses=1097)",17,468.227695,20,UNSATISFIABLE,False,True,UNSATISFIABLE,0,0.0,0,RUN_LKK,4.985694,monotone_cardinality_signal,"{""estimated_resolution_pairs"":2160,""mirror_pairs"":0,""mixed_clauses"":0,""monotone_negative_clauses"":1080,""monotone_positive_clauses"":17}",,3.720827,fixed_point,COMPLETE,434.134243,family_check_budget,UNKNOWN,0,UNKNOWN,,933.917685,,False,1122.852813
43,005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,0,144,1097,64dd020aa88c22deea202e06e4dfaa9d932b35f2c9d45fed680663cd8c18c2c2,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,3,167.225742,UNSATISFIABLE,False,20,1980,7747,10700,231604,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00043__005_overlapping_hall_violation_boundary_low_scale8_noise0__kissat__seed3__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,0,144,1097,64dd020aa88c22deea202e06e4dfaa9d932b35f2c9d45fed680663cd8c18c2c2,UNSATISFIABLE,1,5.0,lkk_hybrid,,,3,1222.407892,UNSATISFIABLE,False,0,19152,4,43991,427994,results/phase3/20260816Tphase3candidate02Z/logs/measurements/hybrid/00044__005_overlapping_hall_violation_boundary_low_scale8_noise0__lkk_hybrid__seed3__rep1.log,RUN_LKK,0.01041,"deterministic_accept(signal_count=1097,clauses=1097)",17,518.961259,20,UNSATISFIABLE,False,True,UNSATISFIABLE,0,0.0,0,RUN_LKK,4.799943,monotone_cardinality_signal,"{""estimated_resolution_pairs"":2160,""mirror_pairs"":0,""mixed_clauses"":0,""monotone_negative_clauses"":1080,""monotone_positive_clauses"":17}",,3.736563,fixed_point,COMPLETE,488.068215,family_check_budget,UNKNOWN,0,UNKNOWN,,1039.701523,,False,1222.407892
45,005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,0,144,1097,64dd020aa88c22deea202e06e4dfaa9d932b35f2c9d45fed680663cd8c18c2c2,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,3,518.431844,UNSATISFIABLE,False,20,3568,4,43991,427994,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00045__005_overlapping_hall_violation_boundary_low_scale8_noise0__cadical__seed3__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,0,180,1549,feaefc6ff68046ee608f459c6688d99d8640db9e7b4c7d255314658080965f50,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,4686.077281,UNSATISFIABLE,False,20,6992,102,368940,3518818,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00046__006_overlapping_hall_violation_boundary_high_scale9_noise0__cadical__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,0,180,1549,feaefc6ff68046ee608f459c6688d99d8640db9e7b4c7d255314658080965f50,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,418.002603,UNSATISFIABLE,False,20,3276,20328,29315,600597,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00047__006_overlapping_hall_violation_boundary_high_scale9_noise0__kissat__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,0,180,1549,feaefc6ff68046ee608f459c6688d99d8640db9e7b4c7d255314658080965f50,UNSATISFIABLE,1,5.0,lkk_hybrid,,,1,5038.299653,TIMEOUT,True,137,1684,,,,results/phase3/20260816Tphase3candidate02Z/logs/measurements/hybrid/00048__006_overlapping_hall_violation_boundary_high_scale9_noise0__lkk_hybrid__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,
49,006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,0,180,1549,feaefc6ff68046ee608f459c6688d99d8640db9e7b4c7d255314658080965f50,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,2,418.572236,UNSATISFIABLE,False,20,3016,17904,27377,546537,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00049__006_overlapping_hall_violation_boundary_high_scale9_noise0__kissat__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,0,180,1549,feaefc6ff68046ee608f459c6688d99d8640db9e7b4c7d255314658080965f50,UNSATISFIABLE,1,5.0,lkk_hybrid,,,2,5038.653052,TIMEOUT,True,137,1724,,,,results/phase3/20260816Tphase3candidate02Z/logs/measurements/hybrid/00050__006_overlapping_hall_violation_boundary_high_scale9_noise0__lkk_hybrid__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,
51,006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,0,180,1549,feaefc6ff68046ee608f459c6688d99d8640db9e7b4c7d255314658080965f50,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,2,4385.610501,UNSATISFIABLE,False,20,7208,22,394508,3674003,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00051__006_overlapping_hall_violation_boundary_high_scale9_noise0__cadical__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,0,180,1549,feaefc6ff68046ee608f459c6688d99d8640db9e7b4c7d255314658080965f50,UNSATISFIABLE,1,5.0,lkk_hybrid,,,3,4435.164522,UNSATISFIABLE,False,0,19476,22,337237,3239857,results/phase3/20260816Tphase3candidate02Z/logs/measurements/hybrid/00052__006_overlapping_hall_violation_boundary_high_scale9_noise0__lkk_hybrid__seed3__rep1.log,RUN_LKK,0.008779,"deterministic_accept(signal_count=1549,clauses=1549)",19,3832.008834,20,UNSATISFIABLE,False,True,UNSATISFIABLE,0,0.0,0,RUN_LKK,5.251552,monotone_cardinality_signal,"{""estimated_resolution_pairs"":3060,""mirror_pairs"":0,""mixed_clauses"":0,""monotone_negative_clauses"":1530,""monotone_positive_clauses"":19}",,5.084955,fixed_point,COMPLETE,417.277736,family_check_budget,UNKNOWN,0,UNKNOWN,,4283.558333,,False,4435.164522
53,006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,0,180,1549,feaefc6ff68046ee608f459c6688d99d8640db9e7b4c7d255314658080965f50,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,3,3834.763715,UNSATISFIABLE,False,20,5912,22,337237,3239857,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00053__006_overlapping_hall_violation_boundary_high_scale9_noise0__cadical__seed3__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,0,180,1549,feaefc6ff68046ee608f459c6688d99d8640db9e7b4c7d255314658080965f50,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,3,420.313604,UNSATISFIABLE,False,20,2740,20905,29125,613282,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00054__006_overlapping_hall_violation_boundary_high_scale9_noise0__kissat__seed3__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,0,55,946,81fd6bd9961b33abf0cf74c0a1740179f87689b3cd424c88f4ec324b14c844be,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,269.818261,UNSATISFIABLE,False,20,2816,13246,20778,374255,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00055__007_capacity2_violation_boundary_low_scale5_noise0__kissat__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,0,55,946,81fd6bd9961b33abf0cf74c0a1740179f87689b3cd424c88f4ec324b14c844be,UNSATISFIABLE,1,5.0,lkk_hybrid,,,1,620.218454,UNSATISFIABLE,False,0,20708,,,,results/phase3/20260816Tphase3candidate02Z/logs/measurements/hybrid/00056__007_capacity2_violation_boundary_low_scale5_noise0__lkk_hybrid__seed1__rep1.log,RUN_LKK,0.009148,"deterministic_accept(signal_count=946,clauses=946)",11,0.0,,NOT_RUN,False,False,UNSATISFIABLE,71,0.207937,18,RUN_LKK,4.549703,monotone_cardinality_signal,"{""estimated_resolution_pairs"":2695,""mirror_pairs"":0,""mixed_clauses"":0,""monotone_negative_clauses"":935,""monotone_positive_clauses"":11}",10,2.628541,fixed_point,COMPLETE,390.742008,sound_exact_r_and_capacity_families,COMPLETE,5,UNSAT,11,446.469875,/work/results/phase3/20260816Tphase3candidate02Z/logs/measurements/witnesses/00056__007_capacity2_violation_boundary_low_scale5_noise0__lkk_hybrid__seed1__rep1.witness.json,True,620.218454
57,007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,0,55,946,81fd6bd9961b33abf0cf74c0a1740179f87689b3cd424c88f4ec324b14c844be,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,721.323577,UNSATISFIABLE,False,20,4788,68,55232,446092,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00057__007_capacity2_violation_boundary_low_scale5_noise0__cadical__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,0,55,946,81fd6bd9961b33abf0cf74c0a1740179f87689b3cd424c88f4ec324b14c844be,UNSATISFIABLE,1,5.0,lkk_hybrid,,,2,670.439613,UNSATISFIABLE,False,0,20720,,,,results/phase3/20260816Tphase3candidate02Z/logs/measurements/hybrid/00058__007_capacity2_violation_boundary_low_scale5_noise0__lkk_hybrid__seed2__rep1.log,RUN_LKK,0.012677,"deterministic_accept(signal_count=946,clauses=946)",11,0.0,,NOT_RUN,False,False,UNSATISFIABLE,71,0.228381,18,RUN_LKK,6.696103,monotone_cardinality_signal,"{""estimated_resolution_pairs"":2695,""mirror_pairs"":0,""mixed_clauses"":0,""monotone_negative_clauses"":935,""monotone_positive_clauses"":11}",10,4.075951,fixed_point,COMPLETE,396.383727,sound_exact_r_and_capacity_families,COMPLETE,5,UNSAT,11,473.265385,/work/results/phase3/20260816Tphase3candidate02Z/logs/measurements/witnesses/00058__007_capacity2_violation_boundary_low_scale5_noise0__lkk_hybrid__seed2__rep1.witness.json,True,670.439613
59,007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,0,55,946,81fd6bd9961b33abf0cf74c0a1740179f87689b3cd424c88f4ec324b14c844be,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,2,1072.161494,UNSATISFIABLE,False,20,4736,12,73860,591599,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00059__007_capacity2_violation_boundary_low_scale5_noise0__cadical__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,0,55,946,81fd6bd9961b33abf0cf74c0a1740179f87689b3cd424c88f4ec324b14c844be,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,2,319.073522,UNSATISFIABLE,False,20,2824,14849,25186,427930,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00060__007_capacity2_violation_boundary_low_scale5_noise0__kissat__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,0,55,946,81fd6bd9961b33abf0cf74c0a1740179f87689b3cd424c88f4ec324b14c844be,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,3,2026.33891,UNSATISFIABLE,False,20,7952,16,98674,766698,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00061__007_capacity2_violation_boundary_low_scale5_noise0__cadical__seed3__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,0,55,946,81fd6bd9961b33abf0cf74c0a1740179f87689b3cd424c88f4ec324b14c844be,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,3,269.235562,UNSATISFIABLE,False,20,2832,14074,21500,405586,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00062__007_capacity2_violation_boundary_low_scale5_noise0__kissat__seed3__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,0,55,946,81fd6bd9961b33abf0cf74c0a1740179f87689b3cd424c88f4ec324b14c844be,UNSATISFIABLE,1,5.0,lkk_hybrid,,,3,619.622167,UNSATISFIABLE,False,0,20848,,,,results/phase3/20260816Tphase3candidate02Z/logs/measurements/hybrid/00063__007_capacity2_violation_boundary_low_scale5_noise0__lkk_hybrid__seed3__rep1.log,RUN_LKK,0.014951,"deterministic_accept(signal_count=946,clauses=946)",11,0.0,,NOT_RUN,False,False,UNSATISFIABLE,71,0.206301,18,RUN_LKK,5.853623,monotone_cardinality_signal,"{""estimated_resolution_pairs"":2695,""mirror_pairs"":0,""mixed_clauses"":0,""monotone_negative_clauses"":935,""monotone_positive_clauses"":11}",10,3.69491,fixed_point,COMPLETE,403.622319,sound_exact_r_and_capacity_families,COMPLETE,5,UNSAT,11,469.084623,/work/results/phase3/20260816Tphase3candidate02Z/logs/measurements/witnesses/00063__007_capacity2_violation_boundary_low_scale5_noise0__lkk_hybrid__seed3__rep1.witness.json,True,619.622167
64,008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,100,528,1892,8cf905634095c0d9e2d622aa86ce5084c4b2682c677eb67a5e32a2577eb1c5f9,UNSATISFIABLE,1,5.0,lkk_hybrid,,,1,671.202158,UNSATISFIABLE,False,0,23068,,,,results/phase3/20260816Tphase3candidate02Z/logs/measurements/hybrid/00064__008_capacity2_violation_noise100_scale5_noise100__lkk_hybrid__seed1__rep1.log,RUN_LKK,0.007022,"deterministic_accept(signal_count=1188,clauses=1892)",11,0.0,,NOT_RUN,False,False,UNSATISFIABLE,71,0.184487,18,RUN_LKK,9.830595,monotone_cardinality_signal,"{""estimated_resolution_pairs"":7080,""mirror_pairs"":0,""mixed_clauses"":704,""monotone_negative_clauses"":1062,""monotone_positive_clauses"":126}",10,5.830565,fixed_point,COMPLETE,406.564473,sound_exact_r_and_capacity_families,COMPLETE,5,UNSAT,11,495.671784,/work/results/phase3/20260816Tphase3candidate02Z/logs/measurements/witnesses/00064__008_capacity2_violation_noise100_scale5_noise100__lkk_hybrid__seed1__rep1.witness.json,True,671.202158
65,008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,100,528,1892,8cf905634095c0d9e2d622aa86ce5084c4b2682c677eb67a5e32a2577eb1c5f9,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,2127.355042,UNSATISFIABLE,False,20,8564,22,96830,740622,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00065__008_capacity2_violation_noise100_scale5_noise100__cadical__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,100,528,1892,8cf905634095c0d9e2d622aa86ce5084c4b2682c677eb67a5e32a2577eb1c5f9,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,218.134274,UNSATISFIABLE,False,20,2752,9859,19705,297201,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00066__008_capacity2_violation_noise100_scale5_noise100__kissat__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,100,528,1892,8cf905634095c0d9e2d622aa86ce5084c4b2682c677eb67a5e32a2577eb1c5f9,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,2,1624.043836,UNSATISFIABLE,False,20,6748,6,85887,675400,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00067__008_capacity2_violation_noise100_scale5_noise100__cadical__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,100,528,1892,8cf905634095c0d9e2d622aa86ce5084c4b2682c677eb67a5e32a2577eb1c5f9,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,2,217.755606,UNSATISFIABLE,False,20,2924,10701,20617,318583,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00068__008_capacity2_violation_noise100_scale5_noise100__kissat__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,100,528,1892,8cf905634095c0d9e2d622aa86ce5084c4b2682c677eb67a5e32a2577eb1c5f9,UNSATISFIABLE,1,5.0,lkk_hybrid,,,2,670.544994,UNSATISFIABLE,False,0,23036,,,,results/phase3/20260816Tphase3candidate02Z/logs/measurements/hybrid/00069__008_capacity2_violation_noise100_scale5_noise100__lkk_hybrid__seed2__rep1.log,RUN_LKK,0.014518,"deterministic_accept(signal_count=1188,clauses=1892)",11,0.0,,NOT_RUN,False,False,UNSATISFIABLE,71,0.167816,18,RUN_LKK,9.610176,monotone_cardinality_signal,"{""estimated_resolution_pairs"":7080,""mirror_pairs"":0,""mixed_clauses"":704,""monotone_negative_clauses"":1062,""monotone_positive_clauses"":126}",10,6.586565,fixed_point,COMPLETE,438.29854,sound_exact_r_and_capacity_families,COMPLETE,5,UNSAT,11,523.72413,/work/results/phase3/20260816Tphase3candidate02Z/logs/measurements/witnesses/00069__008_capacity2_violation_noise100_scale5_noise100__lkk_hybrid__seed2__rep1.witness.json,True,670.544994
70,008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,100,528,1892,8cf905634095c0d9e2d622aa86ce5084c4b2682c677eb67a5e32a2577eb1c5f9,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,3,319.180014,UNSATISFIABLE,False,20,2916,12790,23122,451637,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00070__008_capacity2_violation_noise100_scale5_noise100__kissat__seed3__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,100,528,1892,8cf905634095c0d9e2d622aa86ce5084c4b2682c677eb67a5e32a2577eb1c5f9,UNSATISFIABLE,1,5.0,lkk_hybrid,,,3,720.318539,UNSATISFIABLE,False,0,23088,,,,results/phase3/20260816Tphase3candidate02Z/logs/measurements/hybrid/00071__008_capacity2_violation_noise100_scale5_noise100__lkk_hybrid__seed3__rep1.log,RUN_LKK,0.009809,"deterministic_accept(signal_count=1188,clauses=1892)",11,0.0,,NOT_RUN,False,False,UNSATISFIABLE,71,0.228892,18,RUN_LKK,9.061508,monotone_cardinality_signal,"{""estimated_resolution_pairs"":7080,""mirror_pairs"":0,""mixed_clauses"":704,""monotone_negative_clauses"":1062,""monotone_positive_clauses"":126}",10,6.99013,fixed_point,COMPLETE,482.178716,sound_exact_r_and_capacity_families,COMPLETE,5,UNSAT,11,583.531778,/work/results/phase3/20260816Tphase3candidate02Z/logs/measurements/witnesses/00071__008_capacity2_violation_noise100_scale5_noise100__lkk_hybrid__seed3__rep1.witness.json,True,720.318539
72,008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,100,528,1892,8cf905634095c0d9e2d622aa86ce5084c4b2682c677eb67a5e32a2577eb1c5f9,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,3,1323.651403,UNSATISFIABLE,False,20,6812,4,60555,468108,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00072__008_capacity2_violation_noise100_scale5_noise100__cadical__seed3__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,009_hidden_pigeonhole_visible_noise0_scale9_noise0.cnf,hidden_pigeonhole,9,visible_noise0,0,657,1134,d0c30ee9db160cd8909edf36e5530ff51a3f890d47498130ca08413f55adedd4,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,418.159069,UNSATISFIABLE,False,20,3508,2,45648,401805,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00073__009_hidden_pigeonhole_visible_noise0_scale9_noise0__cadical__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
