seed,boxes,resources,demands,capacities,reachable,exhaustive_result,flow_result,exhaustive_subset,exhaustive_ms,flow_ms,maximum_flow,total_demand,flow_nodes,flow_edges,mismatch
300156,5,2,"[1,1,2,1,1]","[1,2]","[[0,1],[0,1],[0,1],[0,1],[0]]",UNSAT,UNSAT,"[2,4]",0.025553000,0.050579000,3,6,9,16,False
300157,3,4,"[1,3,1]","[3,3,2,3]","[[0,1,2],[0,1,2],[0,2]]",FEASIBLE,FEASIBLE,null,0.023159000,0.101597000,5,5,9,15,False
300158,3,2,"[1,1,1]","[3,2]","[[1],[0,1],[0]]",FEASIBLE,FEASIBLE,null,0.014754000,0.018420000,3,3,7,9,False
300159,5,2,"[1,2,2,1,2]","[2,2]","[[0],[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1,2]",0.029315000,0.042341000,4,8,9,16,False
300160,3,4,"[3,1,3]","[1,2,3,1]","[[0,1,2,3],[0,2],[0,2,3]]",UNSAT,UNSAT,"[0,2]",0.016530000,0.039780000,6,7,9,16,False
300161,6,4,"[2,1,2,1,3,1]","[2,3,3,1]","[[0,3],[0],[0,1],[0,1],[0,1,2,3],[2]]",UNSAT,UNSAT,"[0,1,2]",0.066025000,0.052763000,8,10,12,22,False
300162,4,5,"[2,1,2,2]","[1,3,3,3,3]","[[0,1,2,3,4],[2,4],[0,1,2,3,4],[0,3,4]]",FEASIBLE,FEASIBLE,null,0.058508000,0.037653000,7,7,11,24,False
300163,4,2,"[1,1,2,1]","[1,2]","[[0,1],[0],[0,1],[1]]",UNSAT,UNSAT,"[1,2]",0.016144000,0.034779000,3,5,8,12,False
300164,1,3,[1],"[1,1,3]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.004226000,0.013601000,1,1,6,7,False
300165,1,2,[1],"[3,2]",[[1]],FEASIBLE,FEASIBLE,null,0.003600000,0.010557000,1,1,5,4,False
300166,1,2,[2],"[1,2]","[[0,1]]",FEASIBLE,FEASIBLE,null,0.003327000,0.012381000,2,2,5,5,False
300167,2,5,"[2,1]","[3,2,1,3,3]","[[1,3],[0,1,2,4]]",FEASIBLE,FEASIBLE,null,0.012836000,0.020839000,3,3,9,13,False
300168,4,3,"[1,2,3,2]","[2,3,1]","[[0,1],[0,1,2],[0,1,2],[1,2]]",UNSAT,UNSAT,"[2,3]",0.025271000,0.043804000,6,8,9,17,False
300169,2,3,"[1,1]","[2,2,3]","[[2],[1]]",FEASIBLE,FEASIBLE,null,0.009434000,0.014908000,2,2,7,7,False
300170,2,1,"[1,1]",[1],"[[0],[0]]",UNSAT,UNSAT,"[0,1]",0.006039000,0.020066000,1,2,5,5,False
300171,2,3,"[1,2]","[2,3,3]","[[0,1,2],[0,1]]",FEASIBLE,FEASIBLE,null,0.009430000,0.018163000,3,3,7,10,False
300172,5,5,"[1,1,2,1,1]","[3,2,2,1,1]","[[0],[0,1,2,3,4],[0,2,3,4],[0,1,2,3,4],[4]]",FEASIBLE,FEASIBLE,null,0.121658000,0.037863000,6,6,12,26,False
300173,4,3,"[1,2,1,3]","[1,2,1]","[[1],[1,2],[1],[0,1,2]]",UNSAT,UNSAT,"[1,3]",0.022873000,0.113296000,4,7,9,14,False
300174,1,3,[3],"[1,1,2]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.004020000,0.016372000,3,3,6,7,False
300175,6,6,"[2,2,1,3,1,1]","[2,1,1,1,3,1]","[[0,2,3,4,5],[0,2,3,5],[1,3,4,5],[0,2,3],[0,1,2,3,4],[2]]",UNSAT,UNSAT,"[3,5]",0.099215000,0.087332000,8,10,14,34,False
300176,2,2,"[1,1]","[2,2]","[[0,1],[0]]",FEASIBLE,FEASIBLE,null,0.007621000,0.014971000,2,2,6,7,False
300177,1,2,[1],"[1,2]",[[0]],FEASIBLE,FEASIBLE,null,0.003425000,0.010683000,1,1,5,4,False
300178,1,2,[1],"[1,2]","[[0,1]]",FEASIBLE,FEASIBLE,null,0.003321000,0.010702000,1,1,5,5,False
300179,3,4,"[1,2,2]","[1,1,3,1]","[[1],[0,1,2,3],[0,2]]",FEASIBLE,FEASIBLE,null,0.022973000,0.034557000,5,5,9,14,False
300180,2,6,"[1,1]","[1,3,3,1,2,2]","[[0,1,2,3,4,5],[2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.014435000,0.021277000,2,2,10,18,False
300181,6,4,"[1,3,1,1,1,1]","[1,3,2,3]","[[1],[1,2,3],[0,1,2,3],[0],[1,2],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.205058000,0.057337000,8,8,12,25,False
300182,6,1,"[1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.009984000,0.033984000,1,6,9,13,False
300183,1,6,[1],"[2,3,1,3,1,1]",[[2]],FEASIBLE,FEASIBLE,null,0.005770000,0.012524000,1,1,9,8,False
300184,4,1,"[1,1,1,1]",[3],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.020866000,0.028462000,3,4,7,9,False
300185,5,4,"[3,1,1,3,3]","[2,2,3,1]","[[0,1,2],[1],[3],[0,2,3],[0,1,3]]",UNSAT,UNSAT,"[2,3]",0.039911000,0.048870000,7,11,11,20,False
300186,4,2,"[1,1,1,2]","[1,2]","[[0,1],[1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1,3]",0.023721000,0.033828000,3,5,8,13,False
300187,4,4,"[2,1,1,1]","[3,3,3,3]","[[0,1],[0,1,2,3],[2,3],[2]]",FEASIBLE,FEASIBLE,null,0.048657000,0.028263000,5,5,10,17,False
300188,3,3,"[1,1,1]","[1,2,3]","[[0,1,2],[0,2],[1]]",FEASIBLE,FEASIBLE,null,0.019516000,0.022464000,3,3,8,12,False
300189,4,2,"[2,1,1,2]","[1,1]","[[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1]",0.010379000,0.112201000,2,6,8,14,False
300190,4,2,"[1,1,2,1]","[2,1]","[[0,1],[0],[0,1],[0]]",UNSAT,UNSAT,"[0,1,2]",0.021454000,0.032743000,3,5,8,12,False
300191,2,4,"[2,1]","[1,3,3,2]","[[0,2],[3]]",FEASIBLE,FEASIBLE,null,0.010932000,0.017596000,3,3,8,9,False
300192,1,2,[1],"[1,2]",[[1]],FEASIBLE,FEASIBLE,null,0.003436000,0.010253000,1,1,5,4,False
300193,2,4,"[2,2]","[1,2,3,1]","[[0,1,3],[0,2,3]]",FEASIBLE,FEASIBLE,null,0.010624000,0.022436000,4,4,8,12,False
300194,6,2,"[2,1,2,1,1,2]","[1,1]","[[0,1],[1],[0,1],[1],[0],[0,1]]",UNSAT,UNSAT,"[0,1]",0.013696000,0.041218000,2,9,10,17,False
300195,3,5,"[3,2,1]","[2,3,3,2,1]","[[0,1,2,3,4],[0,1,2,3,4],[1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.027766000,0.032169000,6,6,10,22,False
300196,5,3,"[3,3,2,3,2]","[1,1,1]","[[0,1,2],[0,1,2],[0,2],[0,1,2],[0,1,2]]",UNSAT,UNSAT,"[0,1]",0.015045000,0.047473000,3,13,10,22,False
300197,5,5,"[2,3,2,3,2]","[1,2,1,2,1]","[[1,3],[0,1,2],[0,1,2,3],[1,2,3,4],[0,1]]",UNSAT,UNSAT,"[1,4]",0.048053000,0.062202000,7,12,12,25,False
300198,3,2,"[1,1,1]","[3,2]","[[1],[1],[0]]",FEASIBLE,FEASIBLE,null,0.016181000,0.018921000,3,3,7,8,False
300199,2,4,"[3,2]","[3,2,3,3]","[[0,1,2,3],[0,1]]",FEASIBLE,FEASIBLE,null,0.011804000,0.025062000,5,5,8,12,False
300200,6,6,"[1,1,1,1,1,1]","[2,3,1,1,3,3]","[[0,1,2,3,4,5],[0,3,5],[3,4],[1,3,4,5],[1,4],[0]]",FEASIBLE,FEASIBLE,null,0.297366000,0.061856000,6,6,14,30,False
300201,2,5,"[3,2]","[1,2,3,3,1]","[[0,1,2,3,4],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.013383000,0.033411000,5,5,9,15,False
300202,6,2,"[1,1,1,2,2,1]","[3,2]","[[0],[0,1],[0],[0,1],[0,1],[0]]",UNSAT,UNSAT,"[0,1,3,4]",0.084594000,0.052686000,5,8,10,17,False
300203,2,3,"[1,2]","[3,1,2]","[[1],[1,2]]",UNSAT,UNSAT,"[0,1]",0.009343000,0.025192000,2,3,7,8,False
300204,2,3,"[1,1]","[1,1,1]","[[0],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.108231000,0.018100000,2,2,7,9,False
300205,5,6,"[2,3,3,1,1]","[2,3,2,2,2,1]","[[1,2,3,4],[0,1,2,3,5],[0,1,5],[0,3],[0,1,3,4]]",FEASIBLE,FEASIBLE,null,0.141745000,0.064733000,10,10,13,29,False
300206,5,3,"[1,1,1,1,2]","[1,2,3]","[[0,1,2],[0,1,2],[2],[2],[0,2]]",FEASIBLE,FEASIBLE,null,0.080943000,0.041694000,6,6,10,18,False
300207,1,1,[1],[1],[[0]],FEASIBLE,FEASIBLE,null,0.002946000,0.010423000,1,1,4,3,False
300208,4,1,"[1,1,1,1]",[2],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.015275000,0.029729000,2,4,7,9,False
300209,6,6,"[3,3,2,3,2,2]","[3,2,1,2,3,3]","[[0,1,2,3],[0,3,4,5],[0,1,2,3,4,5],[0,1,2,3,4,5],[0,1,2,3,4,5],[0,1,2,3]]",UNSAT,UNSAT,"[0,1,2,3,4,5]",0.312927000,0.117717000,14,15,14,42,False
300210,6,4,"[2,2,1,1,3,1]","[1,3,1,1]","[[0,1,2],[0,1,2],[0],[0,1,2],[0,1,2,3],[2]]",UNSAT,UNSAT,"[0,1,2]",0.066871000,0.056221000,6,10,12,25,False
300211,1,6,[3],"[3,3,1,1,2,3]","[[1,2,5]]",FEASIBLE,FEASIBLE,null,0.005828000,0.018298000,3,3,9,10,False
300212,1,4,[1],"[3,2,2,1]","[[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.004562000,0.013618000,1,1,7,9,False
300213,6,4,"[1,1,2,1,3,1]","[1,2,1,2]","[[1],[2],[1,2],[0,3],[0,2,3],[0,1,2,3]]",UNSAT,UNSAT,"[1,2]",0.036692000,0.054032000,6,9,12,23,False
300214,1,3,[2],"[1,2,3]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.004046000,0.014387000,2,2,6,7,False
300215,2,5,"[1,1]","[2,1,3,1,3]","[[4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.013144000,0.019290000,2,2,9,13,False
300216,2,3,"[1,1]","[1,1,2]","[[0],[1]]",FEASIBLE,FEASIBLE,null,0.009065000,0.014629000,2,2,7,7,False
300217,4,6,"[1,1,1,3]","[2,2,2,1,3,1]","[[4],[0,3,5],[4],[1,4,5]]",FEASIBLE,FEASIBLE,null,0.067771000,0.031315000,6,6,12,18,False
300218,1,2,[1],"[3,3]",[[0]],FEASIBLE,FEASIBLE,null,0.003467000,0.101840000,1,1,5,4,False
300219,1,1,[1],[2],[[0]],FEASIBLE,FEASIBLE,null,0.002686000,0.009696000,1,1,4,3,False
300220,3,4,"[1,2,2]","[2,3,1,2]","[[3],[0,2,3],[0,3]]",FEASIBLE,FEASIBLE,null,0.023393000,0.025199000,5,5,9,13,False
300221,2,6,"[1,2]","[2,1,2,2,1,2]","[[4],[2,4]]",UNSAT,UNSAT,"[0,1]",0.014489000,0.026923000,2,3,10,11,False
300222,5,3,"[1,1,3,1,1]","[3,3,1]","[[1,2],[2],[0,1,2],[0,1],[0]]",UNSAT,UNSAT,"[1,2]",0.024941000,0.041132000,6,7,10,17,False
300223,1,4,[1],"[2,3,2,1]","[[1,3]]",FEASIBLE,FEASIBLE,null,0.004667000,0.012610000,1,1,7,7,False
300224,1,5,[3],"[3,1,3,3,3]","[[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.005019000,0.017576000,3,3,8,10,False
300225,5,3,"[1,1,3,1,1]","[3,1,1]","[[0,2],[0],[0,1,2],[0,1],[1]]",UNSAT,UNSAT,"[2,4]",0.033583000,0.043465000,5,7,10,17,False
300226,5,1,"[1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.009125000,0.031004000,1,5,8,11,False
300227,4,3,"[1,1,1,1]","[1,1,2]","[[0,2],[1,2],[0,1,2],[1]]",FEASIBLE,FEASIBLE,null,0.039360000,0.036843000,4,4,9,15,False
300228,4,2,"[1,1,1,1]","[2,3]","[[1],[1],[0],[0,1]]",FEASIBLE,FEASIBLE,null,0.030029000,0.022458000,4,4,8,11,False
300229,4,1,"[1,1,1,1]",[1],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.008283000,0.026774000,1,4,7,9,False
300230,2,1,"[1,1]",[1],"[[0],[0]]",UNSAT,UNSAT,"[0,1]",0.005710000,0.020058000,1,2,5,5,False
300231,5,3,"[1,2,3,1,1]","[2,2,1]","[[1],[0,1,2],[0,1,2],[0,1],[1]]",UNSAT,UNSAT,"[0,1,2]",0.039678000,0.044249000,5,8,10,18,False
300232,4,5,"[2,1,3,2]","[3,2,1,2,2]","[[0,1,2,3,4],[3],[0,3,4],[1,2,4]]",FEASIBLE,FEASIBLE,null,0.057526000,0.034566000,8,8,11,21,False
300233,5,4,"[1,1,1,1,1]","[3,3,2,3]","[[0],[1],[0],[0,1,2,3],[3]]",FEASIBLE,FEASIBLE,null,0.098838000,0.027429000,5,5,11,17,False
300234,4,4,"[2,1,3,1]","[3,2,2,2]","[[0,1,2,3],[2,3],[0,1,2,3],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.047672000,0.108295000,7,7,10,22,False
300235,5,5,"[3,1,1,3,1]","[1,3,3,3,1]","[[0,2,3,4],[0,1,2,3,4],[1],[0,1,2,3,4],[4]]",FEASIBLE,FEASIBLE,null,0.122634000,0.043181000,9,9,12,26,False
300236,1,3,[2],"[1,2,3]","[[0,2]]",FEASIBLE,FEASIBLE,null,0.004023000,0.014274000,2,2,6,6,False
300237,2,4,"[1,2]","[1,3,1,2]","[[0,1,2,3],[1,2]]",FEASIBLE,FEASIBLE,null,0.011411000,0.020438000,3,3,8,12,False
300238,1,6,[2],"[2,2,2,1,1,2]","[[0,2,4,5]]",FEASIBLE,FEASIBLE,null,0.005763000,0.016780000,2,2,9,11,False
300239,5,6,"[3,3,1,3,1]","[3,2,2,3,1,3]","[[0,1,2,3,4,5],[1,2,3,5],[2],[0,2,3,4,5],[0,1,5]]",FEASIBLE,FEASIBLE,null,0.144510000,0.061345000,11,11,13,30,False
300240,5,1,"[1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.114596000,0.041791000,2,5,8,11,False
300241,2,2,"[1,1]","[1,3]","[[0],[0,1]]",FEASIBLE,FEASIBLE,null,0.012463000,0.016641000,2,2,6,7,False
300242,3,2,"[2,1,2]","[1,2]","[[0,1],[1],[0,1]]",UNSAT,UNSAT,"[0,2]",0.011054000,0.031137000,3,5,7,10,False
300243,4,4,"[2,2,2,1]","[2,1,3,1]","[[0,1,2,3],[0,1,2,3],[0,1,2,3],[1,3]]",FEASIBLE,FEASIBLE,null,0.061969000,0.049569000,7,7,10,22,False
300244,2,5,"[3,1]","[1,3,3,2,2]","[[0,1,3,4],[3]]",FEASIBLE,FEASIBLE,null,0.013484000,0.022429000,4,4,9,12,False
300245,3,2,"[1,1,2]","[3,1]","[[0,1],[1],[0,1]]",UNSAT,UNSAT,"[1,2]",0.012887000,0.029312000,3,4,7,10,False
300246,3,5,"[1,1,1]","[1,1,2,2,3]","[[0,3],[0,2],[0,1,3,4]]",FEASIBLE,FEASIBLE,null,0.027590000,0.025548000,3,3,10,16,False
300247,5,5,"[1,2,1,2,2]","[3,3,3,1,3]","[[0,2],[0,2,4],[0,1,2,4],[0,1,3,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.122635000,0.043730000,8,8,12,28,False
300248,6,2,"[1,1,2,2,2,1]","[1,3]","[[1],[0],[0,1],[0,1],[0,1],[1]]",UNSAT,UNSAT,"[1,2]",0.023005000,0.046862000,4,9,10,17,False
300249,5,5,"[3,1,2,1,3]","[3,3,3,1,2]","[[1,2,3],[0,1,3],[1,2,3,4],[0,1,2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.124183000,0.129934000,10,10,12,26,False
300250,1,2,[1],"[2,3]","[[0,1]]",FEASIBLE,FEASIBLE,null,0.003554000,0.011511000,1,1,5,5,False
300251,4,5,"[1,2,2,1]","[2,1,3,3,1]","[[0,1,2,3,4],[0,1,2,3,4],[0,1,2,3,4],[3,4]]",FEASIBLE,FEASIBLE,null,0.059350000,0.037137000,6,6,11,26,False
300252,6,6,"[1,3,2,1,1,1]","[2,2,2,1,2,2]","[[0,1,4,5],[1,2,3,4,5],[0,1,2,4],[5],[5],[0,2,3,4]]",FEASIBLE,FEASIBLE,null,0.294625000,0.046549000,9,9,14,31,False
300253,1,1,[1],[2],[[0]],FEASIBLE,FEASIBLE,null,0.002844000,0.010188000,1,1,4,3,False
300254,5,6,"[1,2,2,2,1]","[1,3,1,1,2,2]","[[0,1,2,5],[0,1,2,3,4,5],[3,4],[1,2,3,4],[5]]",FEASIBLE,FEASIBLE,null,0.180142000,0.044494000,8,8,13,28,False
300255,2,3,"[2,1]","[3,3,1]","[[0,1,2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.009226000,0.030240000,3,3,7,11,False
300256,2,5,"[1,1]","[1,3,1,3,1]","[[1,2,3],[2,4]]",FEASIBLE,FEASIBLE,null,0.013512000,0.018606000,2,2,9,12,False
300257,5,3,"[2,1,1,1,1]","[2,2,3]","[[0,1,2],[1,2],[0,1],[0,1],[1,2]]",FEASIBLE,FEASIBLE,null,0.080678000,0.042819000,6,6,10,19,False
300258,5,3,"[1,1,1,1,1]","[3,3,1]","[[0,1,2],[0,2],[0],[0],[2]]",FEASIBLE,FEASIBLE,null,0.091040000,0.035809000,5,5,10,16,False
300259,2,5,"[2,3]","[3,3,3,1,1]","[[0,1,3],[1,2,3]]",FEASIBLE,FEASIBLE,null,0.012870000,0.024434000,5,5,9,13,False
300260,4,3,"[1,1,1,1]","[3,1,1]","[[2],[0,1,2],[1,2],[0]]",FEASIBLE,FEASIBLE,null,0.039654000,0.023861000,4,4,9,14,False
300261,3,2,"[1,1,1]","[3,3]","[[0,1],[1],[1]]",FEASIBLE,FEASIBLE,null,0.014947000,0.018588000,3,3,7,9,False
300262,5,5,"[1,1,3,1,2]","[3,1,1,2,1]","[[4],[0],[0,1,2,3,4],[1,2,3,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.119452000,0.045418000,8,8,12,26,False
300263,3,4,"[1,1,3]","[3,2,2,1]","[[1],[0,3],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.023681000,0.025959000,5,5,9,14,False
300264,5,5,"[2,2,1,1,1]","[3,3,1,2,2]","[[2,3],[0,1,3],[0],[1,4],[1,2,3]]",FEASIBLE,FEASIBLE,null,0.121047000,0.034286000,7,7,12,21,False
300265,3,4,"[2,1,2]","[2,2,2,2]","[[1,2],[1,3],[1,2,3]]",FEASIBLE,FEASIBLE,null,0.023389000,0.026200000,5,5,9,14,False
300266,4,3,"[1,1,1,1]","[2,3,2]","[[1,2],[0,1],[1],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.040312000,0.025172000,4,4,9,15,False
300267,5,2,"[1,1,1,2,1]","[1,2]","[[0,1],[1],[0],[0,1],[0,1]]",UNSAT,UNSAT,"[2,3]",0.025403000,0.041041000,3,6,9,15,False
300268,6,4,"[3,1,1,1,3,1]","[2,1,3,2]","[[0,1,3],[0,2],[1,2,3],[0,1,2,3],[0,1,3],[2,3]]",UNSAT,UNSAT,"[0,4]",0.031391000,0.061509000,8,10,12,27,False
300269,4,2,"[1,2,1,2]","[1,2]","[[0,1],[0,1],[0],[0,1]]",UNSAT,UNSAT,"[1,2]",0.016537000,0.036632000,3,6,8,13,False
300270,5,2,"[1,2,1,1,2]","[1,2]","[[1],[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[1,4]",0.022955000,0.041572000,3,7,9,16,False
300271,5,6,"[1,1,1,2,3]","[3,2,1,1,1,1]","[[1,3,4],[0,1,3,4,5],[5],[0,5],[0,3,4]]",UNSAT,UNSAT,"[2,3]",0.057807000,0.049375000,7,8,13,25,False
300272,2,2,"[1,1]","[2,3]","[[0],[0,1]]",FEASIBLE,FEASIBLE,null,0.007876000,0.015721000,2,2,6,7,False
300273,2,2,"[2,1]","[3,1]","[[0,1],[0,1]]",FEASIBLE,FEASIBLE,null,0.008099000,0.017869000,3,3,6,8,False
300274,5,5,"[1,2,2,1,2]","[3,1,1,2,2]","[[0,1,2,3,4],[0,1,2],[0,1,2,3,4],[0,2,3],[0,1,3]]",FEASIBLE,FEASIBLE,null,0.122526000,0.060255000,8,8,12,29,False
300275,5,5,"[2,2,1,2,1]","[1,3,2,1,1]","[[0,2,4],[0,1,2,3,4],[1,3,4],[0,1,3],[0,1,4]]",FEASIBLE,FEASIBLE,null,0.122998000,0.043727000,8,8,12,27,False
300276,6,5,"[1,1,1,2,1,1]","[1,3,2,1,1]","[[0],[2],[1,2],[0,2,3],[3],[2]]",UNSAT,UNSAT,"[0,3,4]",0.110162000,0.048378000,5,7,13,20,False
300277,6,2,"[1,2,1,2,2,2]","[3,3]","[[0],[0,1],[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1,3,4]",0.084514000,0.050083000,6,10,10,19,False
300278,3,2,"[1,2,2]","[2,3]","[[0,1],[0,1],[0,1]]",FEASIBLE,FEASIBLE,null,0.015216000,0.032480000,5,5,7,11,False
300279,5,5,"[1,1,2,3,2]","[1,1,3,1,1]","[[1,2,3],[0],[0,3],[0,1,2,3,4],[1,3,4]]",UNSAT,UNSAT,"[1,2]",0.037768000,0.071902000,6,9,12,24,False
300280,1,5,[2],"[3,1,3,2,3]","[[0,1,3]]",FEASIBLE,FEASIBLE,null,0.005272000,0.016692000,2,2,8,9,False
300281,2,6,"[1,1]","[2,1,3,3,2,1]","[[1,4],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.014869000,0.021541000,2,2,10,16,False
300282,4,4,"[1,2,2,1]","[3,3,2,3]","[[3],[0,1,2,3],[0,1,2],[1]]",FEASIBLE,FEASIBLE,null,0.049643000,0.029988000,6,6,10,17,False
300283,3,4,"[2,1,3]","[1,2,1,1]","[[0,1],[1],[0,1,2,3]]",UNSAT,UNSAT,"[0,1,2]",0.023755000,0.044608000,5,6,9,14,False
300284,3,3,"[1,3,1]","[2,3,3]","[[0,1,2],[0,1,2],[0,2]]",FEASIBLE,FEASIBLE,null,0.020338000,0.027442000,5,5,8,14,False
300285,6,1,"[1,1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.042964000,0.037863000,2,6,9,13,False
300286,4,5,"[3,2,3,1]","[3,2,2,2,1]","[[0,1,2,3,4],[1,4],[2,3,4],[3,4]]",UNSAT,UNSAT,"[1,2]",0.031633000,0.046800000,8,9,11,21,False
300287,5,2,"[2,1,1,1,1]","[3,3]","[[0,1],[1],[0],[1],[1]]",UNSAT,UNSAT,"[0,1,3,4]",0.055733000,0.036885000,5,6,9,13,False
300288,1,6,[1],"[3,2,2,1,1,1]","[[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.005983000,0.016441000,1,1,9,13,False
300289,1,4,[2],"[2,2,1,2]","[[0,1]]",FEASIBLE,FEASIBLE,null,0.004771000,0.014453000,2,2,7,7,False
300290,1,6,[2],"[3,3,1,1,2,3]","[[0,1,2,4,5]]",FEASIBLE,FEASIBLE,null,0.005752000,0.104262000,2,2,9,12,False
300291,4,2,"[1,1,1,1]","[3,1]","[[0],[1],[1],[0]]",UNSAT,UNSAT,"[1,2]",0.017736000,0.030172000,3,4,8,10,False
300292,5,6,"[1,1,3,1,1]","[1,1,2,2,2,1]","[[0,4],[2],[0,2,3,4,5],[0,1,2,3,4,5],[4,5]]",FEASIBLE,FEASIBLE,null,0.148970000,0.041818000,7,7,13,27,False
300293,2,1,"[1,1]",[2],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.006027000,0.014849000,2,2,5,5,False
300294,2,4,"[1,1]","[3,3,2,2]","[[1,3],[3]]",FEASIBLE,FEASIBLE,null,0.011367000,0.016983000,2,2,8,9,False
300295,4,4,"[3,2,1,3]","[1,3,2,1]","[[1,2,3],[0,1,2,3],[0],[0,1,3]]",UNSAT,UNSAT,"[0,3]",0.022811000,0.061043000,7,9,10,19,False
300296,2,3,"[2,1]","[2,2,1]","[[0,1],[0]]",FEASIBLE,FEASIBLE,null,0.009458000,0.022937000,3,3,7,8,False
300297,5,6,"[2,1,2,1,1]","[3,3,2,3,3,3]","[[0,1,2,3,5],[0,1,2,4],[0,1,3,4,5],[3],[1]]",FEASIBLE,FEASIBLE,null,0.146980000,0.039156000,7,7,13,27,False
300298,6,2,"[1,2,1,1,1,1]","[3,1]","[[0,1],[0,1],[0,1],[0],[1],[0]]",UNSAT,UNSAT,"[1,4]",0.026726000,0.044507000,4,7,10,17,False
300299,2,1,"[1,1]",[3],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.006160000,0.014475000,2,2,5,5,False
300300,3,2,"[1,1,1]","[2,2]","[[0,1],[1],[0]]",FEASIBLE,FEASIBLE,null,0.020134000,0.032817000,3,3,7,9,False
300301,3,5,"[1,1,1]","[1,1,2,1,2]","[[0,3],[1,2],[0,4]]",FEASIBLE,FEASIBLE,null,0.030758000,0.025814000,3,3,10,14,False
300302,3,5,"[3,1,2]","[1,3,3,3,1]","[[0,1,2,3,4],[0,1,2,4],[0,1]]",FEASIBLE,FEASIBLE,null,0.029252000,0.049482000,6,6,10,19,False
300303,1,6,[2],"[1,1,1,1,1,3]","[[3,4]]",FEASIBLE,FEASIBLE,null,0.006347000,0.016952000,2,2,9,9,False
300304,4,1,"[1,1,1,1]",[1],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.008932000,0.036874000,1,4,7,9,False
300305,2,1,"[1,1]",[1],"[[0],[0]]",UNSAT,UNSAT,"[0,1]",0.006267000,0.022237000,1,2,5,5,False
300306,6,2,"[1,1,1,1,2,1]","[2,2]","[[0,1],[0,1],[0],[0,1],[0,1],[0]]",UNSAT,UNSAT,"[2,4,5]",0.081189000,0.149746000,4,7,10,18,False
300307,3,1,"[1,1,1]",[3],"[[0],[0],[0]]",FEASIBLE,FEASIBLE,null,0.012050000,0.018969000,3,3,6,7,False
300308,5,3,"[1,1,1,2,3]","[1,2,2]","[[1],[0,2],[0],[1,2],[0,1,2]]",UNSAT,UNSAT,"[2,4]",0.037716000,0.047293000,5,8,10,17,False
300309,4,5,"[1,1,2,2]","[1,1,3,2,3]","[[0,1,2,3],[1,2,3],[0,1,3,4],[0,1,2,4]]",FEASIBLE,FEASIBLE,null,0.063330000,0.040395000,6,6,11,24,False
300310,1,4,[1],"[2,1,2,3]",[[2]],FEASIBLE,FEASIBLE,null,0.004960000,0.012629000,1,1,7,6,False
300311,2,2,"[1,1]","[1,1]","[[1],[1]]",UNSAT,UNSAT,"[0,1]",0.007997000,0.022399000,1,2,6,6,False
300312,2,4,"[2,1]","[1,1,1,3]","[[0,3],[3]]",FEASIBLE,FEASIBLE,null,0.011708000,0.019293000,3,3,8,9,False
300313,1,1,[1],[3],[[0]],FEASIBLE,FEASIBLE,null,0.003084000,0.010792000,1,1,4,3,False
