seed,boxes,resources,demands,capacities,reachable,exhaustive_result,flow_result,exhaustive_subset,exhaustive_ms,flow_ms,maximum_flow,total_demand,flow_nodes,flow_edges,mismatch
300156,5,2,"[1,1,2,1,1]","[1,2]","[[0,1],[0,1],[0,1],[0,1],[0]]",UNSAT,UNSAT,"[2,4]",0.024551000,0.114450000,3,6,9,16,False
300157,3,4,"[1,3,1]","[3,3,2,3]","[[0,1,2],[0,1,2],[0,2]]",FEASIBLE,FEASIBLE,null,0.021900000,0.024641000,5,5,9,15,False
300158,3,2,"[1,1,1]","[3,2]","[[1],[0,1],[0]]",FEASIBLE,FEASIBLE,null,0.014360000,0.017281000,3,3,7,9,False
300159,5,2,"[1,2,2,1,2]","[2,2]","[[0],[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1,2]",0.028177000,0.039343000,4,8,9,16,False
300160,3,4,"[3,1,3]","[1,2,3,1]","[[0,1,2,3],[0,2],[0,2,3]]",UNSAT,UNSAT,"[0,2]",0.015487000,0.056412000,6,7,9,16,False
300161,6,4,"[2,1,2,1,3,1]","[2,3,3,1]","[[0,3],[0],[0,1],[0,1],[0,1,2,3],[2]]",UNSAT,UNSAT,"[0,1,2]",0.062102000,0.050302000,8,10,12,22,False
300162,4,5,"[2,1,2,2]","[1,3,3,3,3]","[[0,1,2,3,4],[2,4],[0,1,2,3,4],[0,3,4]]",FEASIBLE,FEASIBLE,null,0.054343000,0.036100000,7,7,11,24,False
300163,4,2,"[1,1,2,1]","[1,2]","[[0,1],[0],[0,1],[1]]",UNSAT,UNSAT,"[1,2]",0.014996000,0.031401000,3,5,8,12,False
300164,1,3,[1],"[1,1,3]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.003891000,0.011801000,1,1,6,7,False
300165,1,2,[1],"[3,2]",[[1]],FEASIBLE,FEASIBLE,null,0.003223000,0.009906000,1,1,5,4,False
300166,1,2,[2],"[1,2]","[[0,1]]",FEASIBLE,FEASIBLE,null,0.003097000,0.012229000,2,2,5,5,False
300167,2,5,"[2,1]","[3,2,1,3,3]","[[1,3],[0,1,2,4]]",FEASIBLE,FEASIBLE,null,0.011754000,0.019575000,3,3,9,13,False
300168,4,3,"[1,2,3,2]","[2,3,1]","[[0,1],[0,1,2],[0,1,2],[1,2]]",UNSAT,UNSAT,"[2,3]",0.023241000,0.042707000,6,8,9,17,False
300169,2,3,"[1,1]","[2,2,3]","[[2],[1]]",FEASIBLE,FEASIBLE,null,0.008803000,0.014233000,2,2,7,7,False
300170,2,1,"[1,1]",[1],"[[0],[0]]",UNSAT,UNSAT,"[0,1]",0.005391000,0.019094000,1,2,5,5,False
300171,2,3,"[1,2]","[2,3,3]","[[0,1,2],[0,1]]",FEASIBLE,FEASIBLE,null,0.008529000,0.017631000,3,3,7,10,False
300172,5,5,"[1,1,2,1,1]","[3,2,2,1,1]","[[0],[0,1,2,3,4],[0,2,3,4],[0,1,2,3,4],[4]]",FEASIBLE,FEASIBLE,null,0.115714000,0.036908000,6,6,12,26,False
300173,4,3,"[1,2,1,3]","[1,2,1]","[[1],[1,2],[1],[0,1,2]]",UNSAT,UNSAT,"[1,3]",0.021696000,0.035811000,4,7,9,14,False
300174,1,3,[3],"[1,1,2]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.003752000,0.015553000,3,3,6,7,False
300175,6,6,"[2,2,1,3,1,1]","[2,1,1,1,3,1]","[[0,2,3,4,5],[0,2,3,5],[1,3,4,5],[0,2,3],[0,1,2,3,4],[2]]",UNSAT,UNSAT,"[3,5]",0.080677000,0.086652000,8,10,14,34,False
300176,2,2,"[1,1]","[2,2]","[[0,1],[0]]",FEASIBLE,FEASIBLE,null,0.007141000,0.014638000,2,2,6,7,False
300177,1,2,[1],"[1,2]",[[0]],FEASIBLE,FEASIBLE,null,0.003268000,0.010054000,1,1,5,4,False
300178,1,2,[1],"[1,2]","[[0,1]]",FEASIBLE,FEASIBLE,null,0.003062000,0.010382000,1,1,5,5,False
300179,3,4,"[1,2,2]","[1,1,3,1]","[[1],[0,1,2,3],[0,2]]",FEASIBLE,FEASIBLE,null,0.022033000,0.048378000,5,5,9,14,False
300180,2,6,"[1,1]","[1,3,3,1,2,2]","[[0,1,2,3,4,5],[2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.014132000,0.027064000,2,2,10,18,False
300181,6,4,"[1,3,1,1,1,1]","[1,3,2,3]","[[1],[1,2,3],[0,1,2,3],[0],[1,2],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.199481000,0.070262000,8,8,12,25,False
300182,6,1,"[1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.009675000,0.033757000,1,6,9,13,False
300183,1,6,[1],"[2,3,1,3,1,1]",[[2]],FEASIBLE,FEASIBLE,null,0.005227000,0.012053000,1,1,9,8,False
300184,4,1,"[1,1,1,1]",[3],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.019756000,0.027332000,3,4,7,9,False
300185,5,4,"[3,1,1,3,3]","[2,2,3,1]","[[0,1,2],[1],[3],[0,2,3],[0,1,3]]",UNSAT,UNSAT,"[2,3]",0.037234000,0.046984000,7,11,11,20,False
300186,4,2,"[1,1,1,2]","[1,2]","[[0,1],[1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1,3]",0.022157000,0.032287000,3,5,8,13,False
300187,4,4,"[2,1,1,1]","[3,3,3,3]","[[0,1],[0,1,2,3],[2,3],[2]]",FEASIBLE,FEASIBLE,null,0.045650000,0.026223000,5,5,10,17,False
300188,3,3,"[1,1,1]","[1,2,3]","[[0,1,2],[0,2],[1]]",FEASIBLE,FEASIBLE,null,0.018180000,0.095410000,3,3,8,12,False
300189,4,2,"[2,1,1,2]","[1,1]","[[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1]",0.010188000,0.034076000,2,6,8,14,False
300190,4,2,"[1,1,2,1]","[2,1]","[[0,1],[0],[0,1],[0]]",UNSAT,UNSAT,"[0,1,2]",0.020131000,0.031389000,3,5,8,12,False
300191,2,4,"[2,1]","[1,3,3,2]","[[0,2],[3]]",FEASIBLE,FEASIBLE,null,0.010200000,0.017049000,3,3,8,9,False
300192,1,2,[1],"[1,2]",[[1]],FEASIBLE,FEASIBLE,null,0.004340000,0.011577000,1,1,5,4,False
300193,2,4,"[2,2]","[1,2,3,1]","[[0,1,3],[0,2,3]]",FEASIBLE,FEASIBLE,null,0.010171000,0.021488000,4,4,8,12,False
300194,6,2,"[2,1,2,1,1,2]","[1,1]","[[0,1],[1],[0,1],[1],[0],[0,1]]",UNSAT,UNSAT,"[0,1]",0.013043000,0.039241000,2,9,10,17,False
300195,3,5,"[3,2,1]","[2,3,3,2,1]","[[0,1,2,3,4],[0,1,2,3,4],[1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.025719000,0.030461000,6,6,10,22,False
300196,5,3,"[3,3,2,3,2]","[1,1,1]","[[0,1,2],[0,1,2],[0,2],[0,1,2],[0,1,2]]",UNSAT,UNSAT,"[0,1]",0.016187000,0.108114000,3,13,10,22,False
300197,5,5,"[2,3,2,3,2]","[1,2,1,2,1]","[[1,3],[0,1,2],[0,1,2,3],[1,2,3,4],[0,1]]",UNSAT,UNSAT,"[1,4]",0.046165000,0.061344000,7,12,12,25,False
300198,3,2,"[1,1,1]","[3,2]","[[1],[1],[0]]",FEASIBLE,FEASIBLE,null,0.015636000,0.018799000,3,3,7,8,False
300199,2,4,"[3,2]","[3,2,3,3]","[[0,1,2,3],[0,1]]",FEASIBLE,FEASIBLE,null,0.011004000,0.024842000,5,5,8,12,False
300200,6,6,"[1,1,1,1,1,1]","[2,3,1,1,3,3]","[[0,1,2,3,4,5],[0,3,5],[3,4],[1,3,4,5],[1,4],[0]]",FEASIBLE,FEASIBLE,null,0.294201000,0.056008000,6,6,14,30,False
300201,2,5,"[3,2]","[1,2,3,3,1]","[[0,1,2,3,4],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.012877000,0.031741000,5,5,9,15,False
300202,6,2,"[1,1,1,2,2,1]","[3,2]","[[0],[0,1],[0],[0,1],[0,1],[0]]",UNSAT,UNSAT,"[0,1,3,4]",0.082988000,0.132926000,5,8,10,17,False
300203,2,3,"[1,2]","[3,1,2]","[[1],[1,2]]",UNSAT,UNSAT,"[0,1]",0.009157000,0.047423000,2,3,7,8,False
300204,2,3,"[1,1]","[1,1,1]","[[0],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.009143000,0.017005000,2,2,7,9,False
300205,5,6,"[2,3,3,1,1]","[2,3,2,2,2,1]","[[1,2,3,4],[0,1,2,3,5],[0,1,5],[0,3],[0,1,3,4]]",FEASIBLE,FEASIBLE,null,0.147619000,0.048133000,10,10,13,29,False
300206,5,3,"[1,1,1,1,2]","[1,2,3]","[[0,1,2],[0,1,2],[2],[2],[0,2]]",FEASIBLE,FEASIBLE,null,0.079396000,0.040976000,6,6,10,18,False
300207,1,1,[1],[1],[[0]],FEASIBLE,FEASIBLE,null,0.002878000,0.009737000,1,1,4,3,False
300208,4,1,"[1,1,1,1]",[2],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.014747000,0.028559000,2,4,7,9,False
300209,6,6,"[3,3,2,3,2,2]","[3,2,1,2,3,3]","[[0,1,2,3],[0,3,4,5],[0,1,2,3,4,5],[0,1,2,3,4,5],[0,1,2,3,4,5],[0,1,2,3]]",UNSAT,UNSAT,"[0,1,2,3,4,5]",0.285033000,0.133033000,14,15,14,42,False
300210,6,4,"[2,2,1,1,3,1]","[1,3,1,1]","[[0,1,2],[0,1,2],[0],[0,1,2],[0,1,2,3],[2]]",UNSAT,UNSAT,"[0,1,2]",0.064807000,0.055507000,6,10,12,25,False
300211,1,6,[3],"[3,3,1,1,2,3]","[[1,2,5]]",FEASIBLE,FEASIBLE,null,0.005700000,0.018120000,3,3,9,10,False
300212,1,4,[1],"[3,2,2,1]","[[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.004346000,0.013641000,1,1,7,9,False
300213,6,4,"[1,1,2,1,3,1]","[1,2,1,2]","[[1],[2],[1,2],[0,3],[0,2,3],[0,1,2,3]]",UNSAT,UNSAT,"[1,2]",0.036119000,0.064801000,6,9,12,23,False
300214,1,3,[2],"[1,2,3]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.004215000,0.016579000,2,2,6,7,False
300215,2,5,"[1,1]","[2,1,3,1,3]","[[4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.012371000,0.018913000,2,2,9,13,False
300216,2,3,"[1,1]","[1,1,2]","[[0],[1]]",FEASIBLE,FEASIBLE,null,0.008944000,0.014733000,2,2,7,7,False
300217,4,6,"[1,1,1,3]","[2,2,2,1,3,1]","[[4],[0,3,5],[4],[1,4,5]]",FEASIBLE,FEASIBLE,null,0.067649000,0.118566000,6,6,12,18,False
300218,1,2,[1],"[3,3]",[[0]],FEASIBLE,FEASIBLE,null,0.003764000,0.011082000,1,1,5,4,False
300219,1,1,[1],[2],[[0]],FEASIBLE,FEASIBLE,null,0.002759000,0.009668000,1,1,4,3,False
300220,3,4,"[1,2,2]","[2,3,1,2]","[[3],[0,2,3],[0,3]]",FEASIBLE,FEASIBLE,null,0.023439000,0.025268000,5,5,9,13,False
300221,2,6,"[1,2]","[2,1,2,2,1,2]","[[4],[2,4]]",UNSAT,UNSAT,"[0,1]",0.014210000,0.027249000,2,3,10,11,False
300222,5,3,"[1,1,3,1,1]","[3,3,1]","[[1,2],[2],[0,1,2],[0,1],[0]]",UNSAT,UNSAT,"[1,2]",0.025240000,0.041017000,6,7,10,17,False
300223,1,4,[1],"[2,3,2,1]","[[1,3]]",FEASIBLE,FEASIBLE,null,0.004533000,0.012929000,1,1,7,7,False
300224,1,5,[3],"[3,1,3,3,3]","[[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.005086000,0.018481000,3,3,8,10,False
300225,5,3,"[1,1,3,1,1]","[3,1,1]","[[0,2],[0],[0,1,2],[0,1],[1]]",UNSAT,UNSAT,"[2,4]",0.034922000,0.049540000,5,7,10,17,False
300226,5,1,"[1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.009102000,0.031920000,1,5,8,11,False
300227,4,3,"[1,1,1,1]","[1,1,2]","[[0,2],[1,2],[0,1,2],[1]]",FEASIBLE,FEASIBLE,null,0.039396000,0.037675000,4,4,9,15,False
300228,4,2,"[1,1,1,1]","[2,3]","[[1],[1],[0],[0,1]]",FEASIBLE,FEASIBLE,null,0.030491000,0.022152000,4,4,8,11,False
300229,4,1,"[1,1,1,1]",[1],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.007945000,0.027561000,1,4,7,9,False
300230,2,1,"[1,1]",[1],"[[0],[0]]",UNSAT,UNSAT,"[0,1]",0.005793000,0.020559000,1,2,5,5,False
300231,5,3,"[1,2,3,1,1]","[2,2,1]","[[1],[0,1,2],[0,1,2],[0,1],[1]]",UNSAT,UNSAT,"[0,1,2]",0.039798000,0.045841000,5,8,10,18,False
300232,4,5,"[2,1,3,2]","[3,2,1,2,2]","[[0,1,2,3,4],[3],[0,3,4],[1,2,4]]",FEASIBLE,FEASIBLE,null,0.058811000,0.036584000,8,8,11,21,False
300233,5,4,"[1,1,1,1,1]","[3,3,2,3]","[[0],[1],[0],[0,1,2,3],[3]]",FEASIBLE,FEASIBLE,null,0.101801000,0.096975000,5,5,11,17,False
300234,4,4,"[2,1,3,1]","[3,2,2,2]","[[0,1,2,3],[2,3],[0,1,2,3],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.060153000,0.150928000,7,7,10,22,False
300235,5,5,"[3,1,1,3,1]","[1,3,3,3,1]","[[0,2,3,4],[0,1,2,3,4],[1],[0,1,2,3,4],[4]]",FEASIBLE,FEASIBLE,null,0.154849000,0.052867000,9,9,12,26,False
300236,1,3,[2],"[1,2,3]","[[0,2]]",FEASIBLE,FEASIBLE,null,0.005307000,0.017238000,2,2,6,6,False
300237,2,4,"[1,2]","[1,3,1,2]","[[0,1,2,3],[1,2]]",FEASIBLE,FEASIBLE,null,0.015224000,0.025271000,3,3,8,12,False
300238,1,6,[2],"[2,2,2,1,1,2]","[[0,2,4,5]]",FEASIBLE,FEASIBLE,null,0.007663000,0.021658000,2,2,9,11,False
300239,5,6,"[3,3,1,3,1]","[3,2,2,3,1,3]","[[0,1,2,3,4,5],[1,2,3,5],[2],[0,2,3,4,5],[0,1,5]]",FEASIBLE,FEASIBLE,null,0.215062000,0.080272000,11,11,13,30,False
300240,5,1,"[1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.028917000,0.045850000,2,5,8,11,False
300241,2,2,"[1,1]","[1,3]","[[0],[0,1]]",FEASIBLE,FEASIBLE,null,0.010196000,0.025438000,2,2,6,7,False
300242,3,2,"[2,1,2]","[1,2]","[[0,1],[1],[0,1]]",UNSAT,UNSAT,"[0,2]",0.014519000,0.040311000,3,5,7,10,False
300243,4,4,"[2,2,2,1]","[2,1,3,1]","[[0,1,2,3],[0,1,2,3],[0,1,2,3],[1,3]]",FEASIBLE,FEASIBLE,null,0.066808000,0.074912000,7,7,10,22,False
300244,2,5,"[3,1]","[1,3,3,2,2]","[[0,1,3,4],[3]]",FEASIBLE,FEASIBLE,null,0.017144000,0.028116000,4,4,9,12,False
300245,3,2,"[1,1,2]","[3,1]","[[0,1],[1],[0,1]]",UNSAT,UNSAT,"[1,2]",0.016687000,0.059749000,3,4,7,10,False
300246,3,5,"[1,1,1]","[1,1,2,2,3]","[[0,3],[0,2],[0,1,3,4]]",FEASIBLE,FEASIBLE,null,0.038201000,0.032410000,3,3,10,16,False
300247,5,5,"[1,2,1,2,2]","[3,3,3,1,3]","[[0,2],[0,2,4],[0,1,2,4],[0,1,3,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.155405000,0.056939000,8,8,12,28,False
300248,6,2,"[1,1,2,2,2,1]","[1,3]","[[1],[0],[0,1],[0,1],[0,1],[1]]",UNSAT,UNSAT,"[1,2]",0.034079000,0.200854000,4,9,10,17,False
300249,5,5,"[3,1,2,1,3]","[3,3,3,1,2]","[[1,2,3],[0,1,3],[1,2,3,4],[0,1,2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.169035000,0.065138000,10,10,12,26,False
300250,1,2,[1],"[2,3]","[[0,1]]",FEASIBLE,FEASIBLE,null,0.004607000,0.014423000,1,1,5,5,False
300251,4,5,"[1,2,2,1]","[2,1,3,3,1]","[[0,1,2,3,4],[0,1,2,3,4],[0,1,2,3,4],[3,4]]",FEASIBLE,FEASIBLE,null,0.072872000,0.059532000,6,6,11,26,False
300252,6,6,"[1,3,2,1,1,1]","[2,2,2,1,2,2]","[[0,1,4,5],[1,2,3,4,5],[0,1,2,4],[5],[5],[0,2,3,4]]",FEASIBLE,FEASIBLE,null,0.468757000,0.065400000,9,9,14,31,False
300253,1,1,[1],[2],[[0]],FEASIBLE,FEASIBLE,null,0.004526000,0.014161000,1,1,4,3,False
300254,5,6,"[1,2,2,2,1]","[1,3,1,1,2,2]","[[0,1,2,5],[0,1,2,3,4,5],[3,4],[1,2,3,4],[5]]",FEASIBLE,FEASIBLE,null,0.208850000,0.067531000,8,8,13,28,False
300255,2,3,"[2,1]","[3,3,1]","[[0,1,2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.017401000,0.024802000,3,3,7,11,False
300256,2,5,"[1,1]","[1,3,1,3,1]","[[1,2,3],[2,4]]",FEASIBLE,FEASIBLE,null,0.016616000,0.022819000,2,2,9,12,False
300257,5,3,"[2,1,1,1,1]","[2,2,3]","[[0,1,2],[1,2],[0,1],[0,1],[1,2]]",FEASIBLE,FEASIBLE,null,0.149101000,0.055956000,6,6,10,19,False
300258,5,3,"[1,1,1,1,1]","[3,3,1]","[[0,1,2],[0,2],[0],[0],[2]]",FEASIBLE,FEASIBLE,null,0.112449000,0.046779000,5,5,10,16,False
300259,2,5,"[2,3]","[3,3,3,1,1]","[[0,1,3],[1,2,3]]",FEASIBLE,FEASIBLE,null,0.017925000,0.032570000,5,5,9,13,False
300260,4,3,"[1,1,1,1]","[3,1,1]","[[2],[0,1,2],[1,2],[0]]",FEASIBLE,FEASIBLE,null,0.052693000,0.030478000,4,4,9,14,False
300261,3,2,"[1,1,1]","[3,3]","[[0,1],[1],[1]]",FEASIBLE,FEASIBLE,null,0.019486000,0.027871000,3,3,7,9,False
300262,5,5,"[1,1,3,1,2]","[3,1,1,2,1]","[[4],[0],[0,1,2,3,4],[1,2,3,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.178951000,0.184126000,8,8,12,26,False
300263,3,4,"[1,1,3]","[3,2,2,1]","[[1],[0,3],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.032231000,0.032855000,5,5,9,14,False
300264,5,5,"[2,2,1,1,1]","[3,3,1,2,2]","[[2,3],[0,1,3],[0],[1,4],[1,2,3]]",FEASIBLE,FEASIBLE,null,0.169990000,0.044190000,7,7,12,21,False
300265,3,4,"[2,1,2]","[2,2,2,2]","[[1,2],[1,3],[1,2,3]]",FEASIBLE,FEASIBLE,null,0.031642000,0.033765000,5,5,9,14,False
300266,4,3,"[1,1,1,1]","[2,3,2]","[[1,2],[0,1],[1],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.063318000,0.035332000,4,4,9,15,False
300267,5,2,"[1,1,1,2,1]","[1,2]","[[0,1],[1],[0],[0,1],[0,1]]",UNSAT,UNSAT,"[2,3]",0.057683000,0.062493000,3,6,9,15,False
300268,6,4,"[3,1,1,1,3,1]","[2,1,3,2]","[[0,1,3],[0,2],[1,2,3],[0,1,2,3],[0,1,3],[2,3]]",UNSAT,UNSAT,"[0,4]",0.048692000,0.083247000,8,10,12,27,False
300269,4,2,"[1,2,1,2]","[1,2]","[[0,1],[0,1],[0],[0,1]]",UNSAT,UNSAT,"[1,2]",0.034781000,0.049892000,3,6,8,13,False
300270,5,2,"[1,2,1,1,2]","[1,2]","[[1],[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[1,4]",0.031284000,0.066022000,3,7,9,16,False
300271,5,6,"[1,1,1,2,3]","[3,2,1,1,1,1]","[[1,3,4],[0,1,3,4,5],[5],[0,5],[0,3,4]]",UNSAT,UNSAT,"[2,3]",0.083489000,0.068873000,7,8,13,25,False
300272,2,2,"[1,1]","[2,3]","[[0],[0,1]]",FEASIBLE,FEASIBLE,null,0.011416000,0.021868000,2,2,6,7,False
300273,2,2,"[2,1]","[3,1]","[[0,1],[0,1]]",FEASIBLE,FEASIBLE,null,0.011140000,0.026097000,3,3,6,8,False
300274,5,5,"[1,2,2,1,2]","[3,1,1,2,2]","[[0,1,2,3,4],[0,1,2],[0,1,2,3,4],[0,2,3],[0,1,3]]",FEASIBLE,FEASIBLE,null,0.181164000,0.084766000,8,8,12,29,False
300275,5,5,"[2,2,1,2,1]","[1,3,2,1,1]","[[0,2,4],[0,1,2,3,4],[1,3,4],[0,1,3],[0,1,4]]",FEASIBLE,FEASIBLE,null,0.182229000,0.212478000,8,8,12,27,False
300276,6,5,"[1,1,1,2,1,1]","[1,3,2,1,1]","[[0],[2],[1,2],[0,2,3],[3],[2]]",UNSAT,UNSAT,"[0,3,4]",0.177804000,0.074412000,5,7,13,20,False
300277,6,2,"[1,2,1,2,2,2]","[3,3]","[[0],[0,1],[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1,3,4]",0.122689000,0.071834000,6,10,10,19,False
300278,3,2,"[1,2,2]","[2,3]","[[0,1],[0,1],[0,1]]",FEASIBLE,FEASIBLE,null,0.022674000,0.045823000,5,5,7,11,False
300279,5,5,"[1,1,2,3,2]","[1,1,3,1,1]","[[1,2,3],[0],[0,3],[0,1,2,3,4],[1,3,4]]",UNSAT,UNSAT,"[1,2]",0.056432000,0.101099000,6,9,12,24,False
300280,1,5,[2],"[3,1,3,2,3]","[[0,1,3]]",FEASIBLE,FEASIBLE,null,0.008534000,0.024610000,2,2,8,9,False
300281,2,6,"[1,1]","[2,1,3,3,2,1]","[[1,4],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.023173000,0.030764000,2,2,10,16,False
300282,4,4,"[1,2,2,1]","[3,3,2,3]","[[3],[0,1,2,3],[0,1,2],[1]]",FEASIBLE,FEASIBLE,null,0.075242000,0.044589000,6,6,10,17,False
300283,3,4,"[2,1,3]","[1,2,1,1]","[[0,1],[1],[0,1,2,3]]",UNSAT,UNSAT,"[0,1,2]",0.037227000,0.056754000,5,6,9,14,False
300284,3,3,"[1,3,1]","[2,3,3]","[[0,1,2],[0,1,2],[0,2]]",FEASIBLE,FEASIBLE,null,0.027455000,0.037844000,5,5,8,14,False
300285,6,1,"[1,1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.048889000,0.052089000,2,6,9,13,False
300286,4,5,"[3,2,3,1]","[3,2,2,2,1]","[[0,1,2,3,4],[1,4],[2,3,4],[3,4]]",UNSAT,UNSAT,"[1,2]",0.089040000,0.070309000,8,9,11,21,False
300287,5,2,"[2,1,1,1,1]","[3,3]","[[0,1],[1],[0],[1],[1]]",UNSAT,UNSAT,"[0,1,3,4]",0.080547000,0.054777000,5,6,9,13,False
300288,1,6,[1],"[3,2,2,1,1,1]","[[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.008418000,0.032489000,1,1,9,13,False
300289,1,4,[2],"[2,2,1,2]","[[0,1]]",FEASIBLE,FEASIBLE,null,0.006726000,0.020908000,2,2,7,7,False
300290,1,6,[2],"[3,3,1,1,2,3]","[[0,1,2,4,5]]",FEASIBLE,FEASIBLE,null,0.008785000,0.025555000,2,2,9,12,False
300291,4,2,"[1,1,1,1]","[3,1]","[[0],[1],[1],[0]]",UNSAT,UNSAT,"[1,2]",0.027057000,0.042095000,3,4,8,10,False
300292,5,6,"[1,1,3,1,1]","[1,1,2,2,2,1]","[[0,4],[2],[0,2,3,4,5],[0,1,2,3,4,5],[4,5]]",FEASIBLE,FEASIBLE,null,0.227096000,0.061362000,7,7,13,27,False
300293,2,1,"[1,1]",[2],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.009546000,0.023148000,2,2,5,5,False
300294,2,4,"[1,1]","[3,3,2,2]","[[1,3],[3]]",FEASIBLE,FEASIBLE,null,0.017156000,0.053829000,2,2,8,9,False
300295,4,4,"[3,2,1,3]","[1,3,2,1]","[[1,2,3],[0,1,2,3],[0],[0,1,3]]",UNSAT,UNSAT,"[0,3]",0.033566000,0.091800000,7,9,10,19,False
300296,2,3,"[2,1]","[2,2,1]","[[0,1],[0]]",FEASIBLE,FEASIBLE,null,0.014520000,0.026278000,3,3,7,8,False
300297,5,6,"[2,1,2,1,1]","[3,3,2,3,3,3]","[[0,1,2,3,5],[0,1,2,4],[0,1,3,4,5],[3],[1]]",FEASIBLE,FEASIBLE,null,0.211486000,0.058193000,7,7,13,27,False
300298,6,2,"[1,2,1,1,1,1]","[3,1]","[[0,1],[0,1],[0,1],[0],[1],[0]]",UNSAT,UNSAT,"[1,4]",0.040680000,0.068499000,4,7,10,17,False
300299,2,1,"[1,1]",[3],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.008494000,0.027346000,2,2,5,5,False
300300,3,2,"[1,1,1]","[2,2]","[[0,1],[1],[0]]",FEASIBLE,FEASIBLE,null,0.023665000,0.031254000,3,3,7,9,False
300301,3,5,"[1,1,1]","[1,1,2,1,2]","[[0,3],[1,2],[0,4]]",FEASIBLE,FEASIBLE,null,0.032888000,0.029334000,3,3,10,14,False
300302,3,5,"[3,1,2]","[1,3,3,3,1]","[[0,1,2,3,4],[0,1,2,4],[0,1]]",FEASIBLE,FEASIBLE,null,0.032241000,0.049250000,6,6,10,19,False
300303,1,6,[2],"[1,1,1,1,1,3]","[[3,4]]",FEASIBLE,FEASIBLE,null,0.007289000,0.020376000,2,2,9,9,False
300304,4,1,"[1,1,1,1]",[1],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.010000000,0.038283000,1,4,7,9,False
300305,2,1,"[1,1]",[1],"[[0],[0]]",UNSAT,UNSAT,"[0,1]",0.006867000,0.044015000,1,2,5,5,False
300306,6,2,"[1,1,1,1,2,1]","[2,2]","[[0,1],[0,1],[0],[0,1],[0,1],[0]]",UNSAT,UNSAT,"[2,4,5]",0.210372000,0.052733000,4,7,10,18,False
300307,3,1,"[1,1,1]",[3],"[[0],[0],[0]]",FEASIBLE,FEASIBLE,null,0.012725000,0.020774000,3,3,6,7,False
300308,5,3,"[1,1,1,2,3]","[1,2,2]","[[1],[0,2],[0],[1,2],[0,1,2]]",UNSAT,UNSAT,"[2,4]",0.040114000,0.050930000,5,8,10,17,False
300309,4,5,"[1,1,2,2]","[1,1,3,2,3]","[[0,1,2,3],[1,2,3],[0,1,3,4],[0,1,2,4]]",FEASIBLE,FEASIBLE,null,0.067774000,0.043999000,6,6,11,24,False
300310,1,4,[1],"[2,1,2,3]",[[2]],FEASIBLE,FEASIBLE,null,0.005353000,0.013830000,1,1,7,6,False
300311,2,2,"[1,1]","[1,1]","[[1],[1]]",UNSAT,UNSAT,"[0,1]",0.008586000,0.024383000,1,2,6,6,False
300312,2,4,"[2,1]","[1,1,1,3]","[[0,3],[3]]",FEASIBLE,FEASIBLE,null,0.012230000,0.021226000,3,3,8,9,False
300313,1,1,[1],[3],[[0]],FEASIBLE,FEASIBLE,null,0.003147000,0.011379000,1,1,4,3,False
